O=C(C1CCCO1)N2CCN(CC2)C(=O)c3cc4cc(Nc5nccc(n5)c6ccccn6)ccc4[nH]3	CHEMBL3641671	pIC50=7.53
COc1ccc(Nc2cc(nn3ccnc23)c4cccc(c4)C(=O)Nc5ccc(cc5)C(=O)O)nc1OC	CHEMBL2177726	pIC50=9.0
C[C@@H](Oc1nc(cc2ncccc12)C3=CNC(=O)C=C3)[C@H]4CNC(=O)C4	CHEMBL3695967	pIC50=9.0
C[C@@H]1C[C@](O)(CC[C@@H]1C(=O)O)c2ncc(s2)c3cc(C)cc(Nc4nccc(n4)C(F)(F)F)c3	CHEMBL3685821	pIC50=9.0
Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc5N=CNC(=O)c35)cccc12	CHEMBL3262620	pIC50=9.0
Cc1cc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)nc(C)c1c4cnn(C)c4	CHEMBL3415605	pIC50=9.0
Cc1cc(Nc2nccc(C)n2)cc(c1)c3cnc(s3)[C@@]4(O)CC[C@H](C(=O)O)C(C)(C)C4	CHEMBL3685796	pIC50=9.0
Cc1cc(Nc2nccc(n2)C(F)(F)F)cc(c1)c3cnc(s3)[C@@]4(O)CC[C@H](C(=O)NCCCN5CCCC5=O)C(C)(C)C4	CHEMBL3685820	pIC50=9.0
Cc1cc(Nc2nccc(n2)c3cccs3)cc(c1)c4cnc(s4)C5(O)CCC(CC5)C(=O)O	CHEMBL3685806	pIC50=9.0
Cc1nn(cc1CN2CC(O)C2)c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3	CHEMBL3622956	pIC50=9.0
Cc1nn(cc1CN2CC(O)C2)c3nc(Nc4ccc5c(c4)c(Cl)c(C)n5C)ncc3F	CHEMBL3657547	pIC50=9.0
Cc1nn(cc1CN2CC[C@@H](O)C2)c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3	CHEMBL3622957	pIC50=9.0
Cn1cc2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc5C=CNC(=O)c35)cccc2n1	CHEMBL3262622	pIC50=9.0
Cn1cnc(c1)c2ccnc(Nc3cc(Cl)c4[nH]c(cc4c3)C(=O)N5CCC(CC5)N6CCCC6=O)n2	CHEMBL3664193	pIC50=9.0
Cn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c4cc(OC(F)F)ccc14	CHEMBL2346686	pIC50=9.0
Cn1ncc2ccc(cc12)c3cc(OCc4ncccc4C(=O)N)c5cccnc5c3	CHEMBL3653772	pIC50=9.0
N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5[nH]ccc45)n2	CHEMBL3262616	pIC50=9.0
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2	CHEMBL3416023	pIC50=9.0
Cc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3cnc(s3)[C@@]4(O)CCCCc5ccc(cc45)C(=O)O	CHEMBL3698413	pIC50=9.02
Cc1cc(Nc2cc(c(Cl)cn2)C(F)(F)F)nc(c1)c3cnc(s3)C4(O)CCCc5cc(ccc45)C(=O)O	CHEMBL3698448	pIC50=9.03
CN1CCN(CC1)C(=O)c2cc3cc(Nc4nccc(n4)c5cc(OCC(C)(C)CO)ccn5)ccc3[nH]2	CHEMBL3641570	pIC50=9.05
COc1cc(ccc1OCC2CCOCC2)c3cc4ncccc4c(OC[C@H]5CNC(=O)C5)n3	CHEMBL3696042	pIC50=9.05
COc1ccc(cn1)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2	CHEMBL3653750	pIC50=9.05
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4C(=O)NCCc4c3)[C@H]5CNC(=O)C5	CHEMBL3653781	pIC50=9.05
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4cnn(C)c4c3)[C@H]5CNC(=O)C5	CHEMBL3653770	pIC50=9.05
C[C@@H](Oc1cc(cc2ncccc12)c3cnc4OCCCc4c3)[C@H]5CNC(=O)C5	CHEMBL3653828	pIC50=9.05
Cc1cc(CC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)n1	CHEMBL3415595	pIC50=9.05
Cc1cc(Nc2nccc(n2)c3cn(C)cn3)cc4cc([nH]c14)C(=O)N	CHEMBL3664145	pIC50=9.05
Cc1cc(Nc2nccc(n2)c3cn(C)cn3)cc4cc([nH]c14)c5ocnn5	CHEMBL3668883	pIC50=9.05
CC(=O)Nc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3cnc(s3)[C@@]4(O)CCCc5cc(ccc45)C(=O)O	CHEMBL3698405	pIC50=9.08
CN1CCN(C2CCN(CC2)C(=O)c3cc4cc(Nc5nccc(n5)c6cn(C)cn6)cc(Cl)c4[nH]3)C1=O	CHEMBL3664185	pIC50=9.1
COC[C@H](N)CNc1cnc(C(=O)N)c(Nc2cc(C)cc(C)n2)c1	CHEMBL3415588	pIC50=9.1
COc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1	CHEMBL3415593	pIC50=9.1
COc1cc(cc(OC)c1OCCN2CCOCC2)c3cc4ncccc4c(O[C@H](C)[C@H]5CNC(=O)C5)n3	CHEMBL3695964	pIC50=9.1
Cc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3cnc(s3)C4(F)CCCc5cc(ccc45)C(=O)O	CHEMBL3698438	pIC50=9.11
CONC(=O)c1ccc2c(CCC[C@]2(O)c3ncc(s3)c4cc(C)cc(Nc5cc(ccn5)C(F)(F)F)n4)c1	CHEMBL3698433	pIC50=9.13
Cc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3cnc(s3)[C@@]4(O)CCCc5cc(ccc45)C(=O)NC#N	CHEMBL3698430	pIC50=9.13
Cc1cc(Nc2cc(ccn2)c3ccsc3)nc(c1)c4cnc(s4)C5(O)CCCc6cc(ccc56)C(=O)O	CHEMBL3698383	pIC50=9.14
CCOc1cc(cc(OCC)c1OCC)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3695998	pIC50=9.16
CC[C@@H](Oc1nc(cc2ncccc12)c3cc(OC)c(OCCN4CCOCC4)c(OC)c3)[C@H]5CNC(=O)C5	CHEMBL3695965	pIC50=9.16
CN1C(=O)COCC12CCN(CC2)C(=O)c3cc4cc(Nc5nccc(n5)c6cn(C)cn6)cc(Cl)c4[nH]3	CHEMBL3664189	pIC50=9.16
COc1c(F)cc(cc1F)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3695959	pIC50=9.16
COc1cc(cc2OCOc12)c3cc4ncccc4c(O[C@H](C)[C@H]5CNC(=O)C5)n3	CHEMBL3695966	pIC50=9.16
COc1cc(ccc1OC(C)C)c2cc3ncccc3c(OC[C@H]4CNC(=O)C4)n2	CHEMBL3696045	pIC50=9.16
COc1cc(ccc1O[C@@H]2CCCOC2)c3cc4ncccc4c(OC[C@H]5CNC(=O)C5)n3	CHEMBL3696003	pIC50=9.16
COc1ccc(cc1OC)c2cc3ncccc3c(NCC4=NNC(=O)N4)n2	CHEMBL3696010	pIC50=9.16
COc1cccc2[nH]c(cc12)c3nc(N[C@@H]4CCOC[C@@H]4N)cnc3C(=O)N	CHEMBL3415610	pIC50=9.16
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4nc(C)ccc4c3)[C@H]5CNC(=O)C5	CHEMBL3653762	pIC50=9.16
Cc1nn(cc1CN2C[C@@H](O)[C@@H](O)C2)c3ccnc(Nc4ccc5c(c4)c(nn5C)S(=O)(=O)C)n3	CHEMBL3657558	pIC50=9.16
Cc1cc(Nc2cc(OC3CCCC3)ccn2)nc(c1)c4cnc(s4)C5(O)CCCc6cc(ccc56)C(=O)O	CHEMBL3698387	pIC50=9.17
Cc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3cnc(s3)C4(O)CCCc5cc(ccc45)c6nnn[nH]6	CHEMBL3698426	pIC50=9.17
N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2	CHEMBL3416026	pKd=9.19
CCN(CC)C1CN(C1)C(=O)c2cc3cc(Nc4nccc(n4)c5cn(C)cn5)cc(Cl)c3[nH]2	CHEMBL3664181	pIC50=9.22
CN1C(=O)COCC12CCN(CC2)C(=O)c3cc4cc(Nc5nccc(n5)c6cn(C)cn6)cc(C)c4[nH]3	CHEMBL3664174	pIC50=9.22
CO[C@@H]1CN(Cc2cn(nc2C)c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3)C[C@@H]1O	CHEMBL3657556	pIC50=9.22
COc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)c1	CHEMBL3415599	pIC50=9.22
COc1cc(ccc1O)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2	CHEMBL3650450	pIC50=9.22
COc1ccc(cc1OC)c2cc(OCc3ncccc3C(=O)N)c4cccnc4c2	CHEMBL3653754	pIC50=9.22
COc1ccc(cc1OC)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2	CHEMBL3650447	pIC50=9.22
COc1ccnc(Nc2cc(C)cc(n2)c3cnc(s3)[C@]4(O)CCCc5cc(ccc45)C(=O)O)c1	CHEMBL3698444	pIC50=9.22
C[C@@H](Oc1cc(cc2ncccc12)c3ccc(OC4CCC4)nc3)[C@H]5CNC(=O)C5	CHEMBL3653818	pIC50=9.22
C[C@@H](Oc1cc(cc2ncccc12)c3ccc(nc3)C(F)F)[C@H]4CNC(=O)C4	CHEMBL3653848	pIC50=9.22
Cc1cc(Nc2cc(ccn2)C(C)(C)C)nc(c1)c3cnc(s3)C4(O)CCCc5cc(ccc45)C(=O)O	CHEMBL3698455	pIC50=9.25
Cc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3cnc(s3)C4(N)CCCc5cc(ccc45)C(=O)O	CHEMBL3698439	pIC50=9.26
CC(C)n1cc(cn1)c2cc(OCc3ncccc3C(=O)N)c4cccnc4c2	CHEMBL3653841	pIC50=9.3
COc1cc(OC)cc(c1)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3696028	pIC50=9.3
COc1cc(cc(Cl)c1OC)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3695952	pIC50=9.3
COc1cc(ccc1OC2CCOCC2)c3cc4ncccc4c(OC[C@H]5CNC(=O)C5)n3	CHEMBL3696002	pIC50=9.3
C[C@@H](Oc1cc(cc2ncccc12)c3ccc(cn3)C(F)(F)F)[C@H]4CNC(=O)C4	CHEMBL3653777	pIC50=9.3
Cc1cc(C)nc(Nc2cc(NCC3(N)CC3)cnc2C(=O)N)c1	CHEMBL3415587	pIC50=9.3
Cc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3cnc(s3)[C@]4(O)CCc5cc(ccc45)C(=O)O	CHEMBL3698418	pIC50=9.3
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(n3)C(F)(F)F)c2	CHEMBL3415592	pIC50=9.3
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(n2)c3cc4ccccc4[nH]3	CHEMBL3414584	pIC50=9.3
COc1cc(ccc1OC(C)C)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2	CHEMBL3650449	pIC50=9.4
COc1ccc(cc1OC)c2cc3ncccc3c(NCC4=NNC(=O)O4)n2	CHEMBL3696009	pIC50=9.4
COc1ccc(cn1)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3695990	pIC50=9.4
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4CCNCc4c3)[C@H]5CNC(=O)C5	CHEMBL3653829	pIC50=9.4
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4[nH]c(C)nc4c3)[C@H]5CNC(=O)C5	CHEMBL3653837	pIC50=9.4
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4[nH]c(nc4c3)C(F)(F)F)[C@H]5CNC(=O)C5	CHEMBL3653821	pIC50=9.4
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4ccccc4n3)[C@H]5CNC(=O)C5	CHEMBL3653763	pIC50=9.4
C[C@@H](Oc1cc(cc2ncccc12)c3ccccc3)[C@H]4CNC(=O)C4	CHEMBL3650441	pIC50=9.4
C[C@@H](Oc1nc(cc2ncccc12)c3ccc(cc3)C#N)[C@H]4CNC(=O)C4	CHEMBL3696053	pIC50=9.4
Cc1cc(CCC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)n1	CHEMBL3415604	pIC50=9.4
NC(=O)c1cccnc1COc2cc(cc3ncccc23)c4ccc(c(Cl)c4)C5(N)CC5	CHEMBL3653790	pIC50=9.4
CCC(Oc1nc(cc2ncccc12)c3ccc(OC)c(OC)c3)[C@H]4CNC(=O)C4	CHEMBL3696033	pIC50=9.52
CCOc1ccc(cn1)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2	CHEMBL3653797	pIC50=9.52
CC[C@@H](Oc1nc(cc2ncccc12)c3cc(OC)c(OC)c(OC)c3)[C@H]4CNC(=O)C4	CHEMBL3695985	pIC50=9.52
COc1ccc(cc1OC)c2cc3ncccc3c(OC[C@H]4CNC(=O)O4)n2	CHEMBL3696014	pIC50=9.52
COc1ccc(cc1OC)c2cc3ncccc3c(O[C@@H](C)C4CNC(=O)C4)n2	CHEMBL3696024	pIC50=9.52
COc1ccc(nc1)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2	CHEMBL3653816	pIC50=9.52
C[C@@H](Oc1cc(cc2ncccc12)c3ccc(CN4CCCCC4=O)cc3)[C@H]5CNC(=O)C5	CHEMBL3653783	pIC50=9.52
C[C@@H](Oc1cc(cc2ncccc12)c3ccc(CN4CCOCC4)cc3)[C@H]5CNC(=O)C5	CHEMBL3653771	pIC50=9.52
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4[nH]cnc4c3)[C@H]5CNC(=O)C5	CHEMBL3653769	pIC50=9.52
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4c(c3)ncn4C)[C@H]5CNC(=O)C5	CHEMBL3653822	pIC50=9.52
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4ncccc4c3)[C@H]5CNC(=O)C5	CHEMBL3653758	pIC50=9.52
CCN(Cc1ccc(cc1)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2)C(=O)C	CHEMBL3653796	pIC50=9.7
CCn1cc(cn1)c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c4cccnc4c2	CHEMBL3653806	pIC50=9.7
COCC[C@@H](Oc1nc(cc2ncccc12)c3ccc(OC)c(OC)c3)[C@H]4CNC(=O)C4	CHEMBL3696023	pIC50=9.7
COc1cc(cc(OC)c1OC)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3695979	pIC50=9.7
COc1ccc(cc1OC)c2cc3ncccc3c(O[C@@H]([C@H]4CNC(=O)C4)C(F)(F)F)n2	CHEMBL3696013	pIC50=9.7
C[C@@H](Oc1cc(cc2ncccc12)c3ccc(c(Cl)c3)C4(N)CC4)[C@H]5CNC(=O)C5	CHEMBL3653814	pIC50=9.7
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4c(c3)nc(C)n4C)[C@H]5CNC(=O)C5	CHEMBL3653833	pIC50=9.7
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4nc(C)sc4c3)[C@H]5CNC(=O)C5	CHEMBL3653813	pIC50=9.7
C[C@@H](Oc1cc(cc2ncccc12)c3cnn(C)c3)[C@H]4CNC(=O)C4	CHEMBL3653775	pIC50=9.7
C[C@@H](Oc1nc(cc2ncccc12)c3ccccc3)[C@H]4CNC(=O)C4	CHEMBL3696058	pIC50=9.7
Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)cc(OCC(C)(C)O)n1	CHEMBL3415597	pIC50=9.7
CC[C@@H](Oc1nc(cc2ncccc12)c3ccc(OC(C)C)c(OC)c3)[C@H]4CNC(=O)C4	CHEMBL3696047	pIC50=10.0
CC[C@@H](Oc1nc(cc2ncccc12)c3ccc(OC)c(OC)c3)[C@H]4CNC(=O)C4	CHEMBL3696035	pIC50=10.0
CC[C@@H](Oc1nc(cc2ncccc12)c3ccc(OC4CCOCC4)c(OC)c3)[C@H]5CNC(=O)C5	CHEMBL3696007	pIC50=10.0
COc1cc(cc(C)c1OC)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3696044	pIC50=10.0
COc1cc(ccc1OC(C)C)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3696046	pIC50=10.0
COc1ccc(cc1OC)c2cc3ncccc3c(OC([C@H]4CNC(=O)C4)C(F)(F)F)n2	CHEMBL3696011	pIC50=10.0
COc1ccc(cc1OC)c2cc3ncccc3c(O[C@H](C)[C@H]4CNC(=O)C4)n2	CHEMBL3696026	pIC50=10.0
C[C@@H](Oc1cc(cc2ncccc12)c3ccc(nc3)N4CCOCC4)[C@H]5CNC(=O)C5	CHEMBL3653776	pIC50=10.0
C[C@@H](Oc1cc(cc2ncccc12)c3ccc4NC(=O)OCc4c3)[C@H]5CNC(=O)C5	CHEMBL3653791	pIC50=10.0
C[C@@H](Oc1cc(cc2ncccc12)c3cnn(CCO)c3)[C@H]4CNC(=O)C4	CHEMBL3653846	pIC50=10.0
C[C@@H](Oc1cc(cc2ncccc12)c3cnn(CCOC(=O)C)c3)[C@H]4CNC(=O)C4	CHEMBL3653847	pIC50=10.0
C[C@@H](Oc1nc(cc2ncccc12)c3ccc(nc3)N4CCOCC4)[C@H]5CNC(=O)C5	CHEMBL3695989	pIC50=10.0
Cc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)c1	CHEMBL3415589	pIC50=10.0
Cc1cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)nc(C)c1c4cnn(C)c4	CHEMBL3415594	pIC50=10.0
Cc1nn(cc1CN2CC[C@@H](O)C2)c3cccc(Nc4ccc5c(c4)c(cn5C)C(=O)C(F)(F)F)n3	CHEMBL3657551	pIC50=10.0
Cc1nn(cc1CN2CC[C@@H](O)C2)c3ccnc(Nc4ccc5c(c4)c(cn5C)C(=O)C6CC6)n3	CHEMBL3657550	pIC50=10.0
N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(n3)n4nccn4)c2	CHEMBL3415606	pIC50=10.0
Cc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1	CHEMBL3415583	pIC50=10.22
Cc1cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)nc(n1)n4nccn4	CHEMBL3415598	pIC50=11.0
