CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	triptorelin	pEC50=9.025	pEC50=9.025	pEC50=9.025
CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	nafarelin	pKd=9.699	pKd=9.699	pKd=9.699
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	leuprorelin	pIC50=9.5229	pIC50=9.5229	pIC50=9.5229	pIC50=9.1
CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	abarelix	pKi=9.30000019	pKi=9.30000019	pKi=9.30000019
[H][C@]1(CC(=O)NC(=O)N1)C(=O)NC1=CC=C(C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](CC2=CN=CC=C2)NC(=O)[C@@H](CC2=CC=C(Cl)C=C2)NC(=O)[C@@H](CC2=CC3=C(C=CC=C3)C=C2)NC(C)=O)C(=O)N[C@H](CC2=CC=C(NC(N)=O)C=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(N)=O)C=C1	degarelix	pKi=8.77000046	pKi=8.77000046	pKi=8.77000046
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	buserelin
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	gonadorelin	pIC50=8.0	pIC50=8.0	pIC50=8.0
CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O	goserelin
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	histrelin
CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	cetrorelix	pKi=8.8	pKi=8.8	pKi=8.8
CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	ganirelix
CCC1CCC[C@@H](CCOc2c(c(O)nc3cc(Cl)c(cc23)C(=O)Nc4ccncn4)c5cc(C)cc(C)c5)N1	CHEMBL51841	pIC50=8.24
CCCC(=O)Nc1ccc(cc1)c2cc3N(Cc4ccccc4F)C=C(C(=O)OC(CC)CC)C(=O)n3c2CN(C)CCN(CC)CC	CHEMBL434995	pKi=8.24
CC(C)(C)c1ccc(cc1)c2nc3c(cccc3[nH]2)N4CCN(Cc5ccc6NC(=O)C(=O)N(Cc7cccnc7)c6c5)CC4	CHEMBL446978	pIC50=8.25
CC(C)CN(CC(C)C)C(=O)C(C)(C)c1ccc2[nH]c(c3cc(C)cc(C)c3)c([C@H](C)CNCCCCc4ccncc4)c2c1	CHEMBL316159	pIC50=8.25
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2[C@@H](C)COC2=O)[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3O)N(C)C4CCCC4)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]5N(CCc6ccc(Cl)c(Cl)c6)C(=O)O[C@]15C)OC	CHEMBL275935	pKi=8.25
COc1cccc(C2=CN(Cc3c(F)cccc3F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL191817	pKi=8.25
CC(C)(C)c1ccc(cc1)c2nc3c(cccc3[nH]2)N4CCN(CC5=CNC(=O)NC5=O)CC4	CHEMBL516479	pIC50=8.26
COc1cccc(c1)C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@@H](C)N(C)Cc4ccccn4)C2=O	CHEMBL112466	pKi=8.26
FC(F)(F)c1cnc(CNC(=O)c2ccc3N(C(C4CC4)C5(CCS(=O)(=O)CC5)c3c2)S(=O)(=O)c6ccc(Cl)cc6)c(Cl)c1	CHEMBL3358416	pIC50=8.26
CC(C)(C)c1ccc(cc1)c2nc3c(cccc3[nH]2)N4CCN(Cc5ccnc(n5)S(=O)(=O)C)CC4	CHEMBL494797	pIC50=8.28
CCNC(=O)Nc1ccc(cc1)c2nc3N(Cc4c(F)cccc4F)C=C(C(=O)OCC)C(=O)n3c2CN(CC(=O)NCC#C)Cc5ccccc5	CHEMBL235179	pKi=8.28
COc1cccc(c1)C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@@H](C)N(C)CCc4ccccn4)C2=O	CHEMBL321376	pKi=8.28
COc1cccc(c1)C2=C(C)N(Cc3ccccc3F)c4nc(c(CN(C)CCc5ccccn5)n4C2=O)C(C)(C)C	CHEMBL50546	pKi=8.28
C[C@H](CNCCC1=CC=CN(C)C1=O)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL313086	pIC50=8.28
CC(C)CN(CC(C)C)C(=O)c1ccc2[nH]c(c(CCNCCCCc3cccnc3)c2c1)c4cc(C)cc(C)c4	CHEMBL295376	pIC50=8.3
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3nc(c(CN(C)Cc4ccccc4)n3C1=O)c5ccc(NC(=O)C6CC6)cc5	CHEMBL65614	pIC50=8.3
CN(CCN1C(=O)N(Cc2c(F)cccc2F)C3=C(CN(Cc4ccc(C)cc4C)CC3)C1=O)CCc5ccccn5	CHEMBL235270	pKi=8.3
CN(CCN1C(=O)N(Cc2c(F)cccc2F)C3=C(CN(Cc4ccc(Cl)cc4C)CC3)C1=O)CCc5ccccn5	CHEMBL392605	pKi=8.3
COc1cccc(N2C(=O)N(C[C@H](N)c3ccccc3)C(=O)N(Cc4c(F)cccc4Cl)C2=O)c1F	CHEMBL180372	pKi=8.3
COc1cccc(c1)C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](C)N(C)CCc4ccccn4)C2=O	CHEMBL111820	pKi=8.3
CC(C)(C)c1ccc(cc1)c2nc3c(cccc3[nH]2)N4CCN(Cc5ccc6NC(=O)C(=O)Nc6c5)CC4	CHEMBL459215	pIC50=8.31
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](CO)NC4CCCC4)C2=O)c1F	CHEMBL407719	pKi=8.31
CCNC(=O)Nc1ccc(cc1)c2nc3N(Cc4c(F)cccc4F)C=C(C(=O)OCC)C(=O)n3c2CN(C)Cc5ccccc5	CHEMBL292291	pKi=8.32
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5(C)CC4CC(C)(C)C5)c6cc(C)cc(C)c6	CHEMBL86950	pIC50=8.32
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCCC4C5)c6cc(C)cc(C)c6	CHEMBL87000	pIC50=8.32
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCC(=O)O)c4F	CHEMBL449373	pKi=8.33
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3ccccc3Br)c4ccccc4F	CHEMBL179531	pKi=8.34
CCCc1cc(CCNC[C@@H](C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6)ccn1	CHEMBL325417	pIC50=8.34
COc1ccc(cc1)c2nc3N(Cc4ccccc4F)C(=C(C(=O)n3c2CN(C)CCc5ccccn5)c6cccc(OC)c6)C	CHEMBL297491	pKi=8.34
COc1cccc(C2=C3SCC(N3C(=O)N(CC(N)c4ccccc4)C2=O)c5ccccc5F)c1Cl	CHEMBL360126	pKi=8.35
COc1cccc(C2=C3SCC(N3C(=O)N(C[C@H](N)c4ccccc4)C2=O)c5ccccc5F)c1Cl	CHEMBL513346	pKi=8.35
COc1cccc(c1)C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](C)NC4CCCC4)C2=O	CHEMBL259907	pKi=8.35
CCS(=O)(=O)N1CCN(CC1)C(=O)C(C)(C)c2ccc3[nH]c(c4cc(C)cc(C)c4)c([C@H](C)CNCCCCc5ccncc5)c3c2	CHEMBL312995	pIC50=8.36
COc1cccc(C2=C(C)N(Cc3c(F)cccc3[S+](C)[O-])C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL466730	pKi=8.36
CC(C)(C)c1ccc(cc1)c2cn3cccc(N4CCN(CC5=CNC(=O)NC5=O)CC4)c3n2	CHEMBL1091209	pIC50=8.37
CC(C)(C)NC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(Cl)cc4	CHEMBL183779	pIC50=8.38
CC[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OC)c3F)C)NC4CCCC4	CHEMBL401632	pKi=8.38
COC(=O)C(C)(C)c1nc2N(Cc3ccccc3F)C(=C(C(=O)n2c1CN(C)Cc4ccccn4)c5cccc(OC)c5)C	CHEMBL299348	pKi=8.38
COC(=O)CCCN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OC)c3F)C)c4ccccc4	CHEMBL510285	pKi=8.38
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCCC(=O)O)c4	CHEMBL449468	pKi=8.39
CCC(CC)N[C@@H](C)CN1C(=O)N(Cc2c(F)cccc2F)C(=C(C1=O)c3cccc(OC)c3F)C	CHEMBL279885	pKi=8.39
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@@H](C4CCCCC4)N(C)C)C2=O)c1F	CHEMBL119774	pKi=8.39
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3ccccc3C(F)(F)F)c4ccccc4F.OC(=O)C(F)(F)F	CHEMBL308289	pKi=8.4
CCC(CC)OC(=O)C1=CN(Cc2ccccc2F)c3cc(c(CN(C)Cc4ccccc4)n3C1=O)c5ccc(NC(=O)C)cc5	CHEMBL130400	pKi=8.4
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(N)cc5	CHEMBL435974	pIC50=8.4
N[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C=C(C1=O)c3ccccc3C(F)(F)F)c4ccccc4	CHEMBL372680	pKi=8.4
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3cc(F)ccc3C(F)(F)F)c4ccccc4F	CHEMBL362065	pKi=8.41
Oc1nc2cc(Cl)c(cc2c(OCC[C@@H]3CCCCN3)c1c4ccc(Cl)s4)C(=O)Nc5ccncn5	CHEMBL48249	pIC50=8.41
CCCC(=O)Nc1ccc(cc1)c2cc3N(Cc4ccccc4F)C=C(C(=O)OC(CC)CC)C(=O)n3c2CN(C)Cc5ccccc5	CHEMBL335647	pKi=8.42
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5ccncc5.OC(=O)C(F)(F)F	CHEMBL343396	pIC50=8.42
CC[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OC)c3Cl)C)NC4CCCC4	CHEMBL404180	pKi=8.43
COc1cccc(C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N(C)CCCC(=O)O)c4ccccc4)C2=O)c1F	CHEMBL503705	pKi=8.43
CC1CCC(C)N1C(=O)c2ccc3[nH]c(c(CCNCCCCc4cccnc4)c3c2)c5cc(C)cc(C)c5	CHEMBL50380	pIC50=8.44
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](C)NC4CCC4)C2=O)c1F	CHEMBL179600	pKi=8.44
CS(=O)(=O)c1cccc(F)c1CN2C=C(C(=O)N(C[C@H](NCCCC(=O)O)c3ccccc3)C2=O)c4ccccc4Cl	CHEMBL508020	pKi=8.44
C[C@H](CNCCCCc1ccc2cnccc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL352782	pIC50=8.44
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5ccccn5.OC(=O)C(F)(F)F	CHEMBL138999	pIC50=8.44
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(NC(=O)N)cc1)NC(=O)[C@H](Cc2ccc(NC(=O)C(N)CCN)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(Cl)cc4)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N7CCC[C@H]7C(=O)N[C@H](C)C(=O)O	CHEMBL411987	pIC50=8.45
CN1C(=O)C(=O)Nc2ccc(CN3CCN(CC3)c4cccc5[nH]c(nc45)c6ccc(cc6)C(C)(C)C)cc12	CHEMBL513998	pIC50=8.46
COc1cccc(C2=CN(Cc3c(F)cccc3S(=O)(=O)C)C(=O)N(C[C@H](NCCCC(=O)O)c4ccccc4)C2=O)c1F	CHEMBL453167	pKi=8.47
OC(=O)CCCN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C=C(C1=O)c3ccccc3Cl)c4ccccc4	CHEMBL450471	pKi=8.47
CCCCCCNC(=O)C1=CN(Cc2ccccc2F)c3cc(c(CN(C)CCc4ccccn4)n3C1=O)c5ccc(NC(=O)CCC)cc5	CHEMBL340156	pKi=8.48
CCc1cc(CCNC[C@@H](C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6)ccn1	CHEMBL432450	pIC50=8.48
Fc1ccc(cc1)S(=O)(=O)N2C(C3CC3)C4(CCS(=O)(=O)CC4)c5cc(ccc25)C(=O)NCc6ncc(Cl)cc6C(F)(F)F	CHEMBL3358413	pIC50=8.48
N[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C=C(C1=O)c3ccc(COC(=O)C4CC4)cc3)c5ccccc5	CHEMBL508435	pKi=8.48
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(NC(=O)N)cc1)NC(=O)[C@H](Cc2ccc(NC(=O)C(N)CN)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(Cl)cc4)NC(=O)[C@H](N)Cc5ccc6ccccc6c5)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N7CCC[C@H]7C(=O)N[C@H](C)C(=O)O	CHEMBL266420	pIC50=8.5
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5ccncn5.OC(=O)C(F)(F)F	CHEMBL341809	pIC50=8.5
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4cccc(C)c4F	CHEMBL180262	pKi=8.51
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3ccccc3C(F)(F)F)c4ccccc4F	CHEMBL360367	pKi=8.51
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccc(C)s4	CHEMBL365012	pKi=8.52
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3nc(c(CN(C)Cc4ccccc4)n3C1=O)c5ccc(NC(=O)C=C)cc5	CHEMBL292773	pIC50=8.52
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3nc(c(CN(C)Cc4ccccc4)n3C1=O)c5ccc(NC(=O)c6cocc6)cc5	CHEMBL304633	pIC50=8.52
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(CCN(C)CCc4ccccn4)C2=O)c1F	CHEMBL417645	pKi=8.52
COc1cccc(N2C(=O)N(C[C@H](N)c3ccccc3)C(=O)N(Cc4c(F)cccc4C(F)(F)F)C2=O)c1F	CHEMBL175711	pKi=8.52
C[C@H](CNCCCc1ccc2ncccc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168649	pIC50=8.52
CC(C)C(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccc5)c6ccccc6	CHEMBL280213	pKi=8.54
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5cc(C)ns5.OC(=O)C(F)(F)F	CHEMBL341717	pIC50=8.54
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccccc4Cl	CHEMBL426783	pKi=8.55
CCC(CC)OC(=O)C1=CN(Cc2ccccc2F)c3cc(c(CN(C)CCc4ccccn4)n3C1=O)c5ccc(NC(=O)C)cc5	CHEMBL308910	pKi=8.55
CCN(C1CCCCC1)C(=O)c2ccc3[nH]c(c(CCNCCCCc4ccncc4)c3c2)c5cc(C)cc(C)c5	CHEMBL449351	pIC50=8.55
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(cc3c2OCCC4CCCCN4)C(=O)Nc5cc(C)ncn5.OC(=O)C(F)(F)F	CHEMBL336884	pIC50=8.55
CCCC(=O)Nc1ccc(cc1)c2cc3N(Cc4ccccc4F)C=C(C(=O)OC(CC)CC)C(=O)n3c2CN(C)CCc5ccccn5	CHEMBL419998	pKi=8.57
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CCC5(CCCC5)CC4)c6cc(C)cc(C)c6	CHEMBL420051	pIC50=8.57
Cc1ccc(C2=CN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c(Cl)c1	CHEMBL365561	pKi=8.59
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(NC(=O)N)cc1)NC(=O)[C@H](Cc2ccc(NC(=O)NC(=O)[C@@H](N)CC(=O)N)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(Cl)cc4)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N7CCC[C@H]7C(=O)N[C@H](C)C(=O)O	CHEMBL439879	pIC50=8.6
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](C4CCCC4)N(C)C)C2=O)c1F	CHEMBL333850	pKi=8.62
C[C@H](CNCCCc1cccc2ncccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL166843	pIC50=8.62
CCN(C1CCCCC1)C(=O)c2ccc3[nH]c(c(CCNCCCCc4cccnc4)c3c2)c5cc(C)cc(C)c5	CHEMBL290991	pIC50=8.64
CCN1C=C(CN2CCN(CC2)c3cccn4cc(nc34)c5ccc(cc5)C(C)(C)C)C(=O)NC1=O	CHEMBL1091579	pIC50=8.64
COc1cccc(C2=NN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1Cl	CHEMBL539167	pKi=8.64
COc1cccc(c1)N2CN(Cc3c(F)cccc3F)C(=O)N(C[C@H](N)c4ccccc4)C2=O	CHEMBL2113012	pKi=8.64
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(NC(=O)NC4CC4)cc3c2OCC[C@@H]5CCCCN5	CHEMBL297269	pIC50=8.64
Cc1onc(NC(=O)c2cc3c(OCCC4CCCCN4)c(c(O)nc3cc2Cl)c5cc(C)cc(C)c5)c1.OC(=O)C(F)(F)F	CHEMBL139993	pIC50=8.64
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(NC(=O)N)cc1)NC(=O)[C@H](Cc2ccc(NC(=O)NC(=O)[C@H](N)CC(=O)N)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(Cl)cc4)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N7CCC[C@H]7C(=O)N[C@H](C)C(=O)O	CHEMBL409138	pIC50=8.65
COc1cccc(C2=CN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](NCCCC(=O)O)c4ccccc4)C2=O)c1F	CHEMBL509075	pKi=8.66
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCCCC(=O)O)c4	CHEMBL453441	pKi=8.68
CCCC(=O)Nc1ccc(cc1)c2cc3N(Cc4ccccc4F)C=C(C(=O)OC(CC)CC)C(=O)n3c2CN(C)CCc5ccccc5	CHEMBL337919	pKi=8.68
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](NCCCC(=O)O)c4ccccc4)C2=O)c1F	CHEMBL506877	pKi=8.68
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC(CC5)C4)c6cc(C)cc(C)c6	CHEMBL315909	pIC50=8.68
C[C@H](CNCCCCc1cncc2ccccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL435262	pIC50=8.68
C[C@H](CNCCCc1cncc2ccccc12)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168655	pIC50=8.68
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(NC(=O)N)cc1)NC(=O)[C@H](Cc2ccc(NC(=O)C3CCNC(=O)N3)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@@H](Cc5ccc(Cl)cc5)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N8CCC[C@H]8C(=O)N[C@H](C)C(=O)N	CHEMBL414514	pIC50=8.7
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(NC(=O)N)cc1)NC(=O)[C@H](Cc2ccc(NC(=O)[C@@H]3CCC(=O)N3)cc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@@H](Cc5ccc(Cl)cc5)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N8CCC[C@H]8C(=O)N[C@H](C)C(=O)O	CHEMBL402671	pIC50=8.7
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccc(Cl)s4	CHEMBL363759	pKi=8.7
CCOC(=O)C1=CN(Cc2ccccc2)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C)cc5	CHEMBL211098	pIC50=8.7
CCOC(=O)C1=CN(Cc2ccccc2)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(cc5)N(C)C(=O)NC	CHEMBL264574	pIC50=8.7
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2[C@@H](C)COC2=O)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)CC4CC4)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]5N(CCc6ccc(Cl)c(Cl)c6)C(=O)O[C@]15C)OC	CHEMBL303274	pKi=8.7
CN1[C@H](CCOc2c(c(O)nc3cc(Cl)c(cc23)C(=O)Nc4ccncn4)c5cc(C)c(C)c(C)c5)CCC[C@@H]1C(F)(F)F	CHEMBL365366	pIC50=8.7
C[C@H](CNC(=O)N1CCC(C1)c2ccccc2)c3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL250569	pIC50=8.7
C[C@H](CNCCc1ccc2[nH]c(O)nc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL165456	pIC50=8.7
Cc1cc(C)cc(c1)c2c(O)nc3cc(Cl)c(NC(=O)c4cnccn4)cc3c2OCC[C@@H]5CCCCN5	CHEMBL46312	pIC50=8.7
