NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=7.0222764	pIC50=7.0222764	pIC50=7.0222764
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=6.55
ONC(=O)c1ccc(cc1)N2CCN(C2=O)c3cccnc3	CHEMBL3334992	pIC50=6.74
ONC(=O)c1cnc(Nc2cccc(Cl)c2)nc1	CHEMBL3652237	pIC50=6.74
CC(=O)CCCCC[C@H](NS(=O)(=O)c1ccc(cc1)C#N)c2ncc([nH]2)c3ccccc3	CHEMBL472064	pIC50=6.75
CC(C)C[C@H]1CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1	CHEMBL569306	pIC50=6.75
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCN(CC(C)C)C(=O)CN(CCc2c[nH]c3ccccc23)C1=O	CHEMBL2170019	pIC50=6.75
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NC(CO)C(C)C	CHEMBL3689787	pIC50=6.75
CCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1CN(CC)CC	CHEMBL3689832	pIC50=6.75
CN(c1ccc(OCCCCCC(=O)NO)cc1)c2ncnc3ccccc23	CHEMBL3774993	pIC50=6.75
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccccc3Cl	CHEMBL485955	pIC50=6.75
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3csc4ccccc34	CHEMBL519541	pIC50=6.75
CN1CCC(CNCc2ccc(cc2)C(=O)Nc3cc(ccc3O)c4ccccc4)C1	CHEMBL3664124	pIC50=6.75
COc1cc2ncnc(Nc3ccc(cc3)C(=O)Nc4cc(ccc4N)c5cccs5)c2cc1OC	CHEMBL3700344	pIC50=6.75
COc1ccc(cc1)c2noc(CNCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL3421739	pIC50=6.75
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)C)C(=O)Nc3ccccc3)c2c1	CHEMBL384993	pIC50=6.75
Cc1cscc1c2ccc(N)c(NC(=O)c3ccc(CNc4ccncc4)cc3)c2	CHEMBL3664088	pIC50=6.75
Cc1nc2ccccn2c1\C=C\C(=O)NCCc3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL3593307	pIC50=6.75
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CS3)c4ccc(O)cc4)cc2	CHEMBL2407719	pIC50=6.75
Nc1ccccc1NC(=O)c2ccc(CNc3cccc(n3)c4cccnc4)cc2	CHEMBL481996	pIC50=6.75
ON(CCCCCC(C(=O)Nc1ccc2ncccc2c1)C(=O)Nc3ccc4ncccc4c3)C=O	CHEMBL336935	pIC50=6.75
CC(C)Cc1nc2cc(\C=C\C(=O)NO)ccc2n1CC(C)(C)CN(C)C	CHEMBL1830394	pIC50=6.76
CN(C)CCn1c(nc2cc(\C=C\C(=O)NO)ccc12)C3CC3c4ccccc4	CHEMBL1830412	pIC50=6.76
CN(c1ccc(OCC(=O)NO)cc1)c2nc(C)nc3ccccc23	CHEMBL3775521	pIC50=6.76
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H](C)NC(=O)C	CHEMBL227663	pIC50=6.76
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccccc4OCCCCCCCC(=O)NO)c5cc6OCOc6cc25	CHEMBL2442693	pIC50=6.76
Cc1nc2ccccn2c1\C=C\C(=O)NCc3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL3593246	pIC50=6.76
ONC(=O)\C=C\c1ccc2[nH]c(CCc3ccccc3)nc2c1	CHEMBL515906	pIC50=6.76
ONC(=O)c1cc2cc(CNc3ccccc3)ccc2s1	CHEMBL248382	pIC50=6.76
ONC(=O)c1cnc(NCCc2ccc(Cl)cc2)nc1	CHEMBL3655927	pIC50=6.76
CC(=Cc1sc(nc1C(=O)NCCCCC(=O)NO)c2nccs2)C	CHEMBL3287264	pIC50=6.77
CC1(C)CN(CCN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL438121	pIC50=6.77
CCN(CC)CCn1c(nc2cc(\C=C\C(=O)NO)ccc12)C3CC3c4ccccc4	CHEMBL1830411	pIC50=6.77
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCCCC(=O)NO)nn5)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	CHEMBL499994	pIC50=6.77
COc1cc(Cn2c(CCc3ccccc3)nc4cc(CCC(=O)NO)ccc24)cc(OC)c1OC	CHEMBL464719	pIC50=6.77
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)N(C)C)c3ncc([nH]3)c4ccc5ccccc5c4)c2c1	CHEMBL456213	pIC50=6.77
Cc1ccc(NC(=O)c2ccc(cc2)C(=O)NO)cc1Nc3ncc(s3)c4cccnc4	CHEMBL521652	pIC50=6.77
Cc1ccc(NC(=O)c2ccc(cc2)C(=O)Nc3ccccc3N)cc1Nc4ncc(s4)c5cccnc5	CHEMBL515432	pIC50=6.77
Cc1noc(c1CCN2Cc3ccc(\C=C\C(=O)NO)cc3C2)c4ccccc4	CHEMBL1808646	pIC50=6.77
Nc1cc(nc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)n1)c4cccnc4	CHEMBL517370	pIC50=6.77
Nc1ccccc1NC(=O)c2ccc(CCNC(=O)\C=C\c3c[nH]c4ccccc34)cc2	CHEMBL3593309	pIC50=6.77
OCCCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL474152	pIC50=6.77
OCCCn1c(COCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL442585	pIC50=6.77
CC(C)(C)OC(=O)N1C2CCC1CN(C2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL237774	pIC50=6.78
CC(C)n1c(CN(C)c2ncc(cn2)C(=O)NO)nc3c(nc(nc13)c4ccc(N)cc4)N5CCOCC5	CHEMBL3827881	pIC50=6.78
CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)N[C@H](C(C)C)c2nc(cs2)C(=O)N\C(=C/C)\C(=O)N[C@@H](C(C)C)C(=O)O1	CHEMBL3622728	pIC50=6.78
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCCNC(C)C	CHEMBL1830395	pIC50=6.78
CCn1c(CCNS(=O)(=O)c2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648312	pIC50=6.78
CCn1c(Cc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648288	pIC50=6.78
COc1cc(CN2C(CCc3ccccc3)Nc4cc(CCC(=O)NO)ccc24)cc(O)c1OC	CHEMBL3648311	pIC50=6.78
Nc1ccccc1NC(=O)c2ccc(nc2)N3CC4CC3CN4C(=O)CCc5ccccc5	CHEMBL399003	pIC50=6.78
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCN(CC3)C(=O)OCc4ccccc4	CHEMBL236680	pIC50=6.78
ONC(=O)\C=C\c1ccc2c(c1)ncn2CCN3CCCCC3	CHEMBL3648286	pIC50=6.78
CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c2ncc([nH]2)c3cc(OC)c4ccccc4n3	CHEMBL2448570	pIC50=6.79
CCCC(=S)SCC(=O)c1ccc(NC(=O)C)cc1	CHEMBL482765	pIC50=6.79
CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)NCc2nc(cs2)C3=N[C@@](CC)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O1	CHEMBL1171465	pIC50=6.79
CC(=O)CCCCC[C@H](NC(=O)c1cccc(c1)C#N)c2ncc([nH]2)c3ccccc3	CHEMBL470576	pIC50=6.8
CCC(CC)CNCc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689826	pIC50=6.8
CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)NCc2nc(cs2)C(=O)N\C(=C/C)\C(=O)N[C@@H](C(C)C)C(=O)O1	CHEMBL3622730	pIC50=6.8
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCC(F)(F)F	CHEMBL3689783	pIC50=6.8
CCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1C3CCCN(C)C3	CHEMBL1830408	pIC50=6.8
CCCCNCc1c(C)nc2cc(\C=C\C(=O)NO)ccn12	CHEMBL3689802	pIC50=6.8
CCCCNCc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689807	pIC50=6.8
CCCCNCc1c(nc2cc(\C=C\C(=O)NO)ccn12)c3ccccc3	CHEMBL3689799	pIC50=6.8
CCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1CN(CC)CC(C)(C)C	CHEMBL3689872	pIC50=6.8
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3736293	pIC50=6.8
CN(C)CCCCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL474349	pIC50=6.8
CN(CCCCC1=CCCC=C1)c2ccc(\C=C\C(=O)NO)cc2N	CHEMBL3648310	pIC50=6.8
COc1ccc(Br)c(Cn2cc(CCCCC(=O)NO)nn2)c1	CHEMBL2381739	pIC50=6.8
COc1ccc(cc1OCCCCCC(=O)NO)N(C)c2nc(C)nc3ccccc23	CHEMBL3774890	pIC50=6.8
C[C@@H]1C[C@H](OC(=O)Nc2ccc(cc2)C#C)[C@@H]3[C@@H](CC[C@@H]4C[C@H](CC(=O)O4)O[Si](C)(C)C(C)(C)C)[C@@H](C)C=CC3=C1	CHEMBL3704922	pIC50=6.8
C[C@@H]1C[C@H](OC(=O)Nc2ccc(cc2)c3cn(CCCCCCC(=O)NO)nn3)[C@@H]4[C@@H](CC[C@@H]5C[C@H](CC(=O)O5)O[Si](C)(C)C(C)(C)C)[C@@H](C)C=CC4=C1	CHEMBL2347010	pIC50=6.8
FC(F)(F)C(=O)CCCCCNC(=O)c1nc(sc1C2CC2)c3nccs3	CHEMBL3770531	pIC50=6.8
NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2nc(cs2)c3ccccc3	CHEMBL473836	pIC50=6.8
Nc1ccc(cc1NC(=O)c2cccnc2)c3cocc3	CHEMBL255594	pIC50=6.8
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccc(nc4)C#N)cc2	CHEMBL479637	pIC50=6.8
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3	CHEMBL499776	pIC50=6.8
ON(CCCCCC(C(=O)Nc1cnc2ccccc2c1)C(=O)Nc3cnc4ccccc4c3)C=O	CHEMBL140525	pIC50=6.8
ONC(=O)CCCCC=C(c1ccccn1)c2ccccn2	CHEMBL3675756	pIC50=6.8
ONC(=O)CCCCCCN(CCCc1ccccc1)CCc2ccccc2	CHEMBL270476	pIC50=6.8
ONC(=O)CCCCNC(=O)c1nc(sc1c2ccccc2Cl)c3nccs3	CHEMBL3287260	pIC50=6.8
ONC(=O)\C=C\c1ccc(s1)C(=O)Nc2cccc(Nc3ncc(s3)c4cccnc4)c2	CHEMBL523684	pIC50=6.8
ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)c3ccc(cc3)C(F)(F)F	CHEMBL1808638	pIC50=6.8
ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)c3cccc(c3)C(F)(F)F	CHEMBL1808639	pIC50=6.8
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCCn4ccnc4	CHEMBL523601	pIC50=6.8
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2CC4CCNCC4	CHEMBL1095076	pIC50=6.8
ONC(=O)c1cnc(NC2(CC2)c3ccccc3C(F)(F)F)nc1	CHEMBL3655968	pIC50=6.8
ONC(=O)c1cnc(Nc2cc(F)cc(c2)C(F)(F)F)nc1	CHEMBL3655909	pIC50=6.8
Oc1ccc(cc1NC(=O)c2ccc(CNC3Cc4ccccc4C3)cc2)c5ccccc5	CHEMBL3664122	pIC50=6.8
SCCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NC2CCCC2	CHEMBL3356931	pIC50=6.8
CCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC	CHEMBL1830415	pIC50=6.81
COc1cc(Nc2ncc(cn2)C(=O)NO)cc(OC)c1	CHEMBL3652243	pIC50=6.81
Nc1ccccc1NC(=O)c2ccc(CCNC(=O)\C=C\c3cnc4cccnn34)cc2	CHEMBL3593304	pIC50=6.81
Nc1ccccc1NC(=O)c2ccc(CCNc3nccc(n3)c4cnc5ncccn45)cc2	CHEMBL2312461	pIC50=6.81
ONC(=O)c1cc2cc(NCCc3ccccc3)ccc2s1	CHEMBL245554	pIC50=6.81
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3coc(CNC(=O)C[C@H](OC1=O)\C=C\CCSSCC\C=C\[C@@H]4CC(=O)NCc5occ(n5)C6=N[C@@](C)(CS6)C(=O)N[C@@H](C(C)C)C(=O)O4)n3	CHEMBL2436596	pIC50=6.82
CCC(=O)CCCCC[C@@H]1NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCCC(=O)CC)NC1=O	CHEMBL569288	pIC50=6.82
CCCCS(=O)(=O)N1Cc2ccc(\C=C\C(=O)NO)cc2C1	CHEMBL1808627	pIC50=6.82
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CC(C)(C)CN(C)C	CHEMBL1830393	pIC50=6.82
CCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1CN(CC)CC(CC)CC	CHEMBL3689874	pIC50=6.82
CN(C)CCCCN1C(CCc2ccccc2)Nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648309	pIC50=6.82
COC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)C(=O)NCCc3c([nH]c4ccccc34)c5ccccc5	CHEMBL385550	pIC50=6.82
COc1cc(Nc2c(CCc3ccccc3)nc4ccc(\C=C\C(=O)NO)cn24)cc(OC)c1OC	CHEMBL3689762	pIC50=6.82
Cc1onc(C)c1c2cc(NC(=O)CCCCCCC(=O)NO)cc(c2)C(=O)c3ccccc3	CHEMBL3818594	pIC50=6.82
NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2nc(cs2)c3ccc(Cl)cc3	CHEMBL475391	pIC50=6.82
ONC(=O)CCCCCCC(=O)c1cccnc1	CHEMBL98911	pIC50=6.82
ONC(=O)CCCCCCN(c1ccccn1)c2cc(OCc3ccccc3)ccn2	CHEMBL3675765	pIC50=6.82
ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)c3cccnc3	CHEMBL1808633	pIC50=6.82
ONC(=O)c1ccc(cc1)N2CCN(C2=O)c3cnc4ccccc4c3	CHEMBL3334993	pIC50=6.82
Oc1ccc(cc1NC(=O)c2ccc(CNC3CCCC3)cc2)c4ccccc4	CHEMBL3664093	pIC50=6.82
SCCCCCCNC(=O)c1cc(n[nH]1)c2c[nH]c3ccccc23	CHEMBL3759322	pIC50=6.82
CC1(C)CN(CCN1S(=O)(=O)c2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL237328	pIC50=6.83
CCc1ccc(NC(=O)CCCCC(=O)NO)cc1	CHEMBL1093042	pIC50=6.83
ONC(=O)c1cnc(NC2(CC2)c3ccc(cc3)C(F)(F)F)nc1	CHEMBL3656004	pIC50=6.83
ONC(=O)c1cnc(NC2(CC2)c3cccs3)nc1	CHEMBL3655975	pIC50=6.83
CC(C)Cc1sc(nc1C(=O)NCCCCC(=O)NO)c2nccs2	CHEMBL3287250	pIC50=6.84
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(Cc4ccc(cc4)c5cn(CCCCCC(=O)NO)nn5)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3735707	pIC50=6.84
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL509089	pIC50=6.84
CN1CCc2c(C1)c3ccccc3n2Cc4ccc(cc4)C(=O)NO	CHEMBL2018302	pIC50=6.84
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccccc4OCCCCCC(=O)NO)c5cc6OCOc6cc25	CHEMBL2442799	pIC50=6.84
Cn1c(CNC(=O)Cc2ccc(F)cc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648308	pIC50=6.84
ONC(=O)CCCCCCNC(=O)NC(=O)c1ccccc1	CHEMBL1083440	pIC50=6.84
ONC(=O)CCCCc1ccn(Cc2cccc(Nc3ccccc3)c2)n1	CHEMBL3335301	pIC50=6.84
ONC(=O)c1cc2cc(CNCc3ccccc3)ccc2s1	CHEMBL248384	pIC50=6.84
CC(=O)CCCCC[C@H](NC(=O)c1cncs1)c2ncc([nH]2)c3ccccc3	CHEMBL469741	pIC50=6.85
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NC(C)(C)C	CHEMBL3689782	pIC50=6.85
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCC#C	CHEMBL3689786	pIC50=6.85
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCC(C)(C)CN(C)C	CHEMBL3689795	pIC50=6.85
CCNC(=S)SCC(=O)c1ccc(NC(=O)C)cc1	CHEMBL481297	pIC50=6.85
CN1C[C@H]([C@@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)C(=O)Nc4ccc(Cl)cc4	CHEMBL2177588	pIC50=6.85
COP(=O)(Cc1cccc(c1)C(=O)Nc2cc(ccc2N)c3cccs3)c4ccccc4	CHEMBL471455	pIC50=6.85
C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc4ccc(\C=C\C(=O)NO)cc4	CHEMBL3526395	pIC50=6.85
C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C	CHEMBL3310505	pIC50=6.85
Cc1ccc(cc1)c2noc(CCCCCCC(=O)Nc3ccccc3N)n2	CHEMBL3585970	pIC50=6.85
Cl.Cl.CC(=O)CCCCC[C@H](NC(=O)CCN1CCCCC1)C(=O)Nc2cnc3ccccc3c2	CHEMBL1203958	pIC50=6.85
Cn1cnc(c1)S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2	CHEMBL1808634	pIC50=6.85
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)Cc3cccnc3)cc2)c4ccccc4	CHEMBL3664074	pIC50=6.85
Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	CHEMBL2057823	pIC50=6.85
Nc1ccc(cc1NC(=O)c2cccnc2)c3ccc(F)cc3	CHEMBL257656	pIC50=6.85
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccc(OCCN5CCOCC5)c4)cc2	CHEMBL515292	pIC50=6.85
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccn[nH]4)cc2	CHEMBL481805	pIC50=6.85
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4nccs4)cc2	CHEMBL520084	pIC50=6.85
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCN(C4CCC34)C(=O)OCc5ccccc5	CHEMBL238213	pIC50=6.85
ONC(=O)CCCCCC(c1c[nH]c2ccc(cc12)[N+](=O)[O-])c3c[nH]c4ccc(cc34)[N+](=O)[O-]	CHEMBL561604	pIC50=6.85
ONC(=O)c1cc2cc(NC(=O)c3cccc4ccccc34)ccc2s1	CHEMBL261829	pIC50=6.85
ONC(=O)c1cnc(NC2(CCC2)c3ccccc3)nc1	CHEMBL3655999	pIC50=6.85
CN1C(CNC(=O)c2ccncc2)Nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648307	pIC50=6.86
CN1CCC(CC1)c2ccc(cc2)C(=O)Nc3ccccc3N	CHEMBL254360	pIC50=6.86
Nc1ccc(F)cc1NC(=O)c2ccc(CNC(=O)\C=C\c3cnc4cccnn34)cc2	CHEMBL3593311	pIC50=6.86
Nc1cccc(c1)c2csc(NC(=O)CCCCc3onc(c3)C(=O)NO)n2	CHEMBL511432	pIC50=6.86
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCn4c(C3)ncc4c5ccccc5	CHEMBL238212	pIC50=6.86
CC(C)C[C@H]1CC(=O)NC(C)(C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1	CHEMBL569446	pIC50=6.87
CCN(CC)CCn1c(CC(C)(C)C)nc2cc(\C=C\C(=O)NO)ccc12	CHEMBL1830398	pIC50=6.87
Cc1nc2ccccn2c1c3ccnc(NCc4ccc(cc4)C(=O)Nc5ccc(F)cc5N)n3	CHEMBL2312463	pIC50=6.87
ONC(=O)CCCCCCCC(=O)c1ccccc1	CHEMBL99810	pIC50=6.87
ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c[nH]c4ccccc34)c(F)c1	CHEMBL1093051	pIC50=6.87
ONC(=O)c1cnc(Nc2cc(F)cc(F)c2)nc1	CHEMBL3652238	pIC50=6.87
Cc1cc(F)cc(Nc2ncc(cn2)C(=O)NO)c1	CHEMBL3655907	pIC50=6.88
Cc1nc2ccccn2c1c3ccnc(NCCc4ccc(cc4)C(=O)Nc5ccccc5N)n3	CHEMBL2312460	pIC50=6.88
Nc1cc(F)ccc1NC(=O)c2ccc(CNC(=O)\C=C\c3cnc4cccnn34)cc2	CHEMBL3593310	pIC50=6.88
ONC(=O)CCCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1	CHEMBL3339009	pIC50=6.88
ONC(=O)CCCCC[C@H](NC(=O)C1CCCNC1=O)C(=O)Nc2ccccc2	CHEMBL3098692	pIC50=6.88
ONC(=O)\C=C\c1ccc2nc(CCc3ccc(F)cc3)[nH]c2c1	CHEMBL3648281	pIC50=6.88
SCCCCCCNC(=O)c1cc(n[nH]1)c2ccc3ccccc3c2	CHEMBL3759836	pIC50=6.88
CC(=O)CCCCC[C@H](NS(=O)(=O)c1ccc(c(F)c1)[N+](=O)[O-])c2ncc([nH]2)c3ccccc3	CHEMBL511270	pIC50=6.89
CC(C)(C)NCc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689827	pIC50=6.89
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCCCC	CHEMBL3689781	pIC50=6.89
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCCOC	CHEMBL3689784	pIC50=6.89
CCCCCN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689844	pIC50=6.89
CCCN(Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C)CC(C)(C)C	CHEMBL3689867	pIC50=6.89
CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OCc6cn(CCCCCC(=O)NO)nn6)cc15)[C@@](O)(CC)C(=O)OC4	CHEMBL2386907	pIC50=6.89
CN(C)CCOc1cccc(c1)c2ccnc(NCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL480044	pIC50=6.89
CN(C)c1ccc(CNC(=O)NCCC(=O)NO)cc1	CHEMBL227119	pIC50=6.89
COc1ccc(cc1)c2nc(cc3c4ccccc4[nH]c23)C(=O)NCCCC(=O)NO	CHEMBL3745788	pIC50=6.89
Cc1[nH]c2ccccc2c1CCN(CCC(F)F)Cc3ccc(\C=C\C(=O)NO)cc3	CHEMBL1819142	pIC50=6.89
Cc1ccccc1S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2	CHEMBL1808637	pIC50=6.89
Nc1ccccc1NC(=O)c2ccc(CNC(=O)\C=C\c3cnc4ccccn34)cc2	CHEMBL3593305	pIC50=6.89
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](Cc4c[nH]cn4)CO3)cc2	CHEMBL3605508	pIC50=6.89
Nc1ccccc1NC(=O)c2ccc(\C=C\CNc3nccc(n3)c4cccnc4)cc2	CHEMBL258813	pIC50=6.89
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNc5ccccc45	CHEMBL520050	pIC50=6.89
OC(=O)CCCn1nc(cc1C(=O)NCCCCCCS)c2ccc(F)cc2	CHEMBL3758354	pIC50=6.89
ONC(=O)\C=C\c1ccc2CN(Cc2c1)C(=O)Cc3ccccc3	CHEMBL1808624	pIC50=6.89
ONC(=O)c1cc2ccc(CNCCc3ccccc3)cc2s1	CHEMBL245363	pIC50=6.89
ONC(=O)c1cnc(NC(c2ccccc2)c3ccccc3)nc1	CHEMBL3655942	pIC50=6.89
Oc1ccc(cc1NC(=O)c2cc3ccccc3s2)c4ccccc4	CHEMBL411518	pIC50=6.89
Oc1ccc(cc1NC(=O)c2occc2)c3ccccc3	CHEMBL255842	pIC50=6.89
SCCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NC2CCCC2	CHEMBL236129	pIC50=6.89
CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC(=O)C[C@H](OC(=O)CNC1=O)\C=C\CCSC(=O)C	CHEMBL3650145	pIC50=6.9
CC(C)c1nc(nc(c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)NO)c2ccc(F)cc2)N(C)S(=O)(=O)C	CHEMBL2347009	pIC50=6.9
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1C3CCN(C)C3	CHEMBL1830407	pIC50=6.9
CCn1c(CCCOc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648292	pIC50=6.9
