COc1ncc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](CC4)OCO)C2=O	CHEMBL2376093	pIC50=7.53
CC1(O)CC(N)(C1)c2ccc(cc2)c3nc4c5cc(ccc5OCn4c3c6ccccc6)c7ccn[nH]7	CHEMBL3701762	pIC50=9.1
CCc1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1c4ccc5cnccc5c4	CHEMBL572908	pIC50=9.1
Cc1n[nH]c2ccc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5cc(F)ccc45)cnc3c6cocc6	CHEMBL607374	pIC50=9.1
Cc1occc1c2ncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5ccc6[nH]nc(C)c6c5	CHEMBL595939	pIC50=9.1
N[C@H](COc1cnc(C#C)c(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45	CHEMBL207544	pIC50=9.1
Cc1oc(CC(C)(C)C2C(=O)Nc3ccc(cc23)c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc1	CHEMBL426140	pIC50=9.16
Cc1oc(cc1)C2C(=O)Nc3ccc(cc23)c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4	CHEMBL575631	pIC50=9.16
N[C@@]1(C[C@@](O)(C1)C2CC2)c3ccc(cc3)c4nc5ccc6nnc(C7NCNN7)n6c5cc4c8ccccc8	CHEMBL3679635	pIC50=9.16
CCn1c(nc2c(nc(OC[C@H](N)Cc3ccccc3)cc12)C#CC(C)(C)O)c4nonc4N	CHEMBL1098938	pIC50=9.22
Cc1n[nH]c2cnc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(c4)C(F)(F)F)c3	CHEMBL226898	pIC50=9.22
N[C@H](COc1cncc(c1)c2cc3cn[nH]c3cn2)Cc4c[nH]c5ccccc45	CHEMBL226330	pIC50=9.22
CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12	CHEMBL1171647	pIC50=9.3
C[C@@]1(O)C[C@@](N)(C1)c2ccc(cc2)c3nc4ccc5nnc(C(F)F)n5c4cc3c6ccccc6	CHEMBL3679632	pIC50=9.42
Cc1n[nH]c2cnc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3	CHEMBL376569	pIC50=9.47
N[C@@]1(C[C@@](O)(C1)C2CC2)c3ccc(cc3)c4nc5ccc6nnc(C(F)F)n6c5cc4c7ccccc7	CHEMBL3679636	pIC50=9.47
CC(C)(Cc1occc1)C2C(=O)Nc3ccc(cc23)c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4	CHEMBL210954	pIC50=9.77
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(c4occc4)c3c2)Cc5c[nH]c6ccccc56	CHEMBL573326	pIC50=9.77
