OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	quercetin	pKd=7.6	pKd=7.6	pKd=7.6	pKd=7.6
Brc1c(Br)c(Br)c2[nH]c(nc2c1Br)N3CCOCC3	CHEMBL3684932	pIC50=7.53
C[C@H]1C[C@H](C[C@@H](N)C1=O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687424	pIC50=9.42
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCNC[C@]5(CCO5)C4	CHEMBL3648843	pKi=9.42
Cn1ncc(NC(=O)c2nc(sc2N)c3ccncc3F)c1N4CC[C@H](N)[C@@H](F)CC4	CHEMBL3648803	pKi=9.42
CCn1ncc(NC(=O)c2nc(sc2N)c3ccccc3F)c1N4CCC(N)C(F)CC4	CHEMBL3648772	pKi=9.43
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CCC[C@H](N)CC4	CHEMBL3652640	pKi=9.43
COC1CCC2(CCC1N2)c3c(NC(=O)c4nc(sc4N)c5ccccc5F)cnn3C	CHEMBL3648804	pKi=9.44
COCC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687415	pIC50=9.44
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC(C4)C(F)(F)F	CHEMBL3648702	pKi=9.45
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@@H]5NC(=O)O[C@@H]5CC4	CHEMBL3648848	pKi=9.45
CCOC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687421	pIC50=9.46
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CCC[C@H](CN)C4	CHEMBL3652636	pKi=9.47
Cc1c(cnn1C)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)[C@H](F)CC4)c(N)s2	CHEMBL3648810	pKi=9.5
CC(C)NC(=O)c1ccc(F)c(c1)c2ccc(N)c(n2)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691980	pIC50=9.51
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](NC(=O)OC)[C@H](N)C4	CHEMBL3687516	pIC50=9.51
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5COC5	CHEMBL3691966	pIC50=9.52
CS(=O)(=O)Nc1ccc(c(F)c1)c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393720	pIC50=9.52
C[C@H]1CC[C@H]2CNC(=O)c3cc([nH]c23)c4cccc5nc(C)c(NC1)nc45	CHEMBL3809565	pIC50=9.52
C[C@H]1Nc2nc3c(cccc3nc2C)c4cc5C(=O)NC[C@H](C\C=C/1)c5[nH]4	CHEMBL3809691	pIC50=9.52
C[C@H]1Nc2nc3c(cccc3nc2C)c4cc5C(=O)NC[C@H](C\C=C\1)c5[nH]4	CHEMBL3808887	pIC50=9.52
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC(N)C(F)C4	CHEMBL3648675	pKi=9.52
NCCNc1cccc(n1)c2n[nH]c3cnc(cc23)c4cccnc4	CHEMBL3634780	pKi=9.52
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@@H](CC4)NCC5(C)COC5	CHEMBL3648744	pKi=9.53
Nc1sc(nc1C(=O)NC(C=N)\C(=N\CC(F)F)\N2CCCC(O)CC2)c3cc(F)ccc3F	CHEMBL3648673	pKi=9.54
COC(=O)N[C@H]1[C@@H](C)CN(C[C@H]1N)c2ccncc2NC(=O)c3nc(ccc3N)c4cc(ccc4F)C(=O)NC(C)C	CHEMBL3639908	pIC50=9.55
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(ncc3N)c4c(F)cccc4F	CHEMBL3687489	pIC50=9.55
C[C@H]1C[C@H](C[C@@H](N)[C@H]1C#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687478	pIC50=9.55
Cn1ncc(NC(=O)c2nc(cnc2N)c3ccccc3F)c1N4CCC(N)CC4	CHEMBL3652633	pKi=9.55
Cn1ncc(NC(=O)c2nc(cnc2N)c3ccccc3F)c1N4CCC[C@H](N)C4	CHEMBL3652630	pKi=9.56
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(O[C@@H]5CCCNC5)n4	CHEMBL3634755	pKi=9.57
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)C5(CCO5)CC4	CHEMBL3648853	pKi=9.57
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@H](C4)C(F)(F)F	CHEMBL3648690	pKi=9.57
COC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4ncccc4F)cnn2C	CHEMBL3648737	pKi=9.58
COC1(CN)CCN(CC1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648831	pKi=9.59
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCN(CC4)C5CNC5	CHEMBL3648766	pKi=9.6
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCNCC5(CCO5)C4	CHEMBL3648840	pKi=9.6
Cn1ncc(NC(=O)c2nc(sc2N)c3cc(F)ccc3F)c1N4CC[C@H](N)[C@H](F)CC4	CHEMBL3648708	pKi=9.6
CCn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](N)[C@H](CC4)OC	CHEMBL3648768	pKi=9.61
Cc1ccc(F)c(c1)c2nc(C(=O)Nc3cnn(C4CC4)c3N5CCC(N)C(F)CC5)c(N)s2	CHEMBL3648742	pKi=9.61
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CCC[C@@H](N)C4	CHEMBL3652625	pKi=9.61
CC(C)NC(=O)c1ccc(F)c(c1)c2ccc(N)c(n2)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OCCS(=O)(=O)C)[C@H](N)C4	CHEMBL3687537	pIC50=9.62
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F	CHEMBL3687460	pIC50=9.62
C[C@H]1C[C@H](C[C@@H](N)/C/1=N\O)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687419	pIC50=9.62
C\N=C(\C(NC(=O)c1nc(sc1N)c2ccccc2F)C=N)/N3CC[C@@H](N)[C@H](F)CC3	CHEMBL3648689	pKi=9.62
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cncc3F)c1N4CC[C@H](N)[C@@H](F)CC4	CHEMBL3648816	pKi=9.62
CCn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](N)[C@@H](CC4)OC	CHEMBL3648774	pKi=9.65
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCN(CCN)CC4	CHEMBL3648788	pKi=9.65
NC1CCN(CCC1F)c2c(NC(=O)c3nc(sc3N)c4cc(F)ccc4F)cnn2C5CC5	CHEMBL3648747	pKi=9.65
COC(=O)N(C)[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687470	pIC50=9.66
CO[C@H]1CCN(CC[C@@H]1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C5CC5	CHEMBL3648769	pKi=9.66
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)C5CCNCC5	CHEMBL3634768	pKi=9.66
COC1(C)CC(N)CCN(C1)c2c(NC(=O)c3nc(sc3N)c4ccncc4F)cnn2C	CHEMBL3639476	pKi=9.67
COC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C5CC5	CHEMBL3648791	pKi=9.68
CO\N=C\1/[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687425	pIC50=9.68
NC1CCCCN(C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2CC(F)(F)F	CHEMBL3648730	pKi=9.68
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccn3)c1N4CCNCC(F)(F)C4	CHEMBL3648688	pKi=9.69
COC(=O)N(C)[C@@H]1[C@H](C)C[C@@H](C[C@@H]1N)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687456	pIC50=9.7
C[C@H]1C[C@H](C[C@@H](N)[C@H]1N=[N+]=[N-])c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687440	pIC50=9.7
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@@H](CC4)N(CCO)CCO	CHEMBL3648746	pKi=9.7
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](O)[C@@](C)(N)CC4	CHEMBL3648805	pKi=9.7
FC1(COc2cccc3ccc(nc23)c4nnc5ccc(cn45)C6CC6)CCNCC1	CHEMBL3660075	pIC50=9.7
Nc1ccc(c(F)c1)c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393716	pIC50=9.7
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC)cc4F	CHEMBL3691975	pIC50=9.72
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)C(O)CC4	CHEMBL3648741	pKi=9.72
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccc3F)c1N4CCNCC5(CCO5)C4	CHEMBL3648839	pKi=9.73
Cn1ncc(NC(=O)c2nc(sc2N)c3ncccc3F)c1N4CC[C@@H](N)[C@H](F)CC4	CHEMBL3648710	pKi=9.73
CCn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)C(F)CC4	CHEMBL3648770	pKi=9.75
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCC5	CHEMBL3691951	pIC50=9.75
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@@H](O)[C@H](O)CC4	CHEMBL3648850	pKi=9.75
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CCC(N)C(F)CC4	CHEMBL3648692	pKi=9.76
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(F)CCOCC5	CHEMBL3691984	pIC50=9.77
C[C@H]1CN(C[C@@H](N)[C@H]1C#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687467	pIC50=9.77
C[C@H]1CN(C[C@@H](N)[C@H]1NS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687431	pIC50=9.77
C[C@H]1C[C@H](C[C@@H](N)[C@H]1OS(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687450	pIC50=9.77
Nc1sc(nc1C(=O)Nc2cnn(CC(F)F)c2N3CCCC(O)CC3)c4c(F)cccc4F	CHEMBL3648665	pKi=9.78
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCOCC5	CHEMBL3691962	pIC50=9.8
C[C@H]1CNCCN1c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648678	pKi=9.8
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@@H](O)[C@@H](O)CC4	CHEMBL3648830	pKi=9.8
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](N)C[C@H](F)C4	CHEMBL3648677	pKi=9.8
COC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4cc(C)ccc4F)cnn2C	CHEMBL3648739	pKi=9.82
Cc1ccc(F)c(c1)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@H](N)[C@H](F)CC4)c(N)s2	CHEMBL3648714	pKi=9.83
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@H](N)[C@@H](F)C4	CHEMBL3648683	pKi=9.83
NC1CCN(CCC1F)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C5CC5	CHEMBL3648743	pKi=9.83
CCOC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648780	pKi=9.84
Cc1cnc(F)c(c1)c2nc(C(=O)Nc3cnn(C)c3N4CCC[C@H](N)CC4)c(N)s2	CHEMBL3648806	pKi=9.84
CC(C)C(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687416	pIC50=9.85
COCCS(=O)(=O)[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687432	pIC50=9.85
CS[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687445	pIC50=9.85
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCC[C@@H](N)C5	CHEMBL3634756	pKi=9.85
Cn1ncc(NC(=O)c2nc(cnc2N)c3ccccc3F)c1N4CCC(N)C(F)CC4	CHEMBL3648691	pKi=9.85
NC1CCN(CCC1O)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2CC(F)F	CHEMBL3648790	pKi=9.85
COC(=O)N(C)[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687463	pIC50=9.89
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3691964	pIC50=9.89
C[C@H]1CN(C[C@@H](N)[C@H]1C#N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(C)cc4F	CHEMBL3687465	pIC50=9.89
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC5(CNC5)C4	CHEMBL3648857	pKi=9.89
CC(=O)NC1(C)CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648776	pKi=9.9
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)S(=O)(=O)C	CHEMBL3687526	pIC50=9.92
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC5CCOCC5)cc4F	CHEMBL3691954	pIC50=9.92
N[C@@H]1CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4cc(F)ccc4F)cnn2CC(F)F	CHEMBL3648684	pKi=9.92
CO[C@@H]1CCN(CC[C@H]1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648724	pKi=9.94
Cn1ncc(NC(=O)c2nc(ccc2N)c3ccccc3F)c1N4CCCC(N)CC4	CHEMBL3652627	pKi=9.94
CCn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](N)[C@@H](F)CC4	CHEMBL3648756	pKi=9.96
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)CC5(CCO5)C4	CHEMBL3648824	pKi=9.98
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@@H](CC4)NCCO	CHEMBL3648745	pKi=9.98
COC1(CN)CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3652034	pKi=9.99
CO[C@@H]1CCN(CC[C@@H]1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C5CC5	CHEMBL3648781	pKi=9.99
CO[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687502	pIC50=10.0
C[C@@H]1CCC[C@H]2CNC(=O)c3cc([nH]c23)c4cccc5nc(C)c(N1)nc45	CHEMBL3810095	pIC50=10.0
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cc(cc5F)C6(F)CCOCC6	CHEMBL3691979	pIC50=10.0
C\C\1=C/C[C@H]2CNC(=O)c3cc([nH]c23)c4cccc5nc(C)c(NC1)nc45	CHEMBL3808662	pIC50=10.0
NC1CCN(CC1)c2cncc(n2)c3cc4c(n[nH]c4cn3)c5ccccc5F	CHEMBL3634779	pKi=10.0
CN[C@@H]1CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4cc(C)ccc4F)cnn2CC(F)F	CHEMBL3648664	pKi=10.01
COC1CC(N)CCN(C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648733	pKi=10.01
CN[C@H]1CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3652645	pKi=10.02
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccc3F)c1N4CCCC(C)(N)CC4	CHEMBL3648796	pKi=10.03
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccc3F)c1N4CC[C@H](N)[C@H](F)CC4	CHEMBL3648712	pKi=10.04
Cn1ncc(NC(=O)c2nc(sc2N)c3ncccc3F)c1N4CC[C@H](N)[C@@H](F)CC4	CHEMBL3648711	pKi=10.04
N[C@@H]1CCCCN(C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2CC(F)F	CHEMBL3648659	pKi=10.04
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3nc(c(F)cc3N)c4c(F)cccc4F	CHEMBL3691959	pIC50=10.05
CO\N=C/1\[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687426	pIC50=10.05
C[C@H]1CN(C[C@@H](N)[C@H]1C#N)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687464	pIC50=10.05
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(F)CCOCC5	CHEMBL3687520	pIC50=10.05
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687447	pIC50=10.05
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cncc3F)c1N4CC[C@@H](N)[C@H](F)CC4	CHEMBL3648838	pKi=10.07
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@@H]5OC(=O)N[C@]5(C)CC4	CHEMBL3648858	pKi=10.08
N[C@H]1CCCCN(C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2CC(F)F	CHEMBL3648658	pKi=10.08
CC(C)NC(=O)c1ccc(F)c(c1)c2ccc(N)c(n2)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OCCC#N)[C@H](N)C4	CHEMBL3687521	pIC50=10.1
CN[C@@H]1CCCN(CC1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2CC(F)F	CHEMBL3648662	pKi=10.1
COC(=O)N[C@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(OC(C)C)cc4F	CHEMBL3691933	pIC50=10.1
CO[C@@H]1[C@@H](C)C[C@H](C[C@H]1N)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3687485	pIC50=10.1
COc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)S(=O)(=O)C	CHEMBL3687522	pIC50=10.1
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cc(cc4F)C5(O)CCC5	CHEMBL3687518	pIC50=10.1
Cc1ccc(F)c(c1)c2nc(C(=O)Nc3cnn(CC(F)F)c3N4CCCC(O)CC4)c(N)s2	CHEMBL3648666	pKi=10.1
Cn1ncc(NC(=O)c2nc(sc2N)c3cccc(n3)C#N)c1N4CC[C@@H](N)CC(F)(F)C4	CHEMBL3648834	pKi=10.1
CO[C@H]1CCN(CC[C@@H]1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648687	pKi=10.12
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC[C@@H](CC4)NCC5COC5	CHEMBL3648750	pKi=10.12
F[C@H]1CNCC[C@H]1CNc2ccn3ncc(C(=O)Nc4c[nH]c5ncccc45)c3n2	CHEMBL2387476	pKi=10.13
CCn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCNCC5	CHEMBL3634761	pKi=10.14
CC(C)NC(=O)c1ccc(F)c(c1)c2ccc(N)c(n2)C(=O)Nc3cnccc3N4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691981	pIC50=10.15
COC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648732	pKi=10.15
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)S(=O)(=O)C	CHEMBL3687528	pIC50=10.15
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)C)c2ccncc2NC(=O)c3nc(sc3N)c4c(F)cccc4F	CHEMBL3687525	pIC50=10.15
C[C@H]1C[C@H](C[C@@H](N)[C@H]1S(=O)(=O)CCO)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F	CHEMBL3639862	pIC50=10.15
Cc1nc2cccc3c4cc5C(=O)NC[C@H](CCCCNc1nc23)c5[nH]4	CHEMBL3808669	pIC50=10.15
Cn1ncc(NC(=O)c2csc(n2)c3c(F)cc(cc3F)[C@H]4CCCO4)c1[C@@H]5CC[C@@H](N)[C@H](F)CO5	CHEMBL3318856	pKi=10.15
COC1CCN(CCC1N)c2c(NC(=O)c3nc(sc3N)c4ccccc4F)cnn2C	CHEMBL3648738	pKi=10.16
CO[C@H]1CC=C(CC[C@@H]1N)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648794	pKi=10.16
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC(F)(CN)CC4	CHEMBL3652033	pKi=10.17
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H](N)[C@@H](F)CC4	CHEMBL3648681	pKi=10.17
CC[C@H]1CNCCN1c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648668	pKi=10.18
CN(C)[C@@H]1CCN(CC(F)(F)C1)c2c(NC(=O)c3nc(sc3N)c4c(F)cccc4F)cnn2C	CHEMBL3648726	pKi=10.18
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccc3F)c1N4CC[C@@H](N)[C@@H](F)CC4	CHEMBL3648709	pKi=10.19
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC(C)(N)CC4	CHEMBL3648795	pKi=10.21
Fc1cccc(F)c1c2ccc3[nH]cc(NC(=O)c4cnn5ccc(NCC6CCNCC6)nc45)c3c2	CHEMBL2387472	pKi=10.21
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@@H]([C@H](N)C4)n5ccnn5	CHEMBL3691939	pIC50=10.22
CCOCc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3[C@@H]4C[C@H](C)[C@H](OC)[C@H](N)C4	CHEMBL3687510	pIC50=10.22
COCCOc1cc(F)c(c(F)c1)c2nc(ccc2F)C(=O)Nc3cnccc3N4C[C@H](C)[C@H](NC(=O)OC)[C@H](N)C4	CHEMBL3687515	pIC50=10.22
C[C@H]1CN(C[C@@H](N)[C@H]1n2cc(nn2)c3ccsc3)c4ccncc4NC(=O)c5ccc(F)c(n5)c6c(F)cccc6F	CHEMBL3687417	pIC50=10.22
C[C@H]1C[C@H](C[C@@H](N)[C@H]1n2ccnn2)c3ccncc3NC(=O)c4ccc(F)c(n4)c5c(F)cccc5F	CHEMBL3687414	pIC50=10.22
Cc1cc(ccn1)c2nc(C(=O)Nc3cnn(C)c3N4CC[C@@H](N)CC(F)(F)C4)c(N)s2	CHEMBL3648837	pKi=10.22
Cc1nc2cccc3c4cc5C(=O)NC[C@H](C\C=C/CNc1nc23)c5[nH]4	CHEMBL3810121	pIC50=10.22
Cn1cc(cn1)c2cc3c(n[nH]c3cn2)c4cccc(n4)N5CCC[C@H](N)C5	CHEMBL3634758	pKi=10.22
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC(N)C(CO)CC4	CHEMBL3648860	pKi=10.24
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CC[C@H]5NC(=O)O[C@H]5CC4	CHEMBL3648846	pKi=10.24
Cn1ncc(NC(=O)c2nc(sc2N)c3cc(F)ccc3F)c1N4CC[C@@H](N)[C@@H](F)CC4	CHEMBL3648713	pKi=10.24
Cn1ncc(NC(=O)c2nc(sc2N)c3ccccn3)c1N4CC[C@H](N)CC(F)(F)C4	CHEMBL3648703	pKi=10.24
F[C@@H]1CNCC[C@@H]1CNc2ccn3ncc(C(=O)Nc4c[nH]c5ncccc45)c3n2	CHEMBL2387477	pKi=10.24
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC5(CCNC5)CC4	CHEMBL3648679	pKi=10.25
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCC5NCCOC5CC4	CHEMBL3648789	pKi=10.25
Cn1ncc(NC(=O)c2nc(sc2N)c3c(F)cccc3F)c1N4CCCC(O)(CC4)C(F)(F)F	CHEMBL3648792	pKi=10.26
