NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O	dichlorphenamide	pKi=7.301	pKi=7.301	pKi=7.301	pKi=7.25
CC(=O)Nc1nnc(s1)S(=O)(=O)N	acetazolamide	pKi=8.6	pKi=8.6	pKi=8.6	pKd=6.48
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O	ethoxzolamide	pKi=7.66	pKi=7.66	pKi=7.66	pKi=7.25
CC(C)CSc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N	CHEMBL385451	pKi=6.0
Cl.Cl.[Zn+2].Cc1ccc2OC=C(CNc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1.Cc4ccc5OC=C(CNc6ccc(cc6)S(=O)(=O)N)C(=O)c5c4	CHEMBL3038240	pKi=7.54
NOS(=O)(=O)NC1OC[C@H](O)C=C1	CHEMBL3609439	pKi=7.54
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc3ccccc3c2)cc1	CHEMBL2047835	pKi=7.54
NS(=O)(=O)Oc1ccc(cc1)[n+]2c(cc(cc2c3ccccc3)c4ccccc4)c5ccccc5.[O-]Cl(=O)(=O)=O	CHEMBL2148105	pKi=7.54
NS(=O)(=O)c1ccc(OCCCCO[N+](=O)[O-])cc1	CHEMBL1778438	pKi=7.54
NS(=O)(=O)c1ccc(cc1)N(CC(=O)c2ccc(F)cc2)\C=C\C(=O)C(F)(F)F	CHEMBL3235169	pKi=7.54
NS(=O)(=O)c1ccc(cc1)N(CC(=O)c2ccccc2)\C=C\C(=O)C(F)(F)F	CHEMBL3235167	pKi=7.54
[O-][N+](=O)c1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1	CHEMBL3759882	pKi=7.54
CCCC(CCC)C(=O)NC1Cc2ccc(cc2C1)S(=O)(=O)N	CHEMBL381730	pKi=7.55
CCCCc1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL1643297	pKi=7.55
CNC(=O)CN1C(=O)c2ccccc2S1(=O)=O	CHEMBL1545298	pKi=7.55
Cc1cc(c(SCc2ccc(cc2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)NCc3ccc(cc3)S(=O)(=O)N	CHEMBL3104059	pKi=7.55
Cc1cc(c(SCc2cccc3ccccc23)cc1Cl)S(=O)(=O)NC(=N)NCc4ccc(cc4)S(=O)(=O)N	CHEMBL3104065	pKi=7.55
Cc1ccc(cc1)C(=O)CN(\C=C\C(=O)C(F)(F)F)c2ccc(cc2)S(=O)(=O)N	CHEMBL3235170	pKi=7.55
NC(=O)c1nonc1COc2ccc(cc2)S(=O)(=O)N	CHEMBL3309375	pKi=7.55
NS(=O)(=O)c1ccc(CN2C(=O)c3ccc(cc3C2=O)C(=O)Nc4ccccc4C(=O)O)cc1	CHEMBL3742377	pKi=7.55
[O-][N+](=O)c1ccccc1CN2C(=O)c3ccccc3S2(=O)=O	CHEMBL1470455	pKi=7.55
Cc1nn(c(C)c1C)c2ccncc2S(=O)(=O)N	CHEMBL2436871	pKi=7.56
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(Cl)cc4	CHEMBL3601882	pKi=7.56
OC(=O)c1ccccc1NC(=O)c2ccc3C(=O)N(Cc4ccccc4)C(=O)c3c2	CHEMBL3740074	pKi=7.56
Brc1cccc(c1)n2cc(COc3ccc4C=CC(=O)Oc4c3)nn2	CHEMBL3623666	pKi=7.57
Cl.Cl.[Zn+2].Cc1ccc2OC=C(CNCCc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1.Cc4ccc5OC=C(CNCCc6ccc(cc6)S(=O)(=O)N)C(=O)c5c4	CHEMBL3038242	pKi=7.57
NS(=O)(=O)c1cc(c(cc1\N=C\C2=COc3ccccc3C2=O)C(F)(F)F)S(=O)(=O)N	CHEMBL193924	pKi=7.57
NS(=O)(=O)c1ccc(cc1)N(CC(=O)c2ccc(Cl)cc2)\C=C\C(=O)C(F)(F)F	CHEMBL3235168	pKi=7.57
S=C1Oc2cc(OCc3cn(nn3)c4ccccc4)ccc2C=C1	CHEMBL3758827	pKi=7.57
COc1nonc1S(=O)(=O)N	CHEMBL3309356	pKi=7.58
Cc1cccc(C)c1NC(=O)CN2C=CC(=O)C(=C2)S(=O)(=O)N	CHEMBL2203355	pKi=7.58
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)NCCO	CHEMBL3632829	pKi=7.58
O=S1(=O)Oc2ccc(cc2C=C1)C#N	CHEMBL3426542	pKi=7.58
OC(=O)c1ccc(cc1)N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O	CHEMBL2377771	pKi=7.58
Cc1cc(c(SCc2ccc(cc2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)NNc3ccc(cc3)S(=O)(=O)N	CHEMBL3104058	pKi=7.59
Cc1cccc(CN2C(=O)c3ccccc3S2(=O)=O)c1	CHEMBL3758327	pKi=7.59
NS(=O)(=O)Oc1ccc(NC(=O)NC2c3ccccc3c4ccccc24)cc1	CHEMBL2047833	pKi=7.59
Brc1ccccc1CN2C(=O)c3ccccc3S2(=O)=O	CHEMBL3125543	pKi=7.6
CCN(CC)c1ccc2c(Oc3cc(ccc3C24N(CCc5ccc(cc5)S(=O)(=O)N)C(=O)c6ccccc46)N(CC)CC)c1	CHEMBL1822702	pKi=7.6
NS(=O)(=O)C1=CN(CC(=O)c2ccc(Cl)c(Cl)c2)C=CC1=O	CHEMBL1242706	pKi=7.6
NS(=O)(=O)Oc1ccc(NC(=O)NCCc2cccc3ccccc23)cc1	CHEMBL2047840	pKi=7.6
NS(=O)(=O)c1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1	CHEMBL3120750	pKi=7.6
Nc1ccc(cc1)C(=O)c2ccc(cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3632844	pKi=7.6
COc1ccc(cc1)c2nn(cc2C(=O)NN)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126805	pKi=7.61
COc1ccc(cc1)c2nn(cc2\C=N/Nc3nc(cs3)C4=Cc5cc(Cl)ccc5OC4=O)c6ccc(cc6)S(=O)(=O)N	CHEMBL3805545	pKi=7.61
NS(=O)(=O)c1ccc(NC(=O)C2=Cc3ccccc3OC2=N)cc1	CHEMBL2337536	pKi=7.61
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3ccc(Cl)c(Cl)c3	CHEMBL2414071	pKi=7.61
[Na+].[Na+].[O-]C(=O)[C@H]1CCCN(C1)C(=S)[S-]	CHEMBL3400808	pKi=7.61
[O-][N+](=O)c1cccc(CN2C(=O)c3ccccc3S2(=O)=O)c1	CHEMBL3125542	pKi=7.61
CC(=O)O[C@H]1COC(NS(=O)(=O)ON)C=C1	CHEMBL3609435	pKi=7.62
CCC(SC1=NC(=C(C#N)C(=O)N1)c2cccc(OC)c2)C(=O)Nc3ccc(cc3)S(=O)(=O)N	CHEMBL2382405	pKi=7.62
CCN(CC)CC.SC(=S)NCc1ccncc1	CHEMBL2023169	pKi=7.62
CCOC(=O)NC(=S)N(CC(=O)c1ccccc1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3235171	pKi=7.62
C[C@@H]1OC(NS(=O)(=O)ON)C=C[C@H]1OC(=O)C	CHEMBL3609436	pKi=7.62
Cc1ccc(cc1)c2nn3c(nnc3s2)c4ccc(cc4)S(=O)(=O)N	CHEMBL3121761	pKi=7.62
NS(=O)(=O)c1cc(C(=O)NNC(=S)Nc2ccccc2)c(Cl)cc1Cl	CHEMBL3291105	pKi=7.62
NS(=O)(=O)c1cc(NC(=O)NNC(=O)c2ccccc2)c(Cl)cc1Cl	CHEMBL3291101	pKi=7.62
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccccc2)cc1	CHEMBL254833	pKi=7.62
NS(=O)(=O)c1ccc(N\C(=N\C(CO)C(O)c2ccc(cc2)[N+](=O)[O-])\S)cc1	CHEMBL413357	pKi=7.62
NS(=O)(=O)c1ccc(cc1)N(Cc2ccc(Cl)cc2)\C=C\C(=O)C(F)(F)F	CHEMBL3235166	pKi=7.62
CC(C)CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CC(C)C)[C@@H](OC(=O)CC(C)C)[C@H]1OC(=O)CC(C)C)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3092816	pKi=7.63
CCCCOc1nonc1S(=O)(=O)N	CHEMBL3309358	pKi=7.63
Cc1onc(C)c1CN2C=CC(=O)C(=C2)S(=O)(=O)N	CHEMBL2208443	pKi=7.63
CCOC1Oc2ccccc2C(=O)/C/1=C/Nc3ccc(cc3)S(=O)(=O)Nc4nccs4	CHEMBL3416229	pKi=7.64
CNc1nc(NC)nc(Nc2ccc(cc2)S(=O)(=O)N)n1	CHEMBL186716	pKi=7.64
COC(=O)c1cn(nc1c2ccccc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126814	pKi=7.64
NS(=O)(=O)c1cc(NC(=O)NCc2ccccc2)c(Cl)cc1Cl	CHEMBL3291099	pKi=7.64
Nc1c(cnn1c2ccc(cc2)S(=O)(=O)N)C(=O)N\N=C\3/C(=O)Nc4ccc(Cl)cc34	CHEMBL3633550	pKi=7.64
Nc1ccc2OS(=O)(=O)C=Cc2c1	CHEMBL2326511	pKi=7.64
CCOC(=O)CCc1c(C)nn(c1C)c2ccncc2S(=O)(=O)N	CHEMBL2436873	pKi=7.65
NS(=O)(=O)c1ccc(cc1)N2C(=Nc3cc(Br)ccc3C2=O)S	CHEMBL3764181	pKi=7.65
CCN(CC)CC.SC(=S)Nc1nccs1	CHEMBL2023171	pKi=7.66
COC(=O)c1cn(nc1c2ccc(Cl)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126818	pKi=7.67
NS(=O)(=O)c1cnccc1Sc2nc3ccc(cc3s2)[N+](=O)[O-]	CHEMBL1163951	pKi=7.67
Brc1cccc(CN2C(=O)c3ccccc3S2(=O)=O)c1	CHEMBL3125544	pKi=7.68
COc1ccc(CCNS(=O)(=O)N)cc1	CHEMBL2387069	pKi=7.68
COc1cccc(c1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL2326522	pKi=7.68
NS(=O)(=O)OCCCCCCNS(=O)(=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	CHEMBL3342255	pKi=7.68
NS(=O)(=O)c1ccc(CNc2nc(Cl)nc(NCCC(=O)O)n2)cc1	CHEMBL1813215	pKi=7.68
NS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1	CHEMBL573127	pKi=7.68
NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1	CHEMBL23559	pKi=7.68
NS(=O)(=O)c1ccc(NCc2cc(Cl)ccc2O)cc1	CHEMBL248691	pKi=7.68
NS(=O)(=O)c1ccc(cc1)N2C=C(NC2=S)c3ccccc3	CHEMBL3235175	pKi=7.68
NS(=O)(=O)c1ccc(cc1)c2nnc3sc(nn23)c4ccc(F)cc4	CHEMBL3121763	pKi=7.68
COc1ccc(cc1)c2nn(cc2C#N)c3nc4ccc(cc4s3)S(=O)(=O)N	CHEMBL3356270	pKi=7.69
NS(=O)(=O)c1ccc(cc1)c2cccnc2	CHEMBL3763387	pKi=7.69
NS(=O)(=O)c1cccc(c1)n2cc(CNC(=S)Nc3ccc(C4=C5C=CC(=O)C=C5Oc6cc(O)ccc46)c(c3)C(=O)O)nn2	CHEMBL3740300	pKi=7.69
[K+].[S-]C(=S)NCCN1CCCCC1	CHEMBL2023170	pKi=7.69
COc1ccc(cc1)c2nn3c(nnc3s2)c4ccc(cc4)S(=O)(=O)N	CHEMBL3121762	pKi=7.7
NS(=O)(=O)c1c(F)c(F)c(Sc2ccccc2)c(F)c1F	CHEMBL2333815	pKd=7.7
NS(=O)(=O)c1c(F)c(F)c(c(NC2CCCCCCC2)c1F)S(=O)(=O)CCO	CHEMBL3359181	pKd=7.7
NS(=O)(=O)c1cc(C(=O)N2CCCC2)c(Cl)cc1S	CHEMBL386517	pKi=7.7
NS(=O)(=O)c1ccc(NC(=S)N[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1956763	pKi=7.7
NS(=O)(=O)c1ccc(NCc2ccccc2)cc1	CHEMBL2104196	pKi=7.7
Nc1ccc(cc1Br)S(=O)(=O)N	CHEMBL6724	pKi=7.7
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n2cc(CNC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL217232	pKi=7.71
COC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3763795	pKi=7.71
NS(=O)(=O)c1ccc(cc1)n2cc(c3ccc(Br)cc3)c(C#N)c2NC(=S)Nc4ccccc4	CHEMBL3342486	pKi=7.71
COC(=O)c1cn(nc1c2ccc(C)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126815	pKi=7.72
COc1cc(\C=C\C(=O)OCCCCO[N+](=O)[O-])ccc1OC(=O)c2ccc(cc2)S(=O)(=O)N	CHEMBL1778433	pKi=7.72
Cc1cc(c(SCc2ccccc2)cc1Cl)S(=O)(=O)NC(=N)Nc3ccc(cc3)S(=O)(=O)N	CHEMBL3104364	pKi=7.72
Cc1ccc2OC=C(\C=N\c3nccc(Nc4ccc(cc4)S(=O)(=O)N)n3)C(=O)c2c1	CHEMBL372497	pKi=7.72
NS(=O)(=O)Oc1ccc(NC(=S)Nc2ccc(C3=C4C=CC(=O)C=C4Oc5cc(O)ccc35)c(c2)C(=O)O)cc1	CHEMBL2148104	pKi=7.72
NS(=O)(=O)c1ccc(cc1)N2S(=O)(=O)c3ccccc3S2(=O)=O	CHEMBL2332770	pKi=7.72
NS(=O)(=O)c1cccc(c1)N2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O	CHEMBL2424825	pKi=7.72
CC(C)(C)Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nc(NC(C)(C)C)n1	CHEMBL3120740	pKi=7.73
CCOC(=O)c1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)C(=O)Nc4ccccc4C(=O)O	CHEMBL3741953	pKi=7.73
OC(=O)c1ccc(cc1)N2C(=O)c3ccccc3C2=O	CHEMBL312097	pKi=7.73
CC1=CC(=O)N(Cc2cccc(F)c2)S(=O)(=O)O1	CHEMBL3322451	pKi=7.74
CC(C)c1ccc(NC(=O)Nc2ccc(OS(=O)(=O)N)cc2)cc1	CHEMBL2047831	pKi=7.75
Cc1cc(c(SCc2ccccc2)cc1Cl)S(=O)(=O)NC(=N)Nc3cccc(c3)S(=O)(=O)N	CHEMBL3104365	pKi=7.75
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL118	pKi=7.75
Clc1ccc(cc1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127559	pKi=7.75
Clc1ccc(cc1)c2nn(cc2c3nc4ccccc4[nH]3)c5ccccc5	CHEMBL3613534	pKi=7.75
NS(=O)(=O)Oc1ccc(NC(=O)Nc2cccc3ccccc23)cc1	CHEMBL2047813	pKi=7.75
NS(=O)(=O)c1ccc(C\N=C(\S)/Nc2ccccc2)cc1	CHEMBL194350	pKi=7.75
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3nccc(n3)C(F)(F)F)cc1	CHEMBL3609482	pKi=7.75
NS(=O)(=O)c1ccc(N\C(=N\Nc2c(F)c(F)c(F)c(F)c2F)\S)cc1	CHEMBL361827	pKi=7.75
NS(=O)(=O)c1ccc(Nc2ncc3CSc4ncccc4c3n2)cc1	CHEMBL3754807	pKi=7.75
NS(=O)(=O)c1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(F)cc4	CHEMBL3121756	pKi=7.75
NS(=O)(=O)c1ccc(cc1)c2nnc3sc(nn23)c4ccccc4	CHEMBL3121760	pKi=7.75
NS(=O)(=O)c1ccc2[nH]c(nc2c1)c3cscn3	CHEMBL455271	pKi=7.75
NS(=O)(=O)c1ccc(Nc2nc(F)nc(NCCO)n2)cc1	CHEMBL2443315	pKi=7.76
[K+].CN1CCN(CC1)NC(=S)[S-]	CHEMBL2023164	pKi=7.76
Cl.Cl.[Zn+2].NS(=O)(=O)c1ccc(NCC2=COc3ccccc3C2=O)cc1.NS(=O)(=O)c4ccc(NCC5=COc6ccccc6C5=O)cc4	CHEMBL3038237	pKi=7.77
FC(F)(F)c1cccc(CN2C(=O)c3ccccc3S2(=O)=O)c1	CHEMBL3759629	pKi=7.77
NNC(=O)c1cn(nc1c2ccc(Br)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126806	pKi=7.77
NS(=O)(=O)c1c(F)c(F)c(NC23CC4CC(CC(C4)C2)C3)c(F)c1F	CHEMBL2333397	pKd=7.77
NS(=O)(=O)c1c(F)c(F)c(c(F)c1F)S(=O)(=O)c2ccccc2	CHEMBL2333816	pKd=7.77
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3ncccc3C#N)cc1	CHEMBL3609481	pKi=7.77
NS(=O)(=O)c1cnccc1NCC=C	CHEMBL1164966	pKi=7.77
CC(=O)OC[C@H]1O[C@@H](SNCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1091780	pKi=7.78
CC1=CC(=O)N(CC(=O)c2ccccc2)S(=O)(=O)O1	CHEMBL3322523	pKi=7.78
CCc1cc(CC)n(n1)c2ccncc2S(=O)(=O)N	CHEMBL2436874	pKi=7.78
CC1=CC(=O)N(CC(=O)c2cccc(c2)[N+](=O)[O-])S(=O)(=O)O1	CHEMBL3322525	pKi=7.79
NS(=O)(=O)c1ccc(Nc2nc(Nc3ccccc3)nc(n2)N4CCOCC4)cc1	CHEMBL243806	pKi=7.79
[Cl-].NS(=O)(=O)c1cnccc1[n+]2ccccc2	CHEMBL1817901	pKi=7.79
[Na+].CCCCCCN(CCCCCC)C(=S)[S-]	CHEMBL2023722	pKi=7.79
CC1CC=NN1c2ccncc2S(=O)(=O)N	CHEMBL1163382	pKi=7.8
Cc1ccccc1CN2C(=O)c3ccccc3S2(=O)=O	CHEMBL1489759	pKi=7.8
NC(=O)CSc1ccncc1S(=O)(=O)N	CHEMBL1163376	pKi=7.8
NS(=O)(=O)c1ccc(Nc2ccnc(\N=C\C3=COc4ccccc4C3=O)n2)cc1	CHEMBL195615	pKi=7.8
OCc1cn(nn1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL2326517	pKi=7.8
CC(=O)OC[C@H]1O[C@@H](SNCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1092775	pKi=7.81
CNc1nc(F)nc(Nc2ccc(cc2)S(=O)(=O)N)n1	CHEMBL2443316	pKi=7.81
COC(=O)[C@H]1O[C@@H](SNCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1093054	pKi=7.81
NS(=O)(=O)c1ccc(Nc2ncc3CSc4cc(Cl)ccc4c3n2)cc1	CHEMBL3752163	pKi=7.81
NS(=O)(=O)c1cnccc1SCC#C	CHEMBL1164486	pKi=7.81
NS(=O)(=O)c1cnccc1SCC#N	CHEMBL1164420	pKi=7.81
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)NCCN2CCOCC2	CHEMBL3310914	pKi=7.82
Cc1cccc(Nc2nc(Nc3ccc(cc3)S(=O)(=O)N)nc(n2)N4CCOCC4)c1	CHEMBL3120738	pKi=7.82
Cl.Cl.[Zn+2].NS(=O)(=O)c1ccc(CNCC2=COc3ccccc3C2=O)cc1.NS(=O)(=O)c4ccc(CNCC5=COc6ccccc6C5=O)cc4	CHEMBL3038238	pKi=7.82
FC(F)(F)c1ccccc1CN2C(=O)c3ccccc3S2(=O)=O	CHEMBL3759443	pKi=7.82
NS(=O)(=O)c1ccc(CCNc2ccncc2S(=O)(=O)N)cc1	CHEMBL1165061	pKi=7.82
NS(=O)(=O)c1ccc(Nc2nc(cs2)C3=Cc4ccccc4OC3=O)cc1	CHEMBL3805861	pKi=7.82
NS(=O)(=O)c1ccc(cc1)n2cc(c3ccc(Br)cc3)c4C(=O)N(C(=O)c5ccc(Cl)cc5)C(=Nc24)c6ccc(Cl)cc6	CHEMBL3342504	pKi=7.82
[Na+].[S-]C(=S)NCCc1ccccc1	CHEMBL3400815	pKi=7.82
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)n2cc(CNC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL386266	pKi=7.83
NS(=O)(=O)c1ccc(cc1)C(=O)NCc2cn(nn2)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O	CHEMBL386416	pKi=7.84
NS(=O)(=O)c1ccc(cc1)n2cc(\C=N/Nc3nc(cs3)C4=Cc5cc(Br)ccc5OC4=O)c(n2)c6ccccc6	CHEMBL3804879	pKi=7.84
CCOC(=O)NC(=S)N(CC(=O)c1ccc(Cl)cc1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3235172	pKi=7.85
Cc1ccc(cc1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402834	pKi=7.85
Cl.NC(=N)NCCc1ccc(cc1)S(=O)(=O)N	CHEMBL2323125	pKi=7.85
FC(F)(F)Oc1ccc(cc1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL2326519	pKi=7.85
NS(=O)(=O)Oc1ccc(NC(=O)NCCc2ccccn2)cc1	CHEMBL2047845	pKi=7.85
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C#N	CHEMBL3763508	pKi=7.85
NS(=O)(=O)c1cnccc1Sc2cccc[n+]2[O-]	CHEMBL1165118	pKi=7.86
CC(=O)OC[C@H]1O[C@@H](SNCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1091779	pKi=7.87
CCOc1ccc(cc1)S(=O)(=O)N	CHEMBL3402958	pKi=7.87
Clc1ccc(cc1Cl)n2nnnc2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3114103	pKi=7.87
NNC(=O)c1cn(nc1c2ccc(cc2)[N+](=O)[O-])c3ccc(cc3)S(=O)(=O)N	CHEMBL3126809	pKi=7.87
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2oc(nn2)c3ccc(Cl)cc3	CHEMBL3291093	pKi=7.87
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1956773	pKi=7.87
CC(=O)N[C@@H]1[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O[C@H]1n2cc(CNC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL216210	pKi=7.88
Cc1ccc(cc1)c2nn(cc2\C=N/Nc3nc(cs3)C4=Cc5cc(Cl)ccc5OC4=O)c6ccc(cc6)S(=O)(=O)N	CHEMBL3805133	pKi=7.88
CCOC(=O)c1cn(nn1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL2326515	pKi=7.89
Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N	CHEMBL865	pKi=7.89
FC(F)(F)c1cccc(c1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL2326521	pKi=7.89
NNC(=O)c1cn(nc1c2ccc(Cl)cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126807	pKi=7.89
NNC(=O)c1cn(nc1c2ccccc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3126821	pKi=7.89
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(OCc3ccccc3)cc2)cc1	CHEMBL2047826	pKi=7.89
NS(=O)(=O)Oc1ccc2C=C(CC3CCCCCC3)S(=O)(=O)c2c1	CHEMBL476937	pKi=7.89
NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccccc2)cc1	CHEMBL22374	pKi=7.89
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(cc2)S(=O)(=O)N)cc1	CHEMBL51668	pKi=7.89
NS(=O)(=O)c1ccc(CC\N=C\c2c(F)c(F)cc(F)c2F)cc1	CHEMBL3343277	pKi=7.89
NS(=O)(=O)c1ccc(N\C(=N\Nc2ccccc2F)\S)cc1	CHEMBL178403	pKi=7.89
Nc1c(F)cc(cc1Cl)S(=O)(=O)Nc2nnc(s2)S(=O)(=O)N	CHEMBL71611	pKi=7.89
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2nnc([nH]2)c3ccccc3	CHEMBL3291088	pKi=7.9
NS(=O)(=O)c1ccc(CNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1956768	pKi=7.9
NS(=O)(=O)c1ccc(cc1)c2nnc3SCC(=Nn23)c4ccccc4	CHEMBL3121753	pKi=7.9
CCCCCc1ccc(cc1)c2cn(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3326402	pKi=7.91
CN(CCO)c1nc(Nc2ccc(cc2)S(=O)(=O)N)nc(n1)N(C)CCO	CHEMBL3120741	pKi=7.91
NS(=O)(=O)C1=CN(CC(=O)c2cccc(c2)[N+](=O)[O-])C=CC1=O	CHEMBL1242793	pKi=7.91
NS(=O)(=O)c1ccc(CN2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O)cc1	CHEMBL2424831	pKi=7.91
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CHEMBL3604511	pKi=7.92
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCCCN)C(=O)N.OC(=O)C(F)(F)F	CHEMBL3604512	pKi=7.92
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N.OC(=O)C(F)(F)F	CHEMBL3604513	pKi=7.92
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N	CHEMBL3604420	pKi=7.92
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N	CHEMBL3604510	pKi=7.92
CN(C)CC\N=C(\S)/Nc1ccc(cc1)S(=O)(=O)N	CHEMBL179218	pKi=7.92
CN1CCN(CC1)N\N=C(/S)\NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL360254	pKi=7.92
COC(=O)c1cn(nn1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL2326514	pKi=7.92
Cl.Cl.[Zn+2].Cc1ccc2OC=C(\C=N\CCc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1.Cc4ccc5OC=C(\C=N\CCc6ccc(cc6)S(=O)(=O)N)C(=O)c5c4	CHEMBL3038234	pKi=7.92
NN(NC(=S)Nc1ccc(cc1)S(=O)(=O)N)c2c(F)c(F)c(F)c(F)c2F	CHEMBL362636	pKi=7.92
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(cc2)c3ccccc3)cc1	CHEMBL2047803	pKi=7.92
