CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1	dabrafenib	pIC50=9.1549015	pIC50=9.1549015	pIC50=9.1549015	pIC50=7.96
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	sorafenib	pKi=7.66	pKi=7.66	pKi=7.66	pIC50=7.58
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C1F	vemurafenib	pIC50=7.68	pIC50=7.68	pIC50=7.68	pIC50=7.64
CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=CC=N1	regorafenib	pIC50=7.55	pIC50=7.55	pIC50=7.55	pIC50=7.55
Cc1ccc(cc1Nc2ncccc2c3ncnc4[nH]cnc34)C(=O)Nc5cccc(c5)C#N	CHEMBL3352837	pIC50=7.53
CN(C)CCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cccc(OC(F)(F)F)c4)c2n1	CHEMBL3697783	pIC50=8.7
CN(C)CCNc1ncc2ncnc(Nc3cc(ccc3Cl)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3694140	pIC50=8.7
CN(C)CCOc1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N(C)C)c2)cc(c1)C(F)(F)F	CHEMBL3694217	pIC50=8.7
CN(C)CCOc1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCC(F)CC5)c2)cc(c1)C(F)(F)F	CHEMBL3694207	pIC50=8.7
CN(C)CCOc1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCC5)c2)cc(c1)C(F)(F)F	CHEMBL3694205	pIC50=8.7
CN(C)CCOc1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCCC5)c2)cc(c1)C(F)(F)F	CHEMBL3694212	pIC50=8.7
CN(C)S(=O)(=O)c1cccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCOCC5)c2)c1	CHEMBL3697864	pIC50=8.7
CN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(CN5CCCC5)cc(c4)C(F)(F)F)c2n1	CHEMBL3694177	pIC50=8.7
CN(C1CC(C1)N2CCN(C)CC2)c3ncc4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(on6)C(C)(C)C)c4n3	CHEMBL3641200	pIC50=8.7
CN(CCF)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(cc(c4)C(F)(F)F)N5CCN(C)CC5)c2n1	CHEMBL3641133	pIC50=8.7
CN1CCC(CC1)N2CCN(CC2)c3nc(N)c4ncnc(Nc5cc(NC(=O)c6cccc(c6)C(F)(F)F)ccc5C)c4n3	CHEMBL3694053	pIC50=8.7
CN1CCC(CC1)N2CCN(CC2)c3nc(N)c4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(n[nH]6)C(C)(C)C)c4n3	CHEMBL3689911	pIC50=8.7
CN1CCC(CN2CCN(CC2)c3nc(N)c4ncnc(Nc5cc(ccc5C)C(=O)Nc6ccc(cc6)C(F)(F)F)c4n3)CC1	CHEMBL3689907	pIC50=8.7
CN1CCC(CN2CCN(CC2)c3ncc4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(n[nH]6)C(C)(C)C)c4n3)CC1	CHEMBL3641045	pIC50=8.7
CN1CCCN(CC1)c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5cnc(nc45)N6CCOCC6)c3)cc(c2)C(F)(F)F	CHEMBL3641086	pIC50=8.7
CN1CCCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cccc(c5)C(F)(F)F)c3n2	CHEMBL3697763	pIC50=8.7
CN1CCN(CC1)c2cc(NC(=O)c3ccc(F)c(Nc4ncnc5cnc(nc45)N6CCOCC6)c3)cc(c2F)C(F)(F)F	CHEMBL3697925	pIC50=8.7
CN1CCN(CC1)c2nc(N)c3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(ccn5)C(F)(F)F)c3n2	CHEMBL3694030	pIC50=8.7
CN1CCN(CC1)c2nc(N)c3ncnc(Nc4cc(ccc4C)C(=O)Nc5cccc(c5)C(C)(C)C)c3n2	CHEMBL3694037	pIC50=8.7
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3641119	pIC50=8.7
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccc(C#N)c(c5)C(F)(F)F)c3n2	CHEMBL3697856	pIC50=8.7
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cccc(c5)C(C)(C)C#N)c3n2	CHEMBL3697850	pIC50=8.7
CN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4F)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3697863	pIC50=8.7
CN1C[C@@H]2C[C@H]1CN2c3ccc(cc3C(F)(F)F)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276175	pIC50=8.7
CN1C[C@H]2C[C@@H]1CN2c3ncc4ncnc(Nc5cc(ccc5C)C(=O)Nc6cc(on6)C(C)(C)C)c4n3	CHEMBL3641113	pIC50=8.7
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)C)c3Cl)c4ccc(cc4)C(F)(F)F	CHEMBL3651682	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(CN5CCCC5)cc(c4)C(F)(F)F)c2n1	CHEMBL3694160	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(OCCN(C)C)cc(c4)C(F)(F)F)c2n1	CHEMBL3694203	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(ccn4)C(F)(F)F)c2n1	CHEMBL3641093	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(nn4C)C(C)(C)C)c2n1	CHEMBL3641087	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cccc(c4)C(F)(F)F)c2n1	CHEMBL3641088	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3Cl)C(=O)Nc4ccc(OC)c(c4)C(F)(F)F)c2n1	CHEMBL3694067	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3F)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3694147	pIC50=8.7
COCCN(C)c1ncc2ncnc(Nc3cc(ccc3F)C(=O)Nc4ccc(OC)c(c4)C(F)(F)F)c2n1	CHEMBL3694093	pIC50=8.7
COCCN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccc(C#N)c(c5)C(F)(F)F)c3n2	CHEMBL3641147	pIC50=8.7
COCCN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccc(OC)c(c5)C(F)(F)F)c3n2	CHEMBL3641054	pIC50=8.7
COCCN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4F)C(=O)Nc5ccc(OC)c(c5)C(F)(F)F)c3n2	CHEMBL3641029	pIC50=8.7
COC[C@@H]1CCCN1c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccc(OC)c(c5)C(F)(F)F)c3n2	CHEMBL3641160	pIC50=8.7
COc1c(CN2CCCC2)cc(cc1NC(=O)c3ccc(C)c(Nc4ncnc5cnc(nc45)N6CCOCC6)c3)C(F)(F)F	CHEMBL3641154	pIC50=8.7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(OC)nc34)c2)cc1C(F)(F)F	CHEMBL3641182	pIC50=8.7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCC(C5)N(C)C)c2)cc1C(F)(F)F	CHEMBL3641177	pIC50=8.7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCCC5)c2)cc1C(F)(F)F	CHEMBL3641071	pIC50=8.7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCN(C)CC5)c2)cc1C(F)(F)F	CHEMBL3694064	pIC50=8.7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCN(CC5)C(C)C)c2)cc1C(F)(F)F	CHEMBL3641063	pIC50=8.7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCN(CCCN6CCCC6)CC5)c2)cc1C(F)(F)F	CHEMBL3641168	pIC50=8.7
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5C[C@@H](C)N[C@@H](C)C5)c2)cc1C(F)(F)F	CHEMBL3641062	pIC50=8.7
COc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(nc34)N(C)C)c2)cc1C(F)(F)F	CHEMBL3694079	pIC50=8.7
COc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(nc34)N(C)CCN(C)C)c2)cc1C(F)(F)F	CHEMBL3694068	pIC50=8.7
COc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(nc34)N5CCOCC5)c2)cc1C(F)(F)F	CHEMBL3694075	pIC50=8.7
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(NCCN(C)C)nc34)c2)cc1C(F)(F)F	CHEMBL3694102	pIC50=8.7
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(NCCN5CCOCC5)nc34)c2)cc1C(F)(F)F	CHEMBL3694103	pIC50=8.7
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(nc34)N5CCN(C)CC5)c2)cc1C(F)(F)F	CHEMBL3694097	pIC50=8.7
COc1ccc(cc1NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCCN(C)CC5)c2)C(C)(C)C	CHEMBL3697771	pIC50=8.7
COc1ccc(cc1NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCNCC5)c2)C(C)(C)C	CHEMBL3697887	pIC50=8.7
COc1ccc(cc1NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CC[C@H](F)C5)c2)C(F)(F)F	CHEMBL3697833	pIC50=8.7
COc1ccc(cc1Nc2ncnc3cnc(nc23)N(C)C)C(=O)Nc4ccc(OC)c(c4)C(F)(F)F	CHEMBL3694092	pIC50=8.7
COc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCN(C)CC4)C(=O)Nc5cc(on5)C(C)(C)C	CHEMBL3694159	pIC50=8.7
COc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCN(C)CC4)C(=O)Nc5cc(on5)C(C)(C)C	CHEMBL3694158	pIC50=8.7
COc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cc(on5)C(C)(C)C	CHEMBL3694144	pIC50=8.7
COc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5ccc(OC)c(c5)C(F)(F)F	CHEMBL3694088	pIC50=8.7
COc1ncc2ncnc(Nc3cc(NC(=O)c4cccc(c4)C(C)(C)C#N)ccc3C)c2n1	CHEMBL3641240	pIC50=8.7
COc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(cc(c4)C(F)(F)F)N(C)CCN(C)C)c2n1	CHEMBL3641184	pIC50=8.7
COc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(cc(c4)C(F)(F)F)N5CCN(CC5)C(C)C)c2n1	CHEMBL3641180	pIC50=8.7
COc1ncc2ncnc(Nc3cc(ccc3C)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3641187	pIC50=8.7
C[C@@H]1CN(C[C@H](C)N1)c2nc(N)c3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(n[nH]5)C(C)(C)C)c3n2	CHEMBL3689934	pIC50=8.7
C[C@@H]1CN(C[C@H](C)N1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3641112	pIC50=8.7
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc3ncnc4cnc(NC5CCOCC5)nc34	CHEMBL3641238	pIC50=8.7
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc3ncnc4cnc(nc34)N5CCC(F)(F)C5	CHEMBL3641233	pIC50=8.7
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc3ncnc4cnc(nc34)N5CCN(CC5)C6CC6	CHEMBL3641227	pIC50=8.7
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc3ncnc4cnc(nc34)N5CC[C@@H](F)C5	CHEMBL3641234	pIC50=8.7
Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc3ncnc4cnc(nc34)N5CC[C@H](F)C5	CHEMBL3641235	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3c(N)nc(nc23)N4CCN5CCCC5C4)C(=O)Nc6cc(n[nH]6)C(C)(C)C	CHEMBL3689933	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3c(N)nc(nc23)N4C[C@@H]5C[C@H]4CN5)C(=O)Nc6cc(n[nH]6)C(C)(C)C	CHEMBL3694026	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCC4CCCCO4)nc23)C(=O)Nc5cc(on5)C(C)(C)C	CHEMBL3697904	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCC4CCOC4)nc23)C(=O)Nc5cc(on5)C(C)(C)C	CHEMBL3697902	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCCc4ccccc4)nc23)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694180	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCc4ccccc4)nc23)C(=O)Nc5cc(n[nH]5)C(C)(C)C	CHEMBL3641127	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCc4ccccc4)nc23)C(=O)Nc5cc(nn5C)C(C)(C)C	CHEMBL3641056	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCc4ccccc4)nc23)C(=O)Nc5cc(on5)C(C)(C)C	CHEMBL3641136	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCc4ccccn4)nc23)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694175	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(NCc4ccncc4)nc23)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694176	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCC(CC4)N5CCCC5)C(=O)Nc6cc(on6)C(C)(C)C	CHEMBL3641106	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCC(F)CC4)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694165	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCC4)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694171	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCC4)C(=O)Nc5cc(ccn5)C(F)(F)F	CHEMBL3697821	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCC4)C(=O)Nc5cccc(c5)C(C)(C)C	CHEMBL3697818	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCCC4)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3694168	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCCC4)C(=O)Nc5cccc(c5)C(C)(C)C	CHEMBL3697794	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCCOCC4)C(=O)Nc5cc(on5)C(C)(C)C	CHEMBL3697911	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5cc(CN6CCCC6)c(Cl)c(c5)C(F)(F)F	CHEMBL3641143	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5ccc(Cl)c(c5)C(F)(F)F	CHEMBL3697881	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CCOCC4)C(=O)Nc5ccc6N(CCN7CCCC7)C(=O)C(C)(C)c6c5	CHEMBL3697738	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CC[C@@H](F)C4)C(=O)Nc5cccc(c5)C(C)(C)C#N	CHEMBL3697752	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cnc(nc23)N4CC[C@H](F)C4)C(=O)Nc5cc(CN6CCCC6)cc(c5)C(F)(F)F	CHEMBL3641082	pIC50=8.7
Cc1ccc(cc1Nc2ncnc3cncnc23)C(=O)Nc4cc(on4)C(C)(C)C	CHEMBL3643295	pIC50=8.7
Cc1cn(cn1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3697909	pIC50=8.7
Cn1nc(cc1NC(=O)c2ccc(F)c(Nc3ncnc4cnc(NC5CCOC5)nc34)c2)C(C)(C)C	CHEMBL3697927	pIC50=8.7
Cn1nc(cc1NC(=O)c2ccc(F)c(Nc3ncnc4cnc(nc34)N5CCOCC5)c2)C(C)(C)C	CHEMBL3697924	pIC50=8.7
FC(F)(F)c1cc(cc(c1)c2cnc[nH]2)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3	CHEMBL3765355	pIC50=8.7
Fc1ccc(NS(=O)(=O)N2CCCC2)c(F)c1Nc3ncccc3c4ncnc5[nH]cnc45	CHEMBL3799949	pIC50=8.7
Fc1ccc(NS(=O)(=O)c2nccs2)c(F)c1Nc3ncccc3c4ncnc5[nH]cnc45	CHEMBL3800081	pIC50=8.7
O[C@@H]1CCC[C@@H](C1)n2cc(c3ccc4c(Cc5c[nH]nc45)c3)c(n2)c6ccncc6	CHEMBL1780173	pIC50=8.7
Oc1cccc(c1)c2c(nn3c(ccnc23)c4ccc(NCC56CCN(CC5)CC6)cc4)c7ccncc7	CHEMBL1088289	pIC50=8.7
CN1C[C@@H]2C[C@H]1CN2c3ccc(cc3F)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276174	pIC50=8.72
Cl.Cl.CCNCc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	CHEMBL3765509	pIC50=8.72
Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1Nc3ncccc3c4ncnc5[nH]cnc45	CHEMBL3354838	pIC50=8.75
Cl.Cl.NC1(CCC1)c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3	CHEMBL3765012	pIC50=8.75
Cl.N[C@H](CO)c1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2	CHEMBL3763999	pIC50=8.77
Cl.ON=C1CCc2cc(ccc12)c3nc([nH]c3c4ccncc4)C5CCNCC5	CHEMBL1794071	pKd=8.77
COC(=O)C1CC2N(C)C1Cc3cnc4c(c5ccc(Cl)c(O)c5)c(nn4c23)c6ccncc6	CHEMBL585148	pIC50=8.8
Clc1ccc(NC(=O)c2ccc(Cl)c(Nc3ncccc3c4ncnc5[nH]cnc45)c2)cc1Cl	CHEMBL3354391	pIC50=8.8
F[C@@H]1CNCC[C@H]1n2cc(c3ccc4c(Cc5c[nH]nc45)c3)c(n2)c6ccncc6	CHEMBL1780177	pIC50=8.8
Cc1ccc(cc1Nc2ncccc2c3ncnc4[nH]cnc34)C(=O)Nc5ccc(cc5)C(F)(F)F	CHEMBL3354387	pIC50=8.82
Cl.Cn1nccc1c2cc(cc(c2)C(F)(F)F)C(=O)N[C@@H]3CCc4ccc(Oc5ccnc6NC(=O)CCc56)cc4C3	CHEMBL3764588	pIC50=8.82
Cn1cc(c2ccc3c(Cc4c[nH]nc34)c2)c(n1)c5ccncc5	CHEMBL523261	pIC50=8.82
Oc1cccc(c1)c2c(nn3c(ccnc23)c4ccc(N[C@@H]5CN6CCC5CC6)cc4)c7ccncc7	CHEMBL1087510	pIC50=8.82
CN1C[C@@H]2C[C@H]1CC2c3cc(F)ccc3c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276182	pIC50=8.85
CN1C[C@@H]2C[C@H]1CN2c3ccc(c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8)c(c3)C(F)(F)F	CHEMBL1276172	pIC50=8.85
Cn1cc(c2ccc3c(O)cccc3c2)c(n1)c4ccncc4	CHEMBL1780161	pIC50=8.85
O\N=C\1/CCc2cc(ccc12)c3nc([nH]c3c4ccncc4)C(=O)NCCN5CCOCC5	CHEMBL515491	pKd=8.85
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C(C)C)c3)C(C)(C)C	CHEMBL3651614	pIC50=8.87
CN(C)Cc1cccc(NC(=O)c2nc(c3ccc4\C(=N\O)\CCc4c3)c([nH]2)c5ccncc5)c1	CHEMBL515322	pKd=8.89
CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc3ncnc4[nH]c(cc34)c5cccc(c5)C(F)(F)F)c1	CHEMBL3613309	pIC50=8.89
CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc3ncnc4[nH]cc(C)c34)c1	CHEMBL3613199	pIC50=8.89
Cc1ccc(cc1Nc2ncccc2c3ncnc4[nH]cnc34)C(=O)Nc5cccc(Cl)c5	CHEMBL3354385	pIC50=8.89
O\N=C/1\CCc2cc(ccc12)c3[nH]c(nc3c4ccncc4)c5ccccc5	CHEMBL372543	pKd=8.89
F[C@H]1CNCC[C@@H]1n2cc(c3ccc4c(Cc5c[nH]nc45)c3)c(n2)c6ccncc6	CHEMBL1780180	pIC50=8.9
CN1C[C@@H]2C[C@H]1CN2c3ccc(cc3)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1278218	pIC50=8.92
COc1cccc(c1)C(=O)Nc2ccc(C)c(Nc3ncccc3c4ncnc5[nH]cnc45)c2	CHEMBL3354839	pIC50=8.92
Fc1cc(CN2C[C@@H]3C[C@H]2CO3)ccc1c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276189	pIC50=8.92
O\N=C\1/CCc2cc(ccc12)c3cn(CC4CCNCC4)nc3c5ccncc5	CHEMBL497670	pIC50=8.92
COCCn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL496472	pIC50=8.94
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(C)cc(NS(=O)(=O)C)c3Cl)C4CC4	CHEMBL3651632	pIC50=8.96
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)CCC(F)(F)F)c3F)C(C)(C)C	CHEMBL3651699	pIC50=8.97
Cc1ccc(cc1Nc2ncccc2c3ncnc4[nH]cnc34)C(=O)Nc5cccc(F)c5	CHEMBL3354383	pIC50=8.99
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc4cc(ccc4F)C(F)(F)F)n3C)ccn1	CHEMBL3335381	pIC50=9.0
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc4ccc(OC(F)(F)F)cc4)n3C)ccn1	CHEMBL3335379	pIC50=9.0
CC(C)(C#N)c1cccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(NC5CCOC5)nc34)c2)c1	CHEMBL3697926	pIC50=9.0
CC(C)(C)c1cc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(nc34)N5CCOCC5)c2)[nH]n1	CHEMBL3697931	pIC50=9.0
CC(C)(C)c1onc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(NCCCN5CCOCC5)nc34)c2)c1	CHEMBL3694137	pIC50=9.0
CC(C)(C)c1onc(NC(=O)c2ccc(Cl)c(Nc3ncnc4cnc(nc34)N5CCOCC5)c2)c1	CHEMBL3694138	pIC50=9.0
CC(C)(C)c1onc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(NCCN5CCOCC5)nc34)c2)c1	CHEMBL3694155	pIC50=9.0
CC1(CC1)c2nc(c3ccnc(NCCC#N)n3)c([nH]2)c4cccc(NS(=O)(=O)C)c4Cl	CHEMBL3651659	pIC50=9.0
CCCS(=O)(=O)Nc1cc(F)cc(c1Cl)c2[nH]c(nc2c3ccnc(NCC)n3)C4CC4	CHEMBL3651649	pIC50=9.0
CCCS(=O)(=O)Nc1cc(F)cc(c1Cl)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651638	pIC50=9.0
CCCS(=O)(=O)Nc1cccc(c1)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C4CC4	CHEMBL3651704	pIC50=9.0
CCN1CCN(CC1)c2ncc3ncnc(Nc4cc(NC(=O)c5cccc(c5)C(C)(C)C#N)ccc4C)c3n2	CHEMBL3641228	pIC50=9.0
CCN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4F)C(=O)Nc5cc(on5)C(C)(C)C)c3n2	CHEMBL3641025	pIC50=9.0
CCOC(=O)N1C2CCC1CC(C2)c3ccnc4c(c5cccc(O)c5)c(nn34)c6ccncc6	CHEMBL571129	pIC50=9.0
CCc1ccc(Nc2nc3cc(Oc4ccnc(NC(=O)C)c4)ccc3n2C)cc1	CHEMBL3335377	pIC50=9.0
CN(C)CCN(C)c1cc(NC(=O)c2ccc(C)c(Nc3ncnc4c(N)nc(nc34)N5CCOCC5)c2)cc(c1)C(F)(F)F	CHEMBL3694033	pIC50=9.0
CN(C)CCN(C)c1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NCc5ccncc5)nc34)c2)cc(c1)C(F)(F)F	CHEMBL3697720	pIC50=9.0
CN(C)CCN(C)c1cc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(nc34)N5CCOCC5)c2)cc(c1)C(F)(F)F	CHEMBL3641068	pIC50=9.0
CN(C)CCN(C)c1ncc2ncnc(Nc3cc(ccc3Cl)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3694142	pIC50=9.0
CN(C)CCN1CCN(CC1)c2ncc3ncnc(Nc4cc(ccc4C)C(=O)Nc5ccc6OC(F)(F)C(F)(F)Oc6c5)c3n2	CHEMBL3641211	pIC50=9.0
CN(C)CCNc1ncc2ncnc(Nc3cc(ccc3F)C(=O)Nc4cc(on4)C(C)(C)C)c2n1	CHEMBL3694154	pIC50=9.0
