CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	parecoxib	pIC50=8.30103016	pIC50=8.30103016	pIC50=8.30103016
OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	aceclofenac
NC1=CC(O)=C(C=C1)C(O)=O	aminosalicylic acid
Nc1ccc(O)c(c1)C(=O)O	mesalazine
COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1	nabumetone
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O	naproxen	pIC50=5.6	pIC50=5.6	pIC50=5.6
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	loxoprofen	pIC50=5.0	pIC50=5.0	pIC50=5.0
C[C@H](C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	dexketoprofen	pIC50=7.57	pIC50=7.57	pIC50=7.57	pIC50=6.64
CC(C(O)=O)C1=CC2=C(C=C1)C1=CC(Cl)=CC=C1N2	carprofen	pIC50=7.0	pIC50=7.0	pIC50=7.0	pIC50=6.99
CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O	etodolac	pIC50=5.7	pIC50=5.7	pIC50=5.7	pIC50=6.25
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	lumiracoxib	pKi=6.49	pKi=6.49	pKi=6.49	pKi=6.5
OC(=O)C1=CC(=CC=C1O)N=NC1=CC(C(O)=O)=C(O)C=C1	olsalazine
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	oxyphenbutazone
Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N	valdecoxib	pIC50=8.3	pIC50=8.3	pIC50=8.3	pIC50=6.18
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1	tolmetin	pIC50=6.84	pIC50=6.84	pIC50=6.84
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	suprofen	pIC50=5.06	pIC50=5.06	pIC50=5.06
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	sulindac	pIC50=4.25	pIC50=4.25	pIC50=4.25
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1	rofecoxib	pIC50=6.51	pIC50=6.51	pIC50=6.51	pIC50=6.12
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O	piroxicam	pIC50=4.7	pIC50=4.7	pIC50=4.7
OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	oxaprozin	pIC50=4.44000006	pIC50=4.44000006	pIC50=4.44000006
Cc1cccc(Nc2ccccc2C(=O)O)c1C	mefenamic acid	pIC50=6.83	pIC50=6.83	pIC50=6.83	pIC50=6.22
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	meclofenamic acid	pIC50=6.7	pIC50=6.7	pIC50=6.7	pIC50=6.16
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1	ketorolac	pIC50=6.9	pIC50=6.9	pIC50=6.9	pIC50=6.37
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	ketoprofen	pIC50=6.62	pIC50=6.62	pIC50=6.62	pIC50=6.11
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	indomethacin	pIC50=6.33	pIC50=6.33	pIC50=6.33	pIC50=6.02
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	ibuprofen	pIC50=5.14	pIC50=5.14	pIC50=5.14	pIC50=7.0
CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	flurbiprofen	pIC50=8.39	pIC50=8.39	pIC50=8.39	pIC50=6.45
CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1	fenoprofen	pIC50=5.23	pIC50=5.23	pIC50=5.23
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	etoricoxib	pIC50=6.1	pIC50=6.1	pIC50=6.1	pIC50=6.09
OC(=O)c1cc(ccc1O)c2ccc(F)cc2F	diflunisal	pIC50=5.09	pIC50=5.09	pIC50=5.09
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	diclofenac	pIC50=7.7	pIC50=7.7	pIC50=7.7	pIC50=6.2
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	celecoxib	pIC50=7.24	pIC50=7.24	pIC50=7.24	pIC50=6.0
NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1	bromfenac	pIC50=8.4	pIC50=8.4	pIC50=8.4
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	balsalazide
NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1	nepafenac	pIC50=6.82	pIC50=6.82	pIC50=6.82
CC(=O)OC1=CC=CC=C1C(O)=O	acetylsalicylic acid	pIC50=5.12	pIC50=5.12	pIC50=5.12
CC(=O)NC1=CC=C(O)C=C1	paracetamol	pIC50=4.31	pIC50=4.31	pIC50=4.31
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1	tiaprofenic acid	pIC50=7.1	pIC50=7.1	pIC50=7.1
OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F	flufenamic acid	pIC50=6.93	pIC50=6.93	pIC50=6.93	pIC50=7.7
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1	fenbufen
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O	meloxicam	pIC50=6.8	pIC50=6.8	pIC50=6.8	pIC50=6.03
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	sulfasalazine
O[Bi]1OC(=O)C2=CC=CC=C2O1	bismuth subsalicylate
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O	acemetacin
OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1	felbinac
OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1	floctafenine	pIC50=5.9586072	pIC50=5.9586072	pIC50=5.9586072
CC(C(=O)NC1=CC(C)=CC=N1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	piketoprofen
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Cl)cc3F	CHEMBL442767	pIC50=6.7
CCCCCCNC(=O)Oc1cccc(c1)c2ccc(cc2C(F)(F)F)C(C)C(=O)O	CHEMBL3775510	pIC50=6.7
CN1C(=O)\C(=C(\O)/Nc2ccc(Cl)cc2Cl)\c3cc(Cl)ccc3C1=O	CHEMBL177808	pIC50=6.7
COc1ccc(Oc2c(C)[nH]c3cc(ccc23)S(=O)(=O)C)cc1	CHEMBL433756	pIC50=6.7
COc1ccc(Oc2c(C)[nH]c3cccc(c23)S(=O)(=O)C)cc1	CHEMBL183178	pIC50=6.7
COc1ccc(cc1)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)N	CHEMBL111562	pIC50=6.7
COc1ccc2c(c1)c(CC(=O)N[C@@H](C)c3ccc(C)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL319578	pIC50=6.7
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(CC3CC3)N=C2)c4ccc(F)cc4	CHEMBL157016	pIC50=6.7
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(CCC3CC3)N=C2)c4ccc(F)cc4	CHEMBL155781	pIC50=6.7
CS(=O)(=O)c1ccc(cc1)C2SCC(=O)N2c3ccccc3	CHEMBL399878	pIC50=6.7
CS(=O)(=O)c1ccc(cc1)c2cc3OCOc3cc2C=C4CCCCCC4	CHEMBL357315	pIC50=6.7
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3occc3)cc(n2)C(F)(F)F	CHEMBL271551	pIC50=6.7
C[S+]([O-])c1ccc(cc1)C2=C(Oc3ccc(Br)cc3F)C(=O)C=C(C)O2	CHEMBL209408	pIC50=6.7
Cc1ccccc1c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL294967	pIC50=6.7
NS(=O)(=O)c1ccc(cc1)c2nc3ccccc3n2c4ccc(Cl)cc4	CHEMBL436116	pIC50=6.7
NS(=O)(=O)c1ccc(cc1)n2nc(CF)cc2c3ccccc3	CHEMBL285335	pIC50=6.7
[N-]=[N+]=Nc1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3	CHEMBL102223	pIC50=6.71
CC(C(=O)O)c1ccc(cc1)c2ccc3[nH]ccc3c2	CHEMBL104592	pIC50=6.72
CC(C(=O)O)c1ccc(cc1)c2cncc(C=C)c2	CHEMBL106828	pIC50=6.72
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Cl)cc3C	CHEMBL126991	pIC50=6.72
COC(=O)[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL2112399	pIC50=6.72
COc1ccc2c(c1)c(CC(=O)NC(C)(C)CO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL433427	pIC50=6.72
COc1ccc2c(c1)c(CC(=O)NCCOC(=O)\C=C\c3ccc(cc3)N(C)C)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL95380	pIC50=6.72
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3ccccc3	CHEMBL23170	pIC50=6.72
CS(=O)(=O)c1ccc(cc1)c2cc(Br)sc2c3ccc(F)cc3	CHEMBL42485	pIC50=6.72
CS(=O)(=O)c1ccc(cc1)n2cc(nn2)c3ccc(Cl)cc3	CHEMBL452660	pIC50=6.72
CS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccnc(Cl)c3)C(F)(F)F	CHEMBL463232	pIC50=6.72
Cc1cc(Cl)c2OC(C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL1288566	pIC50=6.72
Cc1cc2OC(C(=Cc2c(C)c1Br)C(=O)O)C(F)(F)F	CHEMBL3342568	pIC50=6.72
Cc1nc2c(c3ccc(F)cc3)c(nn2c(C)c1C)c4ccc(cc4)S(=O)(=O)C	CHEMBL332169	pIC50=6.72
CS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3ccc(N)cc3	CHEMBL117708	pIC50=6.73
OC(=O)C1=Cc2cc(Cl)cc(c2OC1C(F)(F)F)c3ccccc3	CHEMBL1290320	pIC50=6.73
NS(=O)(=O)c1ccc(cc1)c2c(CO)onc2c3ccccc3	CHEMBL1147	pIC50=6.74
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3cc(F)cc(F)c3	CHEMBL106302	pIC50=6.75
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(F)cc3C	CHEMBL129640	pIC50=6.75
COc1ccc(NNC(=O)c2ccccc2)cc1	CHEMBL347198	pIC50=6.75
COc1ccc(OC2=C(OC(=CC2=O)C)c3ccc(cc3)S(=O)(=O)C)c(Cl)c1	CHEMBL126369	pIC50=6.75
Cc1ccc(cc1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42561	pIC50=6.75
Cn1cccc1CNc2cc(nc(n2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL270730	pIC50=6.75
C1CCc2c(CC1)n(nc2c3ccccc3)c4ccccc4	CHEMBL348390	pIC50=6.77
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccccc3C	CHEMBL126303	pIC50=6.77
CCCCCCOC(=O)Nc1cccc(c1)c2ccc(cc2F)C(C)C(=O)O	CHEMBL3774442	pIC50=6.77
CN1C(=O)\C(=C(\O)/Nc2ccccc2)\c3ccccc3C1=O	CHEMBL368468	pIC50=6.77
COc1c(F)cc(cc1F)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42119	pIC50=6.77
COc1ccc(cc1)c2cnnn2c3ccc(cc3)S(=O)(=O)C	CHEMBL514418	pIC50=6.77
COc1ccc2c(c1)c(CC(=O)N[C@H](C)CO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL24874	pIC50=6.77
COc1ccc2c(c1)c(CC(=O)N[C@H](CO)CC(C)C)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL279265	pIC50=6.77
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cc(Cl)cc(Cl)c3)C(F)(F)F	CHEMBL45090	pIC50=6.77
Cc1cc(ccc1F)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL297799	pIC50=6.77
Cc1ccc(cn1)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL299251	pIC50=6.77
Cc1ccncc1c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL110612	pIC50=6.77
NS(=O)(=O)c1ccc(CCn2cc(nn2)c3ccc(Cl)cc3)cc1	CHEMBL2398541	pIC50=6.77
NS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc(c(F)c3)C(F)(F)F	CHEMBL110846	pIC50=6.77
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(F)cc3)C(=O)N\N=C\C4=C(Cl)c5ccccc5OC4=O	CHEMBL3823440	pIC50=6.77
OC(=O)Cc1ccccc1Nc2c(Cl)cccc2C(F)(F)F	CHEMBL258738	pIC50=6.78
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccccc3	CHEMBL18316	pIC50=6.8
CCCCCNC(=O)Oc1cccc(c1)c2ccc(cc2F)C(C)C(=O)O	CHEMBL3775104	pIC50=6.8
CCCCOc1nc(cc(n1)C(F)(F)F)c2ccc(cc2)S(=O)(=O)C	CHEMBL550126	pIC50=6.8
COC(=O)c1nn(c2ccc(cc2)S(=O)(=O)N)c(c1Cl)c3ccc(Cl)cc3	CHEMBL28491	pIC50=6.8
COc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1	CHEMBL1079876	pIC50=6.8
COc1ccc(cc1)N2C(SCC2=O)c3ccc(cc3)S(=O)(=O)C	CHEMBL400080	pIC50=6.8
CS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc(F)cc3	CHEMBL274893	pIC50=6.8
CSc1ccc(cc1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL45197	pIC50=6.8
NS(=O)(=O)c1ccc(cc1)c2nc(NCc3cccs3)cc(n2)C(F)(F)F	CHEMBL271337	pIC50=6.8
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccccc3)C(F)(F)F	CHEMBL29920	pIC50=6.8
CN=[S+](C)([O-])c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3	CHEMBL1814813	pIC50=6.81
COc1ccc(cc1F)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL117862	pIC50=6.81
Cc1cc(C)n2nc(c3ccc(cc3)S(=O)(=O)C)c(c4ccc(F)cc4)c2n1	CHEMBL421259	pIC50=6.81
Cc1ccnc(c1)C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O	CHEMBL1950009	pIC50=6.81
CC(C(=O)O)c1ccc(cc1)c2cccc(CC=C)c2	CHEMBL325787	pIC50=6.82
CC(C)(C)C#CC1=C(CCC1=O)c2ccc(cc2)S(=O)(=O)C	CHEMBL436539	pIC50=6.82
CC(C)CSc1cc2O[C@@H](C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630254	pIC50=6.82
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Br)cc3F	CHEMBL125460	pIC50=6.82
CCCC(=O)c1cc(c2SCC(C)(C)c2c1)C(C)(C)C	CHEMBL14767	pIC50=6.82
CCCCCCCC(=C(c1ccccc1)c2ccccc2)c3ccc(cc3)S(=O)(=O)C	CHEMBL2283156	pIC50=6.82
CCCc1cc2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630226	pIC50=6.82
COc1ccc(cc1)c2cc(nn2c3ccc(cc3F)S(=O)(=O)N)C(F)(F)F	CHEMBL129021	pIC50=6.82
COc1ccc(cc1F)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42651	pIC50=6.82
COc1ccc2c(c1)c(CC(=O)NCc3ccccc3C)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL95572	pIC50=6.82
COc1ccncc1C2=C(CCC2=O)c3ccc(cc3)S(=O)(=O)C	CHEMBL23241	pIC50=6.82
CS(=O)(=O)Nc1ccc(cc1)c2cc(nn2c3ccc(Cl)cc3)C(F)F	CHEMBL45247	pIC50=6.82
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3ccc(Cl)c(F)c3	CHEMBL23175	pIC50=6.82
CS(=O)(=O)c1ccc(cc1)n2cc(nn2)c3ccccc3	CHEMBL449930	pIC50=6.82
CSc1nnc(s1)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C	CHEMBL12532	pIC50=6.82
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)O	CHEMBL153	pIC50=6.82
Cc1ccc(cc1)N2C(SCC2=O)c3ccc(cc3)S(=O)(=O)C	CHEMBL399879	pIC50=6.82
Cc1ccnc(c1)C(=O)c2[nH]c3ccc(F)cc3c2CC(=O)O	CHEMBL1950017	pIC50=6.82
Cc1nc2sc(c3ccc(cc3)S(=O)(=O)C)c(c4cccc(F)c4)n2n1	CHEMBL348104	pIC50=6.82
FC(F)(F)S(=O)(=O)Nc1ccncc1Oc2ccccc2Cl	CHEMBL224640	pIC50=6.82
NS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc(cc3)C(F)(F)F	CHEMBL111057	pIC50=6.82
[2H]C([2H])([2H])c1cc2C=C(C(Oc2c(c1)C([2H])([2H])[2H])C(F)(F)F)C(=O)O	CHEMBL3355607	pIC50=6.82
CCS(=O)(=O)c1cc(NCc2cccs2)nc(n1)c3ccc(cc3)S(=O)(=O)C	CHEMBL408216	pIC50=6.84
CS(=O)(=O)c1ccc(cc1)c2[nH]c3ccccc3c2c4ccc(Cl)cc4	CHEMBL524304	pIC50=6.84
Cc1ncn(c2ccc(cc2)S(=O)(=O)C)c1c3ccc(F)cc3	CHEMBL324957	pIC50=6.84
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)OCC3CC3	CHEMBL69998	pIC50=6.85
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(Br)cc3	CHEMBL273815	pIC50=6.85
CCCc1cc2O[C@@H](C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630250	pIC50=6.85
CCSc1nnc(s1)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C	CHEMBL279801	pIC50=6.85
CCc1ccc(s1)c2nc(C)oc2c3ccc(cc3)S(=O)(=O)C	CHEMBL345620	pIC50=6.85
CN(C)c1c(Cl)cc(cc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL43553	pIC50=6.85
COC[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL24349	pIC50=6.85
COc1c(Cl)cc(cc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42408	pIC50=6.85
COc1ccc(cc1Cl)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)C	CHEMBL324863	pIC50=6.85
COc1ccc2c(c1)c(CC(=O)Nc3ccc(cc3)C(=O)N)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL327751	pIC50=6.85
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Sc3ccc(F)cc3F	CHEMBL287919	pIC50=6.85
CS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3ccc4OCOc4c3)C(F)(F)F	CHEMBL3309818	pIC50=6.85
CS(=O)(=O)c1ccc(cc1)c2ccccc2c3ccc(Cl)cc3	CHEMBL55188	pIC50=6.85
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3ccccc3)cc(n2)C(F)(F)F	CHEMBL271339	pIC50=6.85
CSc1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	CHEMBL18797	pIC50=6.85
C[C@H](CO)Sc1ncc(cc1c2ccc(cc2)S(=O)(=O)C)C(F)(F)F	CHEMBL296370	pIC50=6.85
Cc1c(CC(F)(F)F)cc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3	CHEMBL44038	pIC50=6.85
Cc1cn2c(c3ccccc3)c(nc2s1)c4ccc(cc4)S(=O)(=O)C	CHEMBL149040	pIC50=6.85
Clc1ccc(cc1)c2nn(c3CCCCCc23)c4ccccc4	CHEMBL155658	pIC50=6.85
NS(=O)(=O)c1ccc(cc1)c2nc(NCc3cc4ccccc4s3)cc(n2)C(F)(F)F	CHEMBL442706	pIC50=6.85
NS(=O)(=O)c1ccc(cc1)n2nc(C#N)c3SCc4cc(F)ccc4c23	CHEMBL95022	pIC50=6.85
OC(=O)C1=Cc2cc(Cl)cc(C#Cc3ccccc3)c2OC1C(F)(F)F	CHEMBL1290321	pIC50=6.85
OC1=C(c2ccccc2C(=O)N1Cc3ccccc3)S(=O)(=O)c4ccccc4	CHEMBL276052	pIC50=6.85
CS(=O)(=O)c1ccc(cc1)C2=C(CC3(CC3)C2)c4ccc(OC(F)(F)F)cc4	CHEMBL89263	pIC50=6.87
CC[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL25035	pIC50=6.89
CCn1nc(c2ccc(cc2)S(=O)(=O)C)c(c3ccc(F)cc3)c1C(F)(F)F	CHEMBL68127	pIC50=6.89
COc1ccc(NNC(=O)c2ccc(Cl)cc2)cc1	CHEMBL347187	pIC50=6.89
COc1ccc(cc1)n2nc(cc2c3ccc(N)cc3)C(F)(F)F	CHEMBL47687	pIC50=6.89
COc1ccc(cc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL43149	pIC50=6.89
COc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1	CHEMBL1950018	pIC50=6.89
COc1ccc2c(CC(=O)O)c([nH]c2c1)C(=O)c3cc(C)ccn3	CHEMBL1950010	pIC50=6.89
CS(=O)(=O)Nc1ccncc1Oc2ccccc2Cl	CHEMBL388628	pIC50=6.89
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccccc3)C(F)(F)F	CHEMBL42225	pIC50=6.89
Cc1cc2OC(C(=Cc2c(C)c1Cl)C(=O)O)C(F)(F)F	CHEMBL1288771	pIC50=6.89
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL241970	pIC50=6.89
NS(=O)(=O)c1ccc(cc1)C2=C(CC3(CC3)C2)c4ccc(OC(F)(F)F)cc4	CHEMBL88649	pIC50=6.89
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(cc3)[N+](=O)[O-])C(=O)N\N=C\C4=C(Cl)c5ccccc5OC4=O	CHEMBL3823735	pIC50=6.89
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccccc3)C(F)F	CHEMBL29445	pIC50=6.89
CS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3ccccc3	CHEMBL331135	pIC50=6.91
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccccn3	CHEMBL110822	pIC50=6.92
CCC#CCC(C)OC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL318053	pIC50=6.92
CCc1c(NCc2cccs2)nc(nc1C(F)(F)F)c3ccc(cc3)S(=O)(=O)C	CHEMBL270517	pIC50=6.92
CCc1oc(c2ccc(c(F)c2)S(=O)(=O)N)c(n1)C3CCCCC3	CHEMBL37481	pIC50=6.92
COc1ccc(cc1F)C2=C(CCC2)c3ccc(cc3)S(=O)(=O)C	CHEMBL111314	pIC50=6.92
COc1ccc2c(c1)c(CC(=O)Nc3ccc(NC(=O)C)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL95469	pIC50=6.92
COc1ccc2c(c1)c(CC(=O)Nc3ccc(SC)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL96011	pIC50=6.92
COc1ccc2c(c1)c(CC(=O)OC3CCCCC3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL318410	pIC50=6.92
COc1ccc2c(c1)c(Cc3nc(cs3)c4ccc(cc4)C(=O)O)c(C)n2C(=O)c5ccc(Cl)cc5	CHEMBL281513	pIC50=6.92
CS(=O)(=O)Nc1ccncc1Oc2ccc(Cl)cc2Cl	CHEMBL224136	pIC50=6.92
CS(=O)(=O)c1ccc(cc1)C2SCC(=O)N2c3ccc(F)cc3	CHEMBL249995	pIC50=6.92
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccc(F)c(F)c3)C(F)(F)F	CHEMBL42595	pIC50=6.92
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccc(F)c3)C(F)(F)F	CHEMBL43282	pIC50=6.92
Cc1c(C)c2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1288772	pIC50=6.92
Cc1c(Cl)ccc2OC(C(=Cc12)C(=O)O)C(F)(F)F	CHEMBL1630232	pIC50=6.92
Cc1c(cc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3)C(=O)C(F)(F)F	CHEMBL42409	pIC50=6.92
Cc1ccc(c(C)c1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL283038	pIC50=6.92
Cc1ccc(cc1)\C(=C\c2ccc(cc2)S(=O)(=O)C)\c3ccccc3	CHEMBL2283171	pIC50=6.92
Cc1ccc(cc1)c2cnnn2c3ccc(cc3)S(=O)(=O)C	CHEMBL512917	pIC50=6.92
FC(F)(F)S(=O)(=O)Nc1ccncc1Nc2cccc(Br)c2	CHEMBL1079335	pIC50=6.92
NC(CO)(CO)CO.OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3	CHEMBL1201124	pIC50=6.92
NS(=O)(=O)c1ccc(cc1)n2nc(CC#N)cc2c3ccc(Cl)cc3	CHEMBL286756	pIC50=6.92
CS(=O)(=O)c1ccc(\C=C(/c2ccccc2)\c3ccc(Cl)cc3)cc1	CHEMBL2283174	pIC50=6.94
CS(=O)(=O)c1ccc(cc1)c2cnc(Cc3ccc(F)cc3F)nc2c4ccc(F)cc4	CHEMBL561888	pIC50=6.94
CC(C)(C)c1nc(c2ccc(F)cc2)c(s1)c3ccc(cc3)S(=O)(=O)C	CHEMBL17064	pIC50=6.96
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(Cl)cc3	CHEMBL275664	pIC50=6.96
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(F)c(Cl)c3	CHEMBL279268	pIC50=6.96
