NC(N)=N	guanidine
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	sotalol	pKi=4.0	pKi=4.0	pKi=4.0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	amiodarone	pIC50=5.0	pIC50=5.0	pIC50=5.0	pIC50=5.0
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	dofetilide	pKi=8.19	pKi=8.19	pKi=8.19	pIC50=7.31
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
CCn1nc(Cc2ccc(OC(C)C)cc2)cc1C3CCN(C[C@H]4CN(C[C@@H]4c5cccc(F)c5)[C@@H](C(=O)O)C(C)(C)C)CC3	CHEMBL368204	pKi=5.02
CN1CCCC(C1)c2c([nH]c3ccccc23)c4ccccc4	CHEMBL43819	pKi=5.02
CN1CCN(CC1)c2cccc(c2)c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Cl)cnc4[nH]3	CHEMBL2203775	pIC50=5.02
CNCC(=O)N1CCN(CC1)c2ccc(Nc3ncc(Cl)c(n3)c4cnc5ccccn45)c(OC)c2	CHEMBL1809073	pIC50=5.02
COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(OC4CCCC4)cc3	CHEMBL2440407	pIC50=5.02
COc1ccc(C(=O)NC(=O)Nc2ccc3\C(=C\c4[nH]c(C)c(C(=O)NCCN5CCCC5)c4C)\C(=O)Nc3c2)c(F)c1	CHEMBL3329684	pIC50=5.02
COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(c4ccccc4)c5cccnc5)C(C)(C)C2	CHEMBL559045	pIC50=5.02
C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(cc4)C(=O)N5CCCC5	CHEMBL2031885	pIC50=5.02
C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N4CCS(=O)(=O)CC4	CHEMBL560140	pIC50=5.02
Cc1c(CN[C@H]2CC[C@@H](F)C2)nn(CCC#N)c1c3cc(F)cc(F)c3	CHEMBL560667	pIC50=5.02
Cc1cc(Nc2ccccc2)nc(NCc3ccc4OCOc4c3)n1	CHEMBL594752	pIC50=5.02
Cc1onc(CN2CCN(CC2)c3c(Cl)cnc4[nH]c(nc34)c5cn(C)nc5C)n1	CHEMBL2207501	pIC50=5.02
FC(F)(F)c1cccc(CN2C[C@@H]3CC[C@@H](NC(=O)C(C4CCCCC4)C5CCCCC5)[C@@H]3C2)c1	CHEMBL2414773	pKi=5.02
Fc1ccc(\C=C\c2ccc(cn2)S(=O)(=O)c3ccc(F)cc3)cc1	CHEMBL240841	pKi=5.02
Fc1ccc(cc1)C(Cc2ccccc2OC(F)(F)F)N3CCNCC3	CHEMBL1084033	pIC50=5.02
Fc1ccc(cn1)c2cc3sc(nc3cn2)N4CCC(CC4)N5CCCCC5	CHEMBL575023	pIC50=5.02
Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNC5(CCCOC5)c4oc3c2	CHEMBL1935601	pIC50=5.02
NC(=O)Cc1ccc(cc1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4n[nH]c5ccc(cc45)C(F)(F)F	CHEMBL1834633	pIC50=5.02
OC1(COc2ccc(C#N)c(F)c2)CN(C1)S(=O)(=O)c3ccc(Cl)cc3Cl	CHEMBL3218118	pIC50=5.02
Brc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164384	pIC50=5.03
CC#Cc1cncc(c1)c2ccc3OCC4(COC4)C5(COC(=N5)N)c3c2	CHEMBL3703255	pIC50=5.03
CCN(CC)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1	CHEMBL1822443	pIC50=5.03
CCOC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccc(C)cc5	CHEMBL3408388	pIC50=5.03
CN1[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C\C(=C/c5cncnc5)\[C@@H]4O)[C@@]2(C)C=CC1=O	CHEMBL551269	pKi=5.03
COCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	CHEMBL2325740	pIC50=5.03
COCCOCC#Cc1cc(cs1)c2n[nH]c3c4ccc(CN5CCN(C)CC5)cc4C(=O)c23	CHEMBL387971	pIC50=5.03
COc1cc(F)ccc1c2cncc(NC3CCCOC3)c2	CHEMBL1779011	pIC50=5.03
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@H](C)N	CHEMBL1809074	pIC50=5.03
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCS(=O)(=O)C)CC5	CHEMBL1809064	pIC50=5.03
COc1ccc2ncc(F)c(CC(=O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3754299	pIC50=5.03
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)c4oc(nn4)C(F)(F)F	CHEMBL3357997	pIC50=5.03
Cc1nn(C2CCN(CCO)CC2)c(C)c1Nc3ncc(Cl)c(n3)c4cnn5ccccc45	CHEMBL3824323	pIC50=5.03
Clc1cc(ccc1C(=O)N2CCCC2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3	CHEMBL2031880	pIC50=5.03
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4ccc(Cl)cc4Cl)C5CC5)c2cc1F	CHEMBL1923114	pKi=5.03
Fc1ccc2OC(=CC(=O)c2c1)C(=O)NC3CCN(CC3)C4CCc5cc6OCOc6cc45	CHEMBL214585	pIC50=5.03
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCCC4O)CC3)c5cccs5	CHEMBL470148	pKi=5.03
O=C(Cc1ccc(nc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5c4)CC3	CHEMBL3794155	pIC50=5.03
O=C1CCc2ccccc2N1OCCN3CCC(CC3)N4C(=O)Nc5ccccc45	CHEMBL2059312	pIC50=5.03
OC=O.O=C(N1CCN(C(=O)C1)c2ccc(OC3CCN(CC3)C4CCC4)cc2)c5ccc(cc5)C#N	CHEMBL239099	pIC50=5.03
CC(C)(C)c1onc(NC(=O)c2cnc3cc(Oc4ncnc5CNCc45)ccn23)c1	CHEMBL3808450	pIC50=5.04
CCN(CC)[C@@H](C(=O)N1CCC[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@H](C)NC(=O)OC)c7ccccc7	CHEMBL3121151	pIC50=5.04
CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cn3	CHEMBL1092106	pIC50=5.04
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3n[nH]c4ccc(cc34)C(F)(F)F	CHEMBL1834719	pIC50=5.04
CN([C@H]1CCNC1)C(=O)c2ccccc2Oc3ccccc3	CHEMBL554336	pIC50=5.04
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4cccc(Cl)c4	CHEMBL2333614	pIC50=5.04
CN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	CHEMBL443620	pIC50=5.04
COCCOCC#Cc1cc(cs1)c2n[nH]c3c2Cc4cc(CN5CCN(C)CC5)ccc34	CHEMBL225193	pIC50=5.04
COc1cc(N2CCN(C)CC2)c(NC(=O)C=C)cc1Nc3nccc(n3)c4c[nH]c5ccccc45	CHEMBL2426279	pIC50=5.04
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C5CCNCC5	CHEMBL1809046	pIC50=5.04
COc1cc(ccc1Nc2ncc3ccc(c4ccccc4N(C)S(=O)(=O)C)n3n2)N5CCN(C[C@H](C)O)CC5	CHEMBL1822525	pIC50=5.04
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(cc3)C(F)(F)F)cc1	CHEMBL571041	pIC50=5.04
COc1cccc(c1)c2cccc(c2)C3(C)SCC(=N3)N	CHEMBL2380454	pIC50=5.04
C[C@@H](COc1ccc(F)cc1[C@@H](C)C(F)(F)F)N2CCN3C(=O)C(=CC=C3C2=O)n4cnc(C)c4	CHEMBL3580774	pIC50=5.04
C[C@@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	CHEMBL2325742	pIC50=5.04
C[C@@H]1CN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC[C@H]1c4ccccc4C	CHEMBL511658	pIC50=5.04
Cc1[nH]c2ccccc2c1CC3CCCCN3Cc4ccc(\C=C\C(=O)NO)cc4	CHEMBL1089359	pIC50=5.04
Cc1cc(ncc1CC(=O)N2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)n5cnnn5	CHEMBL3792700	pIC50=5.04
Cl.NCC1CC1c2cc(F)c(F)cc2OCC=C	CHEMBL3769968	pIC50=5.04
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3cnccn3)C(=O)c4ccccc24)cc1	CHEMBL2164365	pIC50=5.04
FC(F)Oc1ccccc1CC(N2CCNCC2)c3ccc(F)cc3	CHEMBL1083425	pIC50=5.04
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc(NC(=O)CCN5CCCCC5)c(F)c4)CC3	CHEMBL246464	pIC50=5.04
NC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605010	pIC50=5.04
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cnc6[nH]ccc6c5	CHEMBL3703262	pIC50=5.04
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)NC(=O)NC4=O)c5cccs5	CHEMBL513027	pKi=5.04
O=C1[C@@H]2CCN1[C@@H]3CCOc4ccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)cc34	CHEMBL465417	pIC50=5.04
O[C@@H](COc1ccc(cc1)C(F)(F)F)CN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2	CHEMBL2334610	pIC50=5.04
C(c1ccccc1)C2(CCNC2)c3ccc4[nH]ccc4c3	CHEMBL487355	pIC50=5.05
CC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1	CHEMBL520942	pIC50=5.05
CC(C)NC(=O)C1=CN(c2cccc(c2)c3ccc(cc3)C(=O)C)c4ncccc4C1=O	CHEMBL519193	pIC50=5.05
CC(C)S(=O)(=O)Nc1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(F)cc1F	CHEMBL1784526	pIC50=5.05
CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(c2)C(=O)N[C@@H](C)c3ccccc3)C(=N)N1	CHEMBL3401350	pIC50=5.05
CC(Oc1ccccc1CC2CC2)C3=NCCN3	CHEMBL1956195	pIC50=5.05
CC1(Oc2cccc(F)c2C(=N1)N)c3cccc(c3)c4cncnc4	CHEMBL2380440	pIC50=5.05
CCCNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F	CHEMBL1784520	pIC50=5.05
CCN1CCNC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1	CHEMBL2036776	pIC50=5.05
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4CC=C(C)C	CHEMBL1951599	pIC50=5.05
CN1CCC(COCc2cc(cc(n2)C3CC3(C)C)C(F)(F)F)(CC1)c4ccc(F)cc4	CHEMBL2333607	pIC50=5.05
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4cccc(F)c4	CHEMBL2333615	pIC50=5.05
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4ccccc4	CHEMBL2333604	pIC50=5.05
COC(=O)C1=CCC2CCC1N2C	CHEMBL412663	pIC50=5.05
COC(=O)N(NC(=O)c1c(OC2CCN(CC2)C3CCOCC3)c(nc4ccccc14)c5ccccc5)c6ccccc6	CHEMBL218321	pKi=5.05
COC(CN1CCN(CCc2ccc(C#N)c(OC)c2)CC1)c3ccc4C(=O)OCc4c3C	CHEMBL3612800	pIC50=5.05
COCCOc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCOCC4	CHEMBL2409311	pIC50=5.05
COC[C@H](C)COCc1ccc(cc1)[C@@]2(O)CCNC[C@@H]2c3ccc(cc3C)c4ccccc4CCNC(=O)C	CHEMBL1957797	pIC50=5.05
CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4nncc(n4)C(F)(F)F	CHEMBL1782571	pIC50=5.05
COc1c(cc(cc1C(C)(C)C)C(=O)N2CCN(CC2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C(C)(C)C	CHEMBL2031968	pIC50=5.05
COc1cc(CCN2CCN(CC(O)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N	CHEMBL3612799	pIC50=5.05
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC[C@@H]5CCCC[C@H]5N(Cc6ccccc6)C4=O	CHEMBL3609642	pIC50=5.05
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(CC(F)F)C4=O	CHEMBL3609625	pIC50=5.05
COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6ccc(cc6)C(=O)N(C)C	CHEMBL2041179	pIC50=5.05
COc1ccc(NC(=O)c2ccc(cc2)C(=N)N(C)C)c(c1)C(=O)Nc3ccc(Cl)cn3	CHEMBL512351	pIC50=5.05
COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(C(=O)N4CCCCC4)c5ccccc5)C(C)(C)C2	CHEMBL552762	pIC50=5.05
COc1ccc(cc1)[C@@]2(O)CC[C@@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F	CHEMBL1829632	pIC50=5.05
COc1cccc(c1)c2cccc(c2)C3(C)CSCC(=N3)N	CHEMBL2380448	pIC50=5.05
CS(=O)(=O)c1ccc(cc1)c2noc(n2)C3CCN(CC3)C(=O)NC4CC4c5ccccc5	CHEMBL551058	pIC50=5.05
C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4nccs4	CHEMBL3219108	pIC50=5.05
Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)n5cccn5)c6cc(O)ncn6	CHEMBL2040895	pIC50=5.05
Cc1cn(cn1)c2ccc(c(F)c2)c3cn(nn3)[C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O	CHEMBL3609754	pEC50=5.05
Cc1cn(cn1)c2ccc(cc2)c3cn(nn3)[C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O	CHEMBL3608384	pEC50=5.05
Cc1cncc(c1)c2c(C)c(CNC3CCCC3)nn2c4ncccc4Cl	CHEMBL494406	pIC50=5.05
FC(F)(F)COc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164392	pIC50=5.05
FC(F)(F)c1cccc(NC(=O)n2ccc3cc(Oc4ncnc5CNCCc45)ccc23)c1	CHEMBL3747226	pIC50=5.05
Fc1ccc(CC2(CCNC2)c3ccc4[nH]ccc4c3)cc1	CHEMBL513258	pIC50=5.05
Fc1ccc(\C=C\c2ccc(cn2)S(=O)(=O)c3ccccc3)c(F)c1	CHEMBL1162962	pKi=5.05
Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	CHEMBL1824043	pIC50=5.05
Fc1cnc2ccc(OCCCC#N)nc2c1CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5	CHEMBL3605024	pIC50=5.05
NC(=O)C1CCN(Cc2ccc(Oc3nc4ncccc4s3)cc2)CC1	CHEMBL2207752	pIC50=5.05
NC1(CCCCC1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N	CHEMBL3261924	pIC50=5.05
O=C(N1CC(C1)Oc2ccc(CN3CC4(CCCO4)C3)cc2)c5oc(nn5)c6ccccc6	CHEMBL3786346	pIC50=5.05
O=C1NN=C(C=C1)c2ccc(OC3CCN(CC3)C4CCC4)nc2	CHEMBL1950736	pIC50=5.05
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cccc(c4)C(F)(F)F)c5ccc(cn5)c6ncccn6	CHEMBL2029566	pIC50=5.05
O[C@H]1CCN(CCn2ncc3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5)C1	CHEMBL1289515	pIC50=5.05
C1CN=C(N1)C2CC2(c3ccccc3)c4ccccc4	CHEMBL87045	pIC50=5.06
CC(C)N1CCC[C@H](CN2C(=O)c3cc(ccc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1	CHEMBL3218645	pIC50=5.06
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)CC(=O)[C@H]3Cc4ccc(O)cc4CN3	CHEMBL3326630	pKi=5.06
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3	CHEMBL415247	pKi=5.06
CC(Cc1ccncc1)c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4	CHEMBL3699564	pIC50=5.06
CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC	CHEMBL1939745	pIC50=5.06
CN1CCC(COCc2cc(cc(n2)N3CC=CC3)C(F)(F)F)(CC1)c4ccc(F)cc4	CHEMBL2333626	pIC50=5.06
CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24	CHEMBL42	pKi=5.06
CN1CCN(CC1)c2cc3[nH]c(Nc4cc(C5CC5)c(F)c(C)n4)nc3cn2	CHEMBL3321980	pIC50=5.06
COc1cc(CC(=O)N2CCOCC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45	CHEMBL1809056	pIC50=5.06
COc1cc(F)ccc1c2cncc(c2)C3CCCN3	CHEMBL1779009	pIC50=5.06
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5cccnc5N(CC(F)(F)F)C4=O	CHEMBL3609641	pIC50=5.06
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(Cl)cc3)cc1	CHEMBL583465	pIC50=5.06
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc5cc(C)nn5c4C	CHEMBL392573	pIC50=5.06
Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5)c1C	CHEMBL1095476	pIC50=5.06
Cc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4ccccn4)CC2	CHEMBL1173018	pKi=5.06
Cl.Cl.Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(c3C)c4ccc5OCCOc5c4)CC2)c1C	CHEMBL3215864	pIC50=5.06
Cn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cccc(n7)C(=O)O	CHEMBL3323080	pIC50=5.06
Fc1cc(ccc1C(=O)N2CCCC2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3	CHEMBL2031879	pIC50=5.06
Fc1cnc2nc(oc2c1)N3CCN4CCC3CC4	CHEMBL597440	pIC50=5.06
N[C@H]1CN(C[C@@H]1c2cc(F)ccc2F)c3ccc(cn3)N4C=CC(=CC4=O)OCc5ccccc5	CHEMBL2011528	pIC50=5.06
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNC(=O)C4)c5cccs5	CHEMBL511984	pKi=5.06
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4=O)CC3)c5cccs5	CHEMBL469514	pKi=5.06
O=C(N1CCCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3	CHEMBL2031875	pIC50=5.06
C(S\C(=N/C1CCCCC1)\NC2CCCCC2)C3=CSC4=NCCN34	CHEMBL452864	pIC50=5.07
CC(=O)Nc1ccc(cn1)c2cc3sc(nc3cn2)N4CCC(CC4)N5CCCCC5	CHEMBL575693	pIC50=5.07
CC(=O)Nc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1	CHEMBL2062563	pIC50=5.07
CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4ccc(F)cc4	CHEMBL404851	pIC50=5.07
CC(C)[C@H](N)C(=O)N1CC(=C[C@H]1c2cccc(O)c2)c3cc(F)ccc3F	CHEMBL381526	pIC50=5.07
CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4	CHEMBL729	pIC50=5.07
CC(Cc1ccccn1)N2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O	CHEMBL2164360	pIC50=5.07
CC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCCC4)cc3	CHEMBL487063	pIC50=5.07
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)C#CC5CC5	CHEMBL2177304	pIC50=5.07
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)C4(C)CCC(=O)CC4	CHEMBL466307	pIC50=5.07
CCNC(=O)Nc1ccc(cc1)c2nc3CN(CCc3c(n2)N4CCOC[C@@H]4C)C(C)C	CHEMBL2331678	pIC50=5.07
CCOC(=O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605026	pIC50=5.07
CCO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F	CHEMBL1782577	pIC50=5.07
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(C)nn7	CHEMBL3582326	pIC50=5.07
CN(C)Cc1ccc(OC2CN(C2)C(=O)c3oc(nn3)c4ccccc4)c(C)c1	CHEMBL3787333	pIC50=5.07
CN(C)[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13	CHEMBL1643514	pIC50=5.07
CN1C[C@@H]2[C@@H](CN(Cc3ccc(F)c(Cl)c3)C(=O)c4cn(C)cn4)[C@@H]2C1	CHEMBL563251	pIC50=5.07
CNC(=O)c1ccc(cc1)c2ccc(cc2)N3C(=O)N(c4cc(OC)ncn4)C5(CCN(Cc6ncccc6C)CC5)C3=O	CHEMBL2041178	pIC50=5.07
CNc1nc(NCCCN(C)C)c2sc(cc2n1)c3ccccc3	CHEMBL3120265	pIC50=5.07
COC1CN(Cc2ccc(OC3CN(C3)C(=O)c4oc(nn4)c5ccc(OC)cc5)cc2)C1	CHEMBL3786350	pIC50=5.07
COc1ccc(cc1)C2(N=C(N)n3nc(C)cc23)c4cccc(c4)c5cncnc5	CHEMBL2380451	pIC50=5.07
COc1ccc(cc1)c2oc(C)c(COc3cccc(CN(CC(=O)O)C(=O)Oc4ccc(C)cc4)c3)n2	CHEMBL1090189	pIC50=5.07
COc1cccc(F)c1CC(N2CCNCC2)c3ccccc3	CHEMBL1086274	pIC50=5.07
COc1ccccc1Oc2cccc(CN3CCC4(CC3)CCN(CC4)C(=O)c5cc[n+]([O-])cc5)c2	CHEMBL272022	pIC50=5.07
COc1ccncc1c2[nH]c3ccccc3c2CCNCc4ccc(\C=C\C(=O)NO)cc4	CHEMBL1819257	pIC50=5.07
COc1nc(Nc2cccc3c2nc(c4ccc(F)cc4)n3C)ccc1n5cnc(C)c5	CHEMBL2151164	pIC50=5.07
C[C@@H](O[C@H]1C[C@@H](C)NC(=O)C[C@@H]1c2ccc(F)cc2)c3cc(cc(c3)C(F)(F)F)C(F)(F)F	CHEMBL209407	pKi=5.07
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4ccn(C(=O)Nc5cc(on5)C6(CC6)C(F)(F)F)c4c3	CHEMBL3809643	pIC50=5.07
Cc1nc(ccc1CC(=O)N2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)n5cnnn5	CHEMBL3793685	pIC50=5.07
Cc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7	CHEMBL3582317	pIC50=5.07
FC(F)(F)c1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164387	pIC50=5.07
Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3	CHEMBL490	pKi=5.07
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc(OCCCN5C(=O)CSC5=O)c(F)c4)CC3	CHEMBL245844	pIC50=5.07
Fc1ccc2cc(CCN3CCNCC3)ccc2c1	CHEMBL465515	pKi=5.07
N[C@H]1CCCC[C@H]1Nc2ccc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2	CHEMBL3416021	pIC50=5.07
Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1	CHEMBL2010816	pIC50=5.07
O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CC5=NCCN5)c3	CHEMBL1289053	pIC50=5.07
O=C1NC=Cc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6cnccn6)cc3)c(cc12)c7ccccc7	CHEMBL444136	pIC50=5.07
CC(=O)NC1CC2CCC(C1)N2CCc3ccc(Oc4nc5ncccc5s4)cc3	CHEMBL2207747	pIC50=5.08
CC1CCCN1CCc2ccc3nc(ccc3c2)c4cc(C#N)c(C)nc4C	CHEMBL1822863	pIC50=5.08
CC1CCCN1CCc2ccc3nc(ccc3c2)c4cocc4	CHEMBL1822867	pIC50=5.08
CC1c2ccc(C#N)c(Oc3cccc(CN4CC[C@@H](NCc5cncn15)C4=O)c3)c2	CHEMBL498042	pIC50=5.08
CCN1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1	CHEMBL402542	pIC50=5.08
CCOC(=O)C(CC12CCC(CC1)(CO2)NCc3ccc4OCC(=O)Nc4n3)c5c(F)cnc6ccc(OC)nc56	CHEMBL3753081	pIC50=5.08
CCOC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccc(Cl)cc5	CHEMBL3408389	pIC50=5.08
