CC(OC(C)=O)C(=O)OCC[N+](C)(C)C	aclatonium
CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	pilocarpine	pEC50=6.96999979	pEC50=6.96999979	pEC50=6.96999979
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1	glycopyrronium bromide	pKi=9.64000034	pKi=9.64000034	pKi=9.64000034	pIC50=9.6	pIC50=9.6
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2	umeclidinium	pKi=10.22184849	pKi=10.22184849	pKi=10.22184849
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	fesoterodine	pKi=6.2706	pKi=6.2706	pKi=6.2706
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	trospium
O.[Br-].C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5	tiotropium bromide	pKi=11.1	pKi=11.1	pKi=11.1	pIC50=9.4	pKi=10.5
[Br-].CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	ipratropium	pKi=9.2924	pKi=9.2924	pKi=9.2924	pIC50=8.68
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	hyoscyamine	pKi=9.8	pKi=9.8	pKi=9.8
CC1OC2(CS1)CN1CCC2CC1	cevimeline	pEC50=7.3188	pEC50=7.3188	pEC50=7.3188
[Cl-].C[N+](C)(C)CCOC(=O)N	carbachol	pEC50=8.699	pEC50=8.699	pEC50=8.699	pEC50=7.16
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C	atropine	pKi=9.5	pKi=9.5	pKi=9.5	pKi=8.66
CC(=O)OCC[N+](C)(C)C	acetylcholine	pEC50=6.66	pEC50=6.66	pEC50=6.66
CC(C[N+](C)(C)C)OC(=O)C	methacholine
C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1	diphemanil
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	octatropine methylbromide
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C	propantheline	pKi=10.0	pKi=10.0	pKi=10.0
C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	clidinium	pKi=9.60000038	pKi=9.60000038	pKi=9.60000038
C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	hexocyclium	pKi=8.89999962	pKi=8.89999962	pKi=8.89999962
CC(C[N+](C)(C)C)OC(N)=O	bethanechol	pKi=4.19999981	pKi=4.19999981	pKi=4.19999981
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	dicycloverine	pKi=9.03292027	pKi=9.03292027	pKi=9.03292027	pIC50=8.36
CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2	tropicamide	pKi=7.52287875	pKi=7.52287875	pKi=7.52287875	pKi=7.52
CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	cyclopentolate
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1	tridihexethyl
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C	tolterodine	pKi=8.49	pKi=8.49	pKi=8.49	pKi=8.44
C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	mepenzolate	pKi=8.59	pKi=8.59	pKi=8.59
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphencyclimine
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphenonium
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C	isopropamide
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2	oxybutynin	pKi=9.11	pKi=9.11	pKi=9.11	pIC50=8.57
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1	solifenacin	pIC50=6.88	pIC50=6.88	pIC50=6.88
CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1	imidafenacin
NC(=O)C([C@@H]1CCN(CCC2=CC=C3OCCC3=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1	darifenacin	pKd=9.52	pKd=9.52	pKd=9.52
C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	methscopolamine	pKi=10.39999962	pKi=10.39999962	pKi=10.39999962	pIC50=8.96
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	aclidinium bromide	pKi=10.15	pKi=10.15	pKi=10.15	pIC50=9.77
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2	methanthelinium
[Br-].O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)N(Cc4ccccc4)c5ccccc5	CHEMBL1779128	pIC50=9.22
[Br-].O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)N(Cc4ccsc4)c5ccccc5	CHEMBL1779132	pIC50=9.22
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccccc4)c5ccccc5	CHEMBL551731	pIC50=9.22
[Br-].CC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL561187	pIC50=9.23
[I-].C[N+]1(C)CCC[C@H]1[C@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL376057	pKi=9.23
[I-].CC[N+](CC)(CC)CCOC(=O)C(c1ccccc1)c2ccccc2	CHEMBL2377383	pKi=9.27
NCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683925	pKi=9.28
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCN(CC7CCC7)CC6	CHEMBL215189	pKi=9.28
CN1CCC(CNC(=O)[C@H]2CCCN2C(=O)[C@@H]3C[C@@H](O)CN3C(=O)CC(c4ccc(F)cc4)(c5ccc(F)cc5)c6ccc(F)cc6)CC1	CHEMBL214342	pKi=9.29
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCN(CC6)C7CCCC7	CHEMBL212645	pKi=9.29
COc1c(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc(NC(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6)c1C	CHEMBL3426695	pKi=9.3
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCOCCc4ccccc4)CCC2CC3)c5ccccc5	CHEMBL1921939	pIC50=9.3
Cc1ccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)nc1	CHEMBL3087371	pIC50=9.3
Cn1ccc(CCC[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)n1	CHEMBL3087234	pIC50=9.3
[Br-].O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)N(Cc4cccs4)c5ccccc5	CHEMBL1777827	pIC50=9.3
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCCCC4	CHEMBL71147	pKi=9.32
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NCCC6CCNCC6	CHEMBL214029	pKi=9.32
[Br-].O[C@@](C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccccc4)c5cccs5	CHEMBL564765	pIC50=9.32
O=C(CCNC(=O)[C@@H]1CCCN1C(=O)CC(c2ccccc2)(c3ccccc3)c4ccccc4)NC[C@H]5CCCN(CC6CCCCC6)C5	CHEMBL2112958	pKi=9.33
[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)C=C(c3cccs3)c4cccs4	CHEMBL3084413	pKi=9.35
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCCc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL554725	pIC50=9.35
O[C@@](C(=O)O[C@H]1CN2CCC1CC2)(c3ccccc3)c4cccs4	CHEMBL556426	pIC50=9.38
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cccnc4	CHEMBL200319	pKi=9.4
COc1ccc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1CC(C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645336	pKi=9.4
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4ccc5ncsc5c4)CCC2CC3)c6ccccc6	CHEMBL1921926	pIC50=9.4
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(Cc4onc(c4)c5ccccc5)CCC2CC3)c6cccs6	CHEMBL1922057	pIC50=9.4
C[C@H](Cc1cccc(CC(=O)NCCCc2ccc(O)c(c2)[C@H](CCN(C(C)C)C(C)C)c3ccccc3)c1)NC[C@H](O)c4cc(O)cc(O)c4	CHEMBL1773198	pKi=9.4
C[C@H](Cc1cccc(CNC(=O)c2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645315	pKi=9.4
Cc1nccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)n1	CHEMBL3087377	pIC50=9.4
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5ncns5	CHEMBL3087244	pIC50=9.4
O=C(O[C@H]1C[N+]2(Cc3ccn(n3)c4ccccc4)CCC1CC2)C5(CCCCCC5)C6=CC=CC6	CHEMBL3087955	pIC50=9.4
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4	CHEMBL3219031	pKi=9.41
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(Cl)cc2)(c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCNCC6	CHEMBL378872	pKi=9.41
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NC[C@@H]6CCCNC6	CHEMBL438822	pKi=9.41
O[C@@](C1CCCC1)(C(=O)O[C@H]2CN3CCC2CC3)c4cccs4	CHEMBL562642	pIC50=9.41
[Br-].CCCCCCC[N+]12CCC(CC1)[C@H](C2)OC(=O)C(O)(c3cccs3)c4cccs4	CHEMBL549784	pIC50=9.41
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(=C)C3CCN(CC3)C4CCCCC4	CHEMBL2115128	pKi=9.42
[Br-].O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c4cccs4)c5cccs5	CHEMBL551063	pIC50=9.43
CN1CCC(Cn2cnc(n2)C(O)(c3ccccc3)c4ccccc4)CC1	CHEMBL3629354	pKi=9.47
[I-].C[N+]1(C)CCC[C@H]1[C@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL219786	pKi=9.47
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4ccc(F)nc4	CHEMBL427013	pKi=9.5
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(C3CCCCCC3)c4ccccc4	CHEMBL409151	pKi=9.5
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(C3CCCCCCC3)c4ccccc4	CHEMBL264676	pKi=9.5
COc1cc(N(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426703	pKi=9.5
COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(C)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426696	pKi=9.5
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4cccnc4)CCC2CC3)c5ccccc5	CHEMBL1921921	pIC50=9.5
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4oc5ccccc5n4)CCC2CC3)c6ccccc6	CHEMBL1921924	pIC50=9.5
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(Cc4onc(n4)c5ccccc5)CCC2CC3)c6ccccc6	CHEMBL1922056	pIC50=9.5
Cc1ccc(OCC[N+]23CCC(CC2)[C@H](C3)OC(=O)[C@@](C)(N4CCCCC4)c5ccccc5)cc1	CHEMBL1921932	pIC50=9.5
O=C(O[C@H]1C[N+]2(Cc3oc(nn3)c4ccccc4)CCC1CC2)C5(CCCCCC5)C6=CC=CC6	CHEMBL3087958	pIC50=9.5
O[C@@H](CNCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45	CHEMBL1683933	pKi=9.5
O[C@@H](CNC[C@@H]1CC[C@H](CC1)NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426698	pKi=9.5
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCNCC6	CHEMBL215180	pKi=9.5
[Br-].C[N+]1(C)[C@@H]2C[C@@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(CO)(c4cccs4)c5cccs5	CHEMBL3091670	pKi=9.5
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCCOc3ccc(CCNC[C@H](O)c4ccc(O)c5NC(=O)C=Cc45)cc3)ccc2O)C(C)C	CHEMBL1773267	pKi=9.51
O=C(CCNC(=O)CNC(=O)CC(c1ccccc1)(c2ccccc2)c3ccccc3)NC[C@H]4CCCN(CC5CCCCC5)C4	CHEMBL2112955	pKi=9.51
O[C@](C(=O)O[C@H]1CN2CCC1CC2)(c3ccccc3)c4cccs4	CHEMBL564747	pIC50=9.51
[Br-].O=C(O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)C4c5ccccc5Oc6ccccc46	CHEMBL559106	pIC50=9.51
CC(Cc1cc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)ccc1C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645334	pKi=9.52
CC(Cc1ccc(NC(=O)c2ccc(C)c(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645306	pKi=9.52
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CC(=O)NCc5ccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5)cc4	CHEMBL3645329	pKi=9.52
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CNC(=O)Cc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5)cc4	CHEMBL3645340	pKi=9.52
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CNC(=O)Cc5cccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5)cc4	CHEMBL3645338	pKi=9.52
C[C@H](Cc1ccc(CNC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645313	pKi=9.52
C[C@H](Cc1cccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645342	pKi=9.52
[Br-].O=C(O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)N(Cc4ccccc4)c5ccccc5	CHEMBL1779049	pIC50=9.52
[Br-].O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)N(Cc4cccs4)c5ccccc5	CHEMBL1779131	pIC50=9.52
O[C@@H](CNCCc1ccc(CCN2CCC(Cn3cnc(n3)[C@@](O)(C4CCCCC4)c5ccccc5)CC2)cc1)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3629360	pKi=9.54
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCc4ccccc4)CCC2CC3)c5ccccc5Oc6ccccc16	CHEMBL564515	pIC50=9.55
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCNC(=O)Cc3cccc(CC(C)(C)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4)c3)ccc2O)C(C)C	CHEMBL1773197	pKi=9.56
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3	CHEMBL2449003	pKi=9.57
CC(N1CCCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3	CHEMBL1924029	pIC50=9.6
COC1(CN2CCC1CC2)C#CC(O)(C3CCCC3)c4ccccc4	CHEMBL200432	pKi=9.6
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(c3ccccc3)c4cccnc4	CHEMBL200171	pKi=9.6
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCCc4ccccc4)CCC2CC3)c5cccs5	CHEMBL1921928	pIC50=9.6
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(Cc4noc(n4)c5ccccc5)CCC2CC3)c6cccs6	CHEMBL1922058	pIC50=9.6
C[N+]1(C)CCC(CC1)OC(=O)C2(CCCCCC2)c3ccccc3	CHEMBL3087960	pIC50=9.6
FC(F)(F)c1ccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)cn1	CHEMBL3087375	pIC50=9.6
Fc1cccnc1NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5	CHEMBL3087370	pIC50=9.6
O=C(CC(c1ccccc1)(c2ccccc2)c3ccccc3)N4CCC[C@H]4C(=O)N5CCC[C@@H]5C(=O)NC[C@H]6CCCN(CC7CCCCC7)C6	CHEMBL2112957	pKi=9.6
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5ccccc5	CHEMBL3087237	pIC50=9.6
O=C(O[C@H]1C[N+]2(Cc3onc(c3)c4ccccc4)CCC1CC2)C5(CCCCCC5)C6=CC=CC6	CHEMBL3087954	pIC50=9.6
[Br-].O[C@](C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccccc4)c5cccs5	CHEMBL556222	pIC50=9.6
[Br-].CC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5Oc6ccccc16	CHEMBL556221	pIC50=9.62
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccsc4)c5ccsc5	CHEMBL551327	pIC50=9.62
C[C@@](C1CCCC1)(C(=O)O[C@@H]2CC3CCC2[N+]3(C)C)c4ccccc4	CHEMBL3670825	pIC50=9.64
OC(C(=O)O[C@H]1CN2CCC1CC2)(c3cccs3)c4cccs4	CHEMBL551729	pIC50=9.64
CN(C)C1(CNCCC2CCOCC2)COc3cc(Cl)c(Cl)cc3OC1	CHEMBL234440	pKi=9.66
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC[C@H](C3)Oc4cccc(O)c4	CHEMBL1910850	pKi=9.7
CC(Cc1cc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)ccc1F)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645337	pKi=9.7
CC(Cc1ccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645344	pKi=9.7
CC(Cc1ccc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645331	pKi=9.7
CC(Cc1ccc(CNC(=O)c2ccc(C)c(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645312	pKi=9.7
CC(Cc1ccc(F)c(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645357	pKi=9.7
CC(Cc1cccc(CC(=O)Nc2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645317	pKi=9.7
CC(Cc1cccc(CCC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645353	pKi=9.7
CC(Cc1cccc(CCNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645349	pKi=9.7
CC(Cc1cccc(CNC(=O)c2ccc(C)c(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645310	pKi=9.7
CC(Cc1cccc(NC(=O)c2ccc(C)c(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645302	pKi=9.7
CC(Cc1cccc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645301	pKi=9.7
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cc(ccc4C)C(=O)Nc5ccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5	CHEMBL3645361	pKi=9.7
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cc(ccc4C)C(=O)Nc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5	CHEMBL3645292	pKi=9.7
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cc(ccc4C)C(=O)Nc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5C	CHEMBL3645294	pKi=9.7
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cc(ccc4C)C(=O)Nc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5	CHEMBL3645299	pKi=9.7
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CNC(=O)Cc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5)cc4	CHEMBL3645339	pKi=9.7
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56)cc4C	CHEMBL3426705	pKi=9.7
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(c4)C(=O)Nc5cc(C)c(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5C	CHEMBL3645296	pKi=9.7
CO[C@@]1(CN2CCC1CC2)C#CC(O)(C3CCCCC3)c4ccccc4	CHEMBL200693	pKi=9.7
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL428962	pKi=9.7
COc1cc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c(Cl)cc1CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645297	pKi=9.7
COc1ccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1C[C@H](C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645347	pKi=9.7
COc1ccc(CC(=O)Nc2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1CC(C)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645319	pKi=9.7
C[C@@H](Cc1ccc(CCNC(=O)c2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645323	pKi=9.7
C[C@@H](Cc1cccc(CCNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645350	pKi=9.7
C[C@@H](Cc1cccc(CCNC(=O)c2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645321	pKi=9.7
C[C@@H](Cc1cccc(CNC(=O)c2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645316	pKi=9.7
C[C@@H](Cc1cccc(NC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3645304	pKi=9.7
