O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.7645	pIC50=4.7645	pIC50=4.7645
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pKi=4.89	pKi=4.89	pKi=4.89
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pIC50=4.54	pIC50=4.54	pIC50=4.54
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine	pIC50=4.66	pIC50=4.66	pIC50=4.66
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pKi=6.3	pKi=6.3	pKi=6.3	pIC50=5.12
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1	lacosamide	pIC50=6.74	pIC50=6.74	pIC50=6.74	pIC50=6.74
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
CCn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)cc4F)cc2)C(F)(F)F	CHEMBL2325582	pIC50=5.31
COc1cc(Cl)ccc1c2cccc3cc(ccc23)S(=O)(=O)Nc4ccn(CCN(C)C)n4	CHEMBL3682654	pIC50=5.31
COc1cc(c(OC)cc1C(F)F)c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3687693	pIC50=5.31
FC(F)(F)c1ccc(c(Cl)c1)c2cccc3cc(ccc23)S(=O)(=O)Nc4occn4	CHEMBL3682659	pIC50=5.31
O=S(=O)(Nc1ncns1)N2CCc3c(C2)cccc3c4cncc5ccccc45	CHEMBL3683214	pIC50=5.31
OC[C@H](O)c1cccc(n1)c2ccc(Oc3ccc(cn3)C(F)(F)F)cc2	CHEMBL3688004	pIC50=5.31
Cc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)C#N	CHEMBL3682751	pIC50=5.32
Fc1ccc(NS(=O)(=O)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N)nc1	CHEMBL2325581	pIC50=5.32
OC(=O)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cccc(n3)c4ccc(Oc5ccc(F)cc5)cc4	CHEMBL3684301	pIC50=5.32
CC(C)(C)OC(=O)N1CCC(=CC1)c2cc(ccc2c3cccc4CN(CCc34)S(=O)(=O)Nc5ccncn5)C(F)(F)F	CHEMBL3683225	pIC50=5.33
COc1cc(ccc1c2ncc(F)c3cc(ccc23)S(=O)(=O)Nc4ccncn4)C#N	CHEMBL3682804	pIC50=5.33
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5nccs5	CHEMBL3687695	pIC50=5.33
COc1ccc(F)cc1c2cccc3CN(CCc23)S(=O)(=O)Nc4ncns4	CHEMBL3683218	pIC50=5.33
Cn1cc(c2ccc(OC(F)(F)F)cc2)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704424	pIC50=5.33
COC(=O)C1CN(CCO1)c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682628	pIC50=5.34
COc1cc(ccc1C2=NC(=O)Nc3cc(ccc23)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL3692125	pIC50=5.34
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nc(cs4)C(F)(F)F)C(F)(F)F	CHEMBL3687679	pIC50=5.34
CS(=O)(=O)NC(=O)c1cc(F)c(OCC23CC4CC(CC(C4)C2)C3)c(Cl)c1F	CHEMBL3662116	pIC50=5.34
Cc1onc(C)c1Cc2ccc(Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2325579	pIC50=5.34
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164357	pIC50=5.34
O=S(=O)(Nc1nccs1)c2ccc3c(nccc3c2)N4CCC[C@H]4c5ccccc5	CHEMBL3682823	pIC50=5.34
O=S(=O)(Nc1ncsn1)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N	CHEMBL2325580	pIC50=5.34
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N[C@H](CCC(=O)O)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3797709	pIC50=5.35
CN(C(=O)NCc1ccc(OC2CCOCC2)nc1)c3c(C)onc3c4c(C)cccc4C	CHEMBL1797404	pIC50=5.35
COc1cc(ccc1c2ccnc3cc(ccc23)S(=O)(=O)Nc4ccncn4)C#N	CHEMBL3687557	pIC50=5.35
COc1ccc(cc1C(F)(F)F)c2cn(C)c3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3704440	pIC50=5.35
Fc1cccc(c1)c2ccc(cc2)c3nccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3692159	pIC50=5.35
O=S(=O)(Nc1ccncn1)c2ccc3c(OCc4ncoc4c5ccccc5)nccc3c2	CHEMBL3682722	pIC50=5.35
O=S(=O)(Nc1ncns1)c2ccc3c(NCc4ccccc4)cccc3c2	CHEMBL3682692	pIC50=5.35
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccc(F)cn4)C(F)(F)F	CHEMBL3687678	pIC50=5.36
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)C#N	CHEMBL3682792	pIC50=5.36
C[C@H](NC(=O)c1cccc(n1)c2ccc(Oc3ccc(cn3)C(F)(F)F)cc2)C(=O)N	CHEMBL3684325	pIC50=5.36
Fc1cc(OC2CCC(F)(F)CC2)c(Cl)cc1C(=O)NS(=O)(=O)N3CCC3	CHEMBL3662146	pIC50=5.36
CN(C)c1ncc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncns3)c(n1)c4ccccc4F	CHEMBL2325577	pIC50=5.37
COc1cc(F)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3682759	pIC50=5.37
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccnc(C)n4)C(F)(F)F	CHEMBL3682774	pIC50=5.37
C[C@H](Nc1cc(cc(n1)c2ccc(Oc3ccc(F)cc3)cc2)C#N)C(=O)N	CHEMBL3688133	pIC50=5.37
Fc1cc(cc(Cl)c1OCC23CC4CC(CC(C4)C2)C3)C(=O)NS(=O)(=O)N5CCC5	CHEMBL3662132	pIC50=5.37
Fc1cnc(NS(=O)(=O)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N)nc1	CHEMBL2325578	pIC50=5.37
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(F)cc3)cc2)N4CCN(CC4)C5=NCCCN5	CHEMBL3688052	pIC50=5.37
O=S(=O)(Nc1ccon1)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N	CHEMBL2325576	pIC50=5.37
CC(C)c1nn(cc1Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncns3)c4ccccc4Cl	CHEMBL2325575	pIC50=5.38
CN(C)c1cccc(c1)c2cn(C)c3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3704438	pIC50=5.38
COc1cc(ccc1c2cncc3cc(ccc23)S(=O)(=O)Nc4ccncn4)C#N	CHEMBL3687563	pIC50=5.38
COc1ccccc1c2cncc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3687564	pIC50=5.38
C[C@@H](COc1ccc(Cl)cc1)Oc2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3682723	pIC50=5.38
O=S(=O)(Nc1ccncn1)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N	CHEMBL2325574	pIC50=5.38
OC1(C(=O)N(Cc2ccc(Cl)cc2)c3ccccc13)c4cocc4	CHEMBL1779929	pIC50=5.38
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5ccc(C)nc5	CHEMBL3687714	pIC50=5.39
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4cocn4)C(F)(F)F	CHEMBL3687681	pIC50=5.39
NC(=O)c1cc(NC(=O)Nc2ccccc2)cc(n1)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3688059	pIC50=5.39
O=S(=O)(Nc1ccncn1)c2ccc3c(nccc3c2)c4cccc5ccsc45	CHEMBL3682754	pIC50=5.39
Oc1cc(ccc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL3692166	pIC50=5.39
CC(C)Cn1nc(C)c(n1)C(=O)N[C@@H]2COc3cccc(c3C2)c4cccnc4	CHEMBL2069419	pIC50=5.4
CCn1nc(cc1C(F)(F)F)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)c(F)c2	CHEMBL2325573	pIC50=5.4
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4cc(C)ncn4)C(F)(F)F	CHEMBL3682778	pIC50=5.4
COc1cccc(C(=O)N2CCCC2)c1OCc3ccc(cc3)c4ccccc4	CHEMBL197052	pIC50=5.4
COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccccc4	CHEMBL197243	pIC50=5.4
Cc1n[nH]c(C)c1c2ccccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2325572	pIC50=5.4
Cc1nn(nc1COc2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5ccccc5	CHEMBL3682730	pIC50=5.4
NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c3cccc(n3)c4ccc(Oc5ccc(F)cc5)cc4	CHEMBL3684308	pIC50=5.4
O=S(=O)(Nc1ccncn1)c2ccc3c(OCc4cccnc4)nccc3c2	CHEMBL3682720	pIC50=5.4
CC(C)(O)CC(=O)N1C[C@H]2CN(C(=O)[C@H]2C1)c3cccc4c3cnn4c5ccccc5F	CHEMBL3798320	pIC50=5.41
COc1cc(ccc1c2ncc(C#N)c3cc(ccc23)S(=O)(=O)Nc4ccncn4)C(F)(F)F	CHEMBL3692147	pIC50=5.41
COc1cc(ccc1c2nccc3cc(cnc23)S(=O)(=O)Nc4ccncn4)C(F)(F)F	CHEMBL3687568	pIC50=5.41
C[N+]1([O-])CCC(=CC1)c2cc(ccc2c3cccc4CN(CCc34)S(=O)(=O)Nc5ncns5)C(F)(F)F	CHEMBL3683203	pIC50=5.41
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cnsn4	CHEMBL2325571	pIC50=5.41
Fc1cc(c(F)cc1Oc2ccc(Cl)cc2c3cc(ncn3)N4CCOCC4)S(=O)(=O)Nc5nncs5	CHEMBL2325570	pIC50=5.41
Fc1cc(ccc1Oc2cc(Cc3ccc(Cl)cc3)n[nH]2)S(=O)(=O)Nc4nccs4	CHEMBL2325569	pIC50=5.41
Fc1cnc(NS(=O)(=O)N2CCc3c(C2)cccc3c4ccc(cc4n5ccnc5)C(F)(F)F)s1	CHEMBL3683226	pIC50=5.41
NC(=O)c1cc(C[C@@H](O)CO)cc(n1)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL3688105	pIC50=5.41
O=S(=O)(Nc1ccncn1)c2ccc3c(OCc4cccc(c4)C#N)nccc3c2	CHEMBL3682729	pIC50=5.41
O=S(=O)(Nc1ncns1)c2ccc3c(cccc3c2)N4CCC4c5ccccc5	CHEMBL3682686	pIC50=5.41
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCN(CC3)c4cccc5NC(=O)COc45	CHEMBL3634321	pIC50=5.41
COCc1cc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)ccc1n4cc(Cl)cn4	CHEMBL2325568	pIC50=5.42
COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccc(Cl)cc4	CHEMBL197304	pIC50=5.42
CSc1nc(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3c4ccnn4C)c(c2)C#N)ns1	CHEMBL2325847	pIC50=5.42
Clc1cnc(NS(=O)(=O)c2ccc(Oc3ccccc3Oc4ccccc4)c(c2)C#N)s1	CHEMBL2325846	pIC50=5.42
Cn1c(cc2cc(F)ccc12)c3cccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3682699	pIC50=5.42
Cn1cc(c2cccc(c2)C(F)(F)F)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704439	pIC50=5.42
FC(F)(F)Oc1ccc(CNC(=O)C2N(C3CCOCC3)C(=O)c4ccccc24)cc1	CHEMBL2164371	pIC50=5.42
Fc1ccc(cc1)n2nc(OCCN3CCNC3=O)c4cc(F)ccc24	CHEMBL3798073	pIC50=5.42
NC(=O)CN1CCN(CC1)c2cc(Cl)nc(c2)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3688080	pIC50=5.42
OC(=O)CN(c1ccccc1)c2cc(nc(c2)c3ccc(Oc4ccc(F)cc4)cc3)C(=O)O	CHEMBL3688066	pIC50=5.42
COc1cccc(C(=O)N2CCCCC2)c1OCc3csc(n3)c4ccc(Cl)cc4	CHEMBL196345	pIC50=5.43
Fc1cc(ccc1Oc2ccc(cc2)c3cc(n[nH]3)C(F)(F)F)S(=O)(=O)Nc4nccs4	CHEMBL2325845	pIC50=5.43
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCN(CC3)c4cccc5NC(=O)CCc45	CHEMBL3634323	pIC50=5.43
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C	CHEMBL1813048	pIC50=5.44
CC1(N(CCc2ccccn2)C(=O)c3ccccc13)C(=O)NCc4ccc(OC(F)(F)F)cc4	CHEMBL2164367	pIC50=5.44
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc8ccc(O)cc8)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc9ccccc9)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%10CCCN%10C1=O)C(C)C	CHEMBL3800425	pIC50=5.44
CCn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4cnsn4)cc2)C(F)(F)F	CHEMBL2325844	pIC50=5.44
CN(C(=O)NCc1ccc(OC2CCOCC2)nc1)c3c(C)onc3c4ccccc4Cl	CHEMBL1797403	pIC50=5.44
CO[C@@]12CC3CC(C1)[C@H](Oc4cc(F)c(cc4Cl)C(=O)NS(=O)(=O)N5CCC5)C(C3)C2	CHEMBL3662215	pIC50=5.44
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cncc(C)c5	CHEMBL3687715	pIC50=5.44
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OC2CCC(CC2)C(F)(F)F)cc1F	CHEMBL3657924	pIC50=5.45
CN1CCC(=CC1)c2cc(ccc2c3cccc4CN(CCc34)S(=O)(=O)Nc5ncns5)C(F)(F)F	CHEMBL3683204	pIC50=5.45
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ncccn4)C(F)(F)F	CHEMBL3682779	pIC50=5.45
Cn1cc(c2ccc(Br)cc2C(F)(F)F)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704434	pIC50=5.45
Fc1cc(F)cc(c1)c2ccccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2325843	pIC50=5.45
Fc1cnc(c2ccccc2C#N)c3ccc(cc13)S(=O)(=O)Nc4nccs4	CHEMBL3692156	pIC50=5.45
O=S(=O)(Nc1ccncn1)c2ccc3c(OCc4cccc5[nH]ncc45)nccc3c2	CHEMBL3682728	pIC50=5.45
O=S(=O)(Nc1ncns1)c2ccc3c(cccc3c2)N4CCOCC4	CHEMBL3682624	pIC50=5.45
CC(=O)Nc1ccc(c(N)n1)c2cc(Cl)cc(Cl)c2Cl	CHEMBL3589893	pIC50=5.46
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3800343	pIC50=5.46
CN(C)c1ncc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncns3)c(n1)c4ccc(C)cc4	CHEMBL2325842	pIC50=5.46
Cn1cc(c(Oc2ccc(cc2F)S(=O)(=O)Nc3nccs3)n1)c4ccccc4	CHEMBL2325841	pIC50=5.46
OC(=O)c1cccc(c1)S(=O)(=O)N2CCN(CC2)C(=O)c3cccc(n3)c4ccc(Oc5ccc(F)cc5)cc4	CHEMBL3684300	pIC50=5.46
Brc1cc(Br)c(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncc(Br)s3)c(c1)c4ccccc4	CHEMBL2325838	pIC50=5.47
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccccc4F)c1C	CHEMBL1813037	pIC50=5.47
CC(C)Oc1cccc(c1)c2cccc(C)c2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2325834	pIC50=5.47
CC(C)c1nn(cc1Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncc(Cl)s3)c4ccccc4Cl	CHEMBL2325840	pIC50=5.47
Cc1ccnc(c1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2325837	pIC50=5.47
Cc1cn(C)nc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2325835	pIC50=5.47
Cn1nccc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)c(c2)C#N	CHEMBL2325839	pIC50=5.47
FC(F)(F)c1cccc(c1)n2cc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cn2	CHEMBL2325836	pIC50=5.47
OC(COc1ccccc1)CN2CCC(CC2)N3Cc4ccccc4C3=O	CHEMBL3634333	pIC50=5.47
CC#Cc1cncc(c1)c2cn(C)c3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3704409	pIC50=5.48
CCCCCN1C(=O)C2(CC(=O)c3cc4OCOc4cc23)c5ccccc15	CHEMBL1780059	pIC50=5.48
COc1cc(C)ccc1Oc2cccc(F)c2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2325833	pIC50=5.48
COc1cc(ccc1c2cccc3cc(ccc23)S(=O)(=O)Nc4ncc(F)s4)C(F)(F)F	CHEMBL3682700	pIC50=5.48
COc1cc(ccc1c2ccnc3cc(cc(C)c23)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL3687559	pIC50=5.48
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4)c5cnn(C)c5	CHEMBL3692130	pIC50=5.48
Cn1cc(nc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2)C(F)(F)F	CHEMBL2325831	pIC50=5.48
FC(F)(F)c1ccc(nc1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2325832	pIC50=5.48
Fc1cc(OC2CCC(F)(F)CC2)c(Cl)cc1C(=O)NS(=O)(=O)C3CC3	CHEMBL3662147	pIC50=5.48
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(F)cc3)cc2)N(CCC#N)c4ccccc4	CHEMBL3688021	pIC50=5.48
O=S(=O)(Nc1cccs1)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N	CHEMBL2325829	pIC50=5.48
O=S(=O)(Nc1ccncn1)c2ccc3c(OCC4(CC4)C#N)nccc3c2	CHEMBL3682727	pIC50=5.48
O=S(=O)(Nc1nccs1)c2ccc(Oc3ccc(cc3)n4cccn4)c(c2)C#N	CHEMBL2325830	pIC50=5.48
OC(=O)c1ccc(cc1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2325828	pIC50=5.48
OC[C@@H](O)c1cccc(n1)c2ccc(Oc3ccc(cc3C(F)(F)F)C#N)cc2	CHEMBL3688003	pIC50=5.48
OC1(C(=O)N(Cc2ccc(Cl)cc2)c3ccccc13)c4ccc5OCCCOc5c4	CHEMBL1779928	pIC50=5.49
CC(C)(O)C1CN(CCO1)c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682631	pIC50=5.5
CN1CC[C@@]2(CC[C@@H](N2)c3cc(ccn3)c4cccc(OC(F)(F)F)c4)C1=O	CHEMBL3341998	pIC50=5.5
COCCn1nc(C)c(n1)C(=O)N[C@@H]2COc3cccc(c3C2)c4cccnc4	CHEMBL2069418	pIC50=5.5
Cc1cnc(NS(=O)(=O)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N)s1	CHEMBL2325827	pIC50=5.5
Cc1ncc(cn1)c2ccccc2CCNC(=O)c3ccc(CNCCC(F)(F)F)nc3	CHEMBL2147220	pIC50=5.5
Cn1cc(c2ccc(c(Cl)c2)C(F)(F)F)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704416	pIC50=5.5
Cn1cc(c2ccc(cc2c3ccnn3C)C(F)(F)F)c4ccc(cc14)S(=O)(=O)Nc5nccs5	CHEMBL3704406	pIC50=5.5
FC(F)(F)c1cc(ccc1Oc2ccn(Cc3ccc(Cl)cc3)n2)S(=O)(=O)Nc4ncns4	CHEMBL2325826	pIC50=5.5
FC(F)(F)c1ccc(c(Cl)c1)c2cccc3CN(CCc23)S(=O)(=O)Nc4ncns4	CHEMBL3683198	pIC50=5.5
O=S(=O)(Nc1ncns1)c2ccc(Oc3cccnc3c4ccccc4)c(c2)C#N	CHEMBL2325825	pIC50=5.5
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ncc(C#N)s4)C(F)(F)F	CHEMBL3682787	pIC50=5.51
COc1cccc2C(N(CCc3ccccn3)C(=O)c12)C(=O)NCc4ccc(OC(F)(F)F)cc4	CHEMBL2164040	pIC50=5.51
Cc1cc(sn1)c2ccccc2Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4	CHEMBL2325824	pIC50=5.51
Cn1cc(c2ccc(C#N)c(F)c2)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704423	pIC50=5.51
Cn1ccc(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c(Cl)c2	CHEMBL2325820	pIC50=5.51
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3F)S(=O)(=O)Nc4ncc(F)cc4F	CHEMBL2325822	pIC50=5.51
FC(F)(F)c1nccc(NS(=O)(=O)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N)n1	CHEMBL2325823	pIC50=5.51
NC(=O)c1cc(NC(CO)CO)cc(n1)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL3688104	pIC50=5.51
O=S(=O)(Nc1ccncn1)c2ccc3c(OC[C@H]4CN(Cc5ccccc5)CCO4)nccc3c2	CHEMBL3682726	pIC50=5.51
O=S(=O)(Nc1nccs1)c2ccc(Oc3cccc(c3)c4ccccn4)c(c2)C#N	CHEMBL2325821	pIC50=5.51
O=S(=O)(Nc1ncns1)c2ccc(Oc3ccccc3c4ccccc4)cc2C#N	CHEMBL2325819	pIC50=5.51
CC(C)Oc1cc(c2cc(F)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4)n(C)n1	CHEMBL2326116	pIC50=5.52
