COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O	eluxadoline	pKi=8.76955128	pKi=8.76955128	pKi=8.76955128	pEC50=9.0
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1	tapentadol	pKi=7.01772881	pKi=7.01772881	pKi=7.01772881
[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N	dezocine	pEC50=7.42	pEC50=7.42	pEC50=7.42
CCOC(=O)C1(CCN(C)CC1)c2ccccc2	pethidine	pKi=6.04	pKi=6.04	pKi=6.04
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13[H])CCN2C	levorphanol	pKi=9.68	pKi=9.68	pKi=9.68	pKi=9.68
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C	tramadol	pKi=5.8	pKi=5.8	pKi=5.8
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13[H])CCN2CC=C	levallorphan	pKi=9.32	pKi=9.32	pKi=9.32	pKi=8.77
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CCC2=O)=CC=C3O	hydromorphone	pKi=9.55	pKi=9.55	pKi=9.55	pKi=9.55
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CCC2=O)=CC=C3OC	hydrocodone	pKi=8.02	pKi=8.02	pKi=8.02	pKi=8.02
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])C=C[C@@H]2O)=CC=C3OC	codeine	pKi=6.14	pKi=6.14	pKi=6.14
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC	dihydrocodeine
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	methylnaltrexone	pKi=7.55	pKi=7.55	pKi=7.55
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	sufentanil	pEC50=8.13	pEC50=8.13	pEC50=8.13
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	remifentanil
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1(O)CCC2=O	oxymorphone	pKi=9.4437	pKi=9.4437	pKi=9.4437
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5(O)CCC2=O)=CC=C3OC	oxycodone	pKi=7.7959	pKi=7.7959	pKi=7.7959
[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC=C)CC[C@@]14[C@@]5(O)CCC2=O)=CC=C3O	naloxone	pKi=8.81	pKi=8.81	pKi=8.81	pIC50=7.7
[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CCC6)CC[C@@]14[C@@]5(O)CC[C@@H]2O)=CC=C3O	nalbuphine	pKi=8.8	pKi=8.8	pKi=8.8	pIC50=7.62
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O	morphine	pEC50=7.86	pEC50=7.86	pEC50=7.86	pKi=7.42
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	naltrexone	pKi=9.38	pKi=9.38	pKi=9.38	pIC50=7.81
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2	methadone	pKi=8.78	pKi=8.78	pKi=8.78	pIC50=8.39
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4	loperamide	pKi=8.8239	pKi=8.8239	pKi=8.8239	pIC50=8.84
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2	levomethadyl acetate
CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	fentanyl	pEC50=9.0014	pEC50=9.0014	pEC50=9.0014
CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	diphenoxylate	pIC50=7.1674	pIC50=7.1674	pIC50=7.1674
[H][C@@](C)(CN(C)C)[C@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1	dextropropoxyphene
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	buprenorphine	pKi=8.29	pKi=8.29	pKi=8.29	pKi=8.82
CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1	anileridine
C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1	alvimopan	pKi=9.3979	pKi=9.3979	pKi=9.3979	pKi=9.33
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O	alfentanil	pEC50=8.5	pEC50=8.5	pEC50=8.5
[H]C1(C=CCCC1(C(=O)OCC)C1=CC=CC=C1)N(C)C	tilidine	pEC50=5.1	pEC50=5.1	pEC50=5.1
CCC(=O)N(C(C)CN1CCCCC1)C1=CC=CC=N1	propiram
CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1	meptazinol	pEC50=8.06	pEC50=8.06	pEC50=8.06
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1	butorphanol	pKi=9.92	pKi=9.92	pKi=9.92	pKi=9.66
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C	nalmefene	pKd=9.53	pKd=9.53	pKd=9.53	pKi=9.04
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CC[C@@H]2OCCOCCOCCOCCOCCOCCOCCOC	naloxegol
OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	difenoxin
[H][C@@]1(CCCC[C@H]1O)[C@@H](N(C)C)C1=CC(O)=CC=C1	ciramadol
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	acetylmethadol
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O	naldemedine
CCCCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1	CHEMBL237505	pKi=7.68
CC[C@@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N	CHEMBL421038	pKi=7.68
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)Cc6c4[nH]c7ccc(F)cc67)c35	CHEMBL248839	pKi=7.68
CNC(=O)CN1Cc2ccccc2N(C3CCN(CC3)C4CCC(CC4)C(C)C)C1=O	CHEMBL1082092	pKi=7.68
COc1cc(CC(=O)N(C)[C@H](CN2CCCC2)c3ccccc3)c(cc1OC)S(=O)(=O)N(C)Cc4ccccc4	CHEMBL401594	pKi=7.68
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@]7(CC[C@@]36C[C@@H]7COCc8ccc(Cl)c(Cl)c8)OC	CHEMBL3664527	pKi=7.68
C[C@H]1C2N(CC3CC3)CC[C@]1(C)c4cc(O)ccc4C2=O	CHEMBL354172	pEC50=7.68
C[C@H]1CN2CCN(CCc3ccccc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL219495	pIC50=7.68
C[C@H]1CN2CCN(C[C@H]2C[C@@]1(C)c3cccc(O)c3)C(=O)c4ccccc4	CHEMBL218404	pIC50=7.68
C[C@H]1CN2CCN(Cc3cccc(Oc4ccccc4)c3)C[C@H]2C[C@@]1(C)c5cccc(O)c5	CHEMBL219154	pKi=7.68
Cl.O[C@@]12CCCC[C@@]13CCN(CC4CCC4)[C@@H]2Cc5ccc(OCc6ccccc6)cc35	CHEMBL524505	pKi=7.68
FC(F)(F)CNc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1	CHEMBL1766026	pKi=7.68
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)N3C[C@@H](Cc4ccccc4C3)C(=O)N)Cc5ccccc5.OC(=O)C(F)(F)F	CHEMBL2409033	pKi=7.68
O[C@@H]1Cc2ccccc2[C@@H]1NCc3ccc(cc3)c4ccccc4S(=O)(=O)N5CCCCC5	CHEMBL1818335	pKi=7.68
Oc1ccc2CC3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]cc(c7C[C@@]36O)c8ccccc8	CHEMBL436273	pKi=7.68
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7nc8ccccc8cc7C[C@@]36O	CHEMBL610012	pKi=7.68
NC(=N)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1	CHEMBL238280	pKi=7.69
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CC(F)(F)C[C@@H]4C(=O)N	CHEMBL3764219	pEC50=7.69
CC(C)C(CCN1CCC(CC1)n2c(O)nc3ccccc23)Oc4ccccc4C(C)C	CHEMBL369540	pKi=7.7
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cc(cc(c6)C(F)(F)F)C(F)(F)F	CHEMBL438389	pIC50=7.7
CC(N1CCC(CC1)N2C(=O)Cc3ccccc23)c4ccc5c(Cc6ccccc56)c4	CHEMBL328411	pKi=7.7
CC1(CCCCCCC1)N2CCC(CC2)n3c(nc4ccccc34)c5cccc(CN)c5	CHEMBL480426	pKi=7.7
CCC[C@@H]1C[C@](C)([C@@H](C)CN1CCc2ccccc2)c3cccc(O)c3	CHEMBL382919	pKi=7.7
CO[C@]12C(O)C[C@@]3(C[C@@H]1[C@@H](C)O)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4C)c56	CHEMBL401245	pKi=7.7
C[C@H]1C2Cc3ccc(C(=O)N)c(c3[C@@]1(C)CCN2CC4CC4)[N+](=O)[O-]	CHEMBL494614	pKi=7.7
C[C@H]1CN(CCC(=O)N[C@@H](CC2CCCCC2)C(=O)O)CC[C@@]1(C)c3cccc(O)c3	CHEMBL401508	pKi=7.7
C[C@H]1CN2CCN(Cc3ccccn3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL219466	pKi=7.7
Cc1cc(C)cc(c1)N2CNC(=O)C23CCN(CC3)C4Cc5cccc6cccc4c56	CHEMBL78163	pKi=7.7
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCCCNC(=O)C[C@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4cccc5ccccc45)NC2=O)C(=O)N	CHEMBL3758969	pEC50=7.7
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H]2Cc3ccccc3CN(Cc4nc5ccccc5[nH]4)C2=O	CHEMBL211543	pKi=7.7
Clc1cccc(c1)N2CNC(=O)C23CCN(CC3)C4Cc5cccc6cccc4c56	CHEMBL312021	pKi=7.7
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)N3Cc4ccccc4C[C@H]3CC(=O)N)Cc5ccccc5.OC(=O)C(F)(F)F	CHEMBL2409170	pKi=7.7
Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1	CHEMBL301160	pIC50=7.7
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3CCCF	CHEMBL3397594	pKi=7.71
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccncc7	CHEMBL522143	pIC50=7.71
Oc1nc2ccccc2n1C3=CCN(Cc4cc5OCOc5cc4[N+](=O)[O-])CC3	CHEMBL115229	pIC50=7.71
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc2c(C)cc(cc2C)C(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)O	CHEMBL247760	pKi=7.72
CCC(=O)N(C1CCN(CCC(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4)CC1)c5ccccc5	CHEMBL3659473	pKi=7.72
CCC(=O)N(C1CCN(CCN2C(=O)N(C(=C)C)c3ccccc23)CC1)c4cc(Cl)ccc4Cl	CHEMBL2313629	pKi=7.72
CCC[C@@H]1C[C@](C)([C@@H](C)CN1CCCc2ccccc2)c3cccc(O)c3	CHEMBL201661	pKi=7.72
CCN([C@@H](Cc1ccccc1)C(=O)O)C(=O)CCN2CC[C@](C)([C@@H](C)C2)c3cccc(O)c3	CHEMBL403324	pKi=7.72
CCNC(=O)c1ccc(cc1)\C(=C\2/C[C@H]3CC[C@@H](C2)N3CC=C)\c4ccccc4	CHEMBL302142	pKi=7.72
CC[C@@]12CCN(C)C[C@@H]1Oc3ccc(O)cc23	CHEMBL430441	pKi=7.72
CNC(=O)CN1Cc2ccccc2N(C3CCN(Cc4ccc(C)c5ccccc45)CC3)C1=O	CHEMBL1079941	pKi=7.72
Clc1ccc(Cl)c2CC(CCc12)N3CCC4(CC3)N(CN(Cc5ccccc5)C4=O)c6ccccc6	CHEMBL285377	pKi=7.72
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)N[C@H](CC(=O)N)Cc3ccccc3)Cc4ccccc4.OC(=O)C(F)(F)F	CHEMBL2409171	pKi=7.72
O=C1NCN(c2ccccc2)C13CCN(CC3)C4CCc5ccccc45	CHEMBL284414	pKi=7.72
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@H]2CNC(=O)Nc4ccccc4	CHEMBL80463	pEC50=7.73
Oc1ccc2CC3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7c(C[C@@]36O)c8CCCCc8n7CC9CCCCC9	CHEMBL385316	pKi=7.73
CC(C)(C)CCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1	CHEMBL396637	pKi=7.74
CCCCN\C(=N/CCCC)\Nc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1	CHEMBL610034	pKi=7.74
CCN1C(=O)N([C@H]2CCN3[C@H](CCC[C@H]3c4ccccc4)C2)c5ccccc15	CHEMBL299660	pKi=7.75
CN1CC[C@]23[C@H]4Oc5c(O)ccc(CC1[C@]2(O)Cc6c7CCCCc7n(CC8CCCCC8)c46)c35	CHEMBL222579	pKi=7.75
COC(=O)[C@@H]1C[C@H](OC(=O)\C=C\c2ccsc2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5	CHEMBL3330683	pKi=7.75
COc1ccc(CN2CCC[C@@H]2C\N=C(/S)\N3Cc4ccccc4C[C@H]3CNC(=O)Nc5ccccc5)cc1O	CHEMBL285769	pKi=7.75
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(cc2)C(=O)N)C(=O)N	CHEMBL246956	pKi=7.75
C[C@H]1C2Cc3cc4cc[nH]c4cc3[C@@]1(C)CCN2CC5CC5	CHEMBL170384	pKi=7.75
C[C@H]1C2Cc3ccc(cc3[C@@]1(C)CCN2CC4CC4)C(=O)Nc5ccc(cc5)c6ccccc6	CHEMBL215760	pKi=7.75
Cl.OCCCOc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1	CHEMBL500123	pKi=7.75
NC(=O)c1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@H]5Oc1c2[C@]45CCN3CC=C	CHEMBL516552	pKi=7.75
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(Cc6nc7ccccc7cc6CC[C@@]35O)c2c1	CHEMBL3787663	pKi=7.75
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8ccc(N\C(=N\CC9CC9)\NCc%10ccccc%10)cc8c7C[C@@]36O	CHEMBL610037	pKi=7.75
CO[C@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N	CHEMBL187635	pKi=7.76
CCCCC(O)c1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2cc1O	CHEMBL571322	pKi=7.77
CCCNc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1	CHEMBL1766027	pKi=7.77
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3Cc4ccccn4)c5ccccc5	CHEMBL291357	pKi=7.77
CN(Cc1cccc(O)c1)c2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CCC6)c3c2	CHEMBL2048779	pKi=7.77
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(NC(=O)Nc5ccc(I)cc5)cc34	CHEMBL569724	pKi=7.77
C[C@H]1CN2CCN(C[C@H]2C[C@@]1(C)c3cccc(O)c3)C(=O)Cc4ccccc4	CHEMBL218135	pKi=7.77
C[C@H]1CN2CCN(Cc3ccc(Cl)cc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL218705	pKi=7.77
C[C@H]1CN2C[C@@H](N(Cc3ccccc3)C[C@H]2C[C@@]1(C)c4cccc(c4)C(=O)N)c5ccccc5	CHEMBL373925	pKi=7.77
OC(CCC(O)COc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)COc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6	CHEMBL1076574	pKi=7.77
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(CC(=O)CC[C@@]35O)c2c1O	CHEMBL195787	pKi=7.77
Oc1ccc2O[C@H]3CN(CCc4ccccc4F)CC[C@@]3(CCCc5ccccc5)c2c1	CHEMBL3409102	pKi=7.77
Cc1ccc(Cl)c(OC(CCN2CCC(CC2)n3c(O)nc4ccccc34)c5ccccc5)c1	CHEMBL182819	pKi=7.78
Clc1cccc2CCC(Cc12)N3CCC4(CC3)N(CNC4=O)c5ccccc5	CHEMBL283617	pKi=7.78
O=C1NCN(c2ccccc2)C13CCN(Cc4ccc5OCOc5c4)CC3	CHEMBL326962	pIC50=7.78
Oc1ccc2CC3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7c(C[C@@]36O)c(cn7Cc8ccccc8)c9ccccc9	CHEMBL346879	pKi=7.78
CC(=O)NC[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc3c(C)cc(O)cc3C	CHEMBL80823	pIC50=7.79
CCC(C)(C)[C@@H]1CC[C@@H](CC1)N2CCC(CC2)N3C(=O)Cc4ccccc34	CHEMBL2387189	pKi=7.79
CCC1C(=O)N(C2CCN(CC2)C3CCCCCCC3)c4ccccc14	CHEMBL2387197	pKi=7.79
CO[C@H](C)[C@@H]1CC23C=C[C@]1(OC)[C@H]4Oc5c(O)ccc6CC2N(C)CCC34c56	CHEMBL1169583	pEC50=7.79
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@@]6(CC[C@@]35C[C@@H]6COc7ccccc7)OC	CHEMBL3664537	pKi=7.79
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@@H]2C(=O)NCC(=O)NCc4ccccc4	CHEMBL3759292	pKi=7.79
O=C1Cc2ccccc2N1C3CCN(CC3)C4CCC5CCCC[C@@H]5C4	CHEMBL319307	pKi=7.79
CCN1CC[C@@]2(C)[C@@H](C)C1Cc3ccc(O)cc23	CHEMBL326103	pKi=7.8
CC[C@H](NC(=O)c1c(CN2CCN(CC2)C3CCCCC3)c(nc4ccccc14)c5ccccc5)c6ccccc6	CHEMBL33868	pKi=7.8
CNC(=O)CN1CN(c2ccccc2)C3(CCN(CCC(Oc4cc(OC)ccc4C)C(C)C)CC3)C1=O	CHEMBL391631	pKi=7.8
COC(=O)[C@@H]1C[C@H](OC(=O)Nc2ccccc2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5	CHEMBL190785	pKi=7.8
COc1ccc(CN2CCC(CC2)n3c(O)nc4ccccc34)c(Cl)c1	CHEMBL112191	pIC50=7.8
C[C@@H]1[C@H]2c3cc(O)ccc3C[C@H](N1C)c4ccc(O)cc24	CHEMBL3707083	pIC50=7.8
C[C@H]1CN(Cc2ccccc2)CC[C@@]1(C)c3cccc(c3)C(=O)N	CHEMBL343063	pKi=7.8
Cc1ccc(CN2CCC(CC2)n3c(O)nc4ccccc34)c(Cl)c1	CHEMBL114484	pIC50=7.8
Cl.O[C@@]12CCCC[C@@]13CCN(CC4CCC4)[C@@H]2Cc5ccc(Oc6ccc(cc6)[N+](=O)[O-])cc35	CHEMBL526362	pKi=7.8
Cl.Oc1cccc(c1)[C@]23CCC[C@H](C2)N(C[C@H]4C[C@@H]4c5ccccc5)CC3	CHEMBL1672183	pKi=7.8
Ic1ccc(CN(Cc2ccc(I)cc2)c3ccc4C[C@@H]5[C@@H]6CCCC[C@]6(CCN5CC7CCC7)c4c3)cc1	CHEMBL568813	pKi=7.8
NC(=O)c1ccc(Oc2ccc3CN(CCc4ccccc4)CCc3c2)nc1	CHEMBL397148	pKi=7.8
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=C)C(=O)N[C@H](C(=C)C(=O)N)c3ccccc3)c4ccccc4	CHEMBL2163922	pKi=7.8
O=C(CCCCCCCCC(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)Oc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6	CHEMBL147511	pIC50=7.8
OCC1(CCCCCCC1)N2CCC(CC2)N3C(=O)Nc4ccccc34	CHEMBL1650851	pKi=7.8
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(C[C@]6(CC[C@@]35O)NC(=O)NC6=O)c2c1	CHEMBL3672561	pKi=7.8
Oc1ccc2O[C@H]3CN(CCc4cccc(c4)C(F)(F)F)CC[C@@]3(CCc5ccccc5)c2c1	CHEMBL2386904	pKi=7.8
CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)N	CHEMBL2178732	pKi=7.81
CC1=C(CCCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)NC(=O)C(=N1)C	CHEMBL237074	pKi=7.81
CCCCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N	CHEMBL505960	pKi=7.81
CN1CC[C@]23[C@H]4Oc5c(O)ccc(CC1[C@]2(O)Cc6c7CCCCc7n(CCc8ccccc8)c46)c35	CHEMBL222814	pKi=7.81
CC(=O)Nc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CCCF)cc2s1	CHEMBL1766042	pKi=7.82
CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)N(C)C(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc5ccc(O)cc5)C(=O)N	CHEMBL3597075	pKi=7.82
CCCCCN1CC[C@@]2(C)[C@@H](C)C1Cc3ccc(O)cc23	CHEMBL117183	pKi=7.82
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3Cc4ccccc4Cl)c5cccc(O)c5	CHEMBL433500	pKi=7.82
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4cc(CO)c(O)cc34	CHEMBL570449	pKi=7.82
COc1cc(CC(=O)N(C)[C@H](CN2CCCC2)c3ccccc3)c(cc1OC)S(=O)(=O)N4CCOCC4	CHEMBL402189	pKi=7.82
COc1cccc(CN2CC[C@](C)([C@@H](C)C2)c3cccc(c3)C(=O)N)c1	CHEMBL138408	pKi=7.82
C[C@@H]1C[C@](C)([C@@H](C)CN1CCc2ccccc2)c3cccc(O)c3	CHEMBL203307	pKi=7.82
C[C@H]1CN(CCC(=O)N(Cc2cccc(Cl)c2)[C@@H](Cc3ccccc3)C(=O)O)CC[C@@]1(C)c4cccc(O)c4	CHEMBL271662	pKi=7.82
C[C@H]1CN2CCN(Cc3ccncc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL219152	pKi=7.82
C[C@H]1[C@H]2Cc3ccc(Nc4ccccc4)cc3[C@@]1(C)CCN2CC5CC5	CHEMBL2367916	pEC50=7.82
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]2Cc3ccccc3CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H](Cc5c(C)cc(O)cc5C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc6c[nH]c7ccccc67)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)C2=O	CHEMBL3810104	pKi=7.82
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]2Cc3ccccc3CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H](Cc5ccc(F)cc5)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc6c[nH]c7ccccc67)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)C2=O	CHEMBL3808398	pKi=7.82
Cl.O[C@@]12CCCC[C@@]13CCN(CC4CCC4)[C@@H]2Cc5ccc(OC(=O)c6ccc(cc6)c7ccccc7)cc35	CHEMBL451320	pKi=7.82
O=C1NCN(c2ccccc2)C13CCN(CC3)C4(CCCCC4)c5ccccc5	CHEMBL403515	pIC50=7.82
O=C1NCN(c2ccccc2)C13CCN(CC3)C4CCc5ccccc5C4	CHEMBL26999	pKi=7.82
